id_base,tam_ing,genero,tam_labour,tiempo,percepcion,inseguridad,victima,tamano,sector_cod,Año
153601333_2022,,1,,,2,3,2,1,3,2022
150386814_2022,,1,,,2,2,2,1,3,2022
153952114_2022,,2,,,2,3,2,1,2,2022
151640316_2022,,2,,,3,3,2,1,2,2022
149815480_2022,,2,,,2,3,1,4,4,2022
151813481_2022,,1,,,1,3,2,2,3,2022
148340480_2022,,2,,,2,3,2,2,4,2022
153266439_2022,,2,,,3,3,2,3,4,2022
151987262_2022,,2,,,2,3,2,2,3,2022
150369896_2022,,2,,,3,2,2,2,2,2022
148952827_2022,,2,,,2,2,1,4,4,2022
152374795_2022,,1,,,3,3,1,2,3,2022
150406513_2022,,2,,,3,3,2,1,3,2022
150043992_2022,,1,,,3,2,2,1,4,2022
150677877_2022,,1,,,2,3,2,1,2,2022
147955509_2022,,1,,,2,2,2,2,3,2022
153593397_2022,,2,,,3,3,2,1,4,2022
150606843_2022,,1,,,2,3,2,4,4,2022
150556165_2022,,1,,,2,3,2,2,4,2022
150655672_2022,,2,,,1,1,1,4,4,2022
154133552_2022,,2,,,2,3,1,2,3,2022
148064783_2022,,2,,,3,3,2,1,4,2022
147859018_2022,,1,,,2,3,2,2,3,2022
149619773_2022,,2,,,2,3,2,1,4,2022
149251603_2022,,1,,,2,3,2,1,3,2022
154178940_2022,,2,,,2,1,2,1,2,2022
150492934_2022,,2,,,2,1,2,2,4,2022
149475547_2022,,2,,,3,3,1,2,4,2022
151773586_2022,,1,,,2,3,2,2,2,2022
151659109_2022,,2,,,2,3,2,1,2,2022
152105737_2022,,2,,,3,3,2,3,4,2022
148666914_2022,,1,,,2,3,2,1,3,2022
152373476_2022,,2,,,3,3,2,2,2,2022
153903862_2022,,2,,,2,3,1,1,3,2022
154179863_2022,,2,,,2,2,2,1,2,2022
154198328_2022,,2,,,2,3,2,1,2,2022
148083746_2022,,1,,,3,2,2,1,2,2022
151959974_2022,,2,,,2,3,2,3,4,2022
148226035_2022,,2,,,2,3,2,2,4,2022
150291207_2022,,1,,,3,3,2,1,3,2022
148423844_2022,,2,,,2,3,1,1,2,2022
151473012_2022,,1,,,2,3,2,2,4,2022
149952068_2022,,2,,,3,3,2,2,4,2022
149414447_2022,,1,,,1,2,2,1,3,2022
150156359_2022,,1,,,2,1,1,1,3,2022
152171055_2022,,2,,,2,3,1,2,3,2022
153906323_2022,,2,,,2,3,2,1,3,2022
149708907_2022,,2,,,3,3,2,1,2,2022
153731890_2022,,1,,,2,3,2,1,2,2022
152436652_2022,,1,,,2,3,2,2,2,2022
149829810_2022,,2,,,1,2,2,1,4,2022
151772223_2022,,2,,,1,1,2,2,3,2022
153794124_2022,,2,,,3,3,2,1,3,2022
154215131_2022,,2,,,2,2,2,1,2,2022
153861324_2022,,2,,,3,3,2,1,2,2022
153791864_2022,,2,,,2,3,2,1,2,2022
150243362_2022,,1,,,2,3,2,1,2,2022
150497996_2022,,1,,,2,3,2,2,4,2022
149874307_2022,,1,,,2,3,2,1,4,2022
149712507_2022,,2,,,3,2,2,1,3,2022
148408455_2022,,2,,,1,3,2,2,4,2022
151369572_2022,,1,,,2,3,2,1,2,2022
149254665_2022,,2,,,2,3,2,2,4,2022
151928268_2022,,1,,,2,1,2,3,2,2022
149252261_2022,,2,,,2,3,2,1,4,2022
152437250_2022,,2,,,3,3,1,2,2,2022
150176323_2022,,2,,,2,3,2,1,3,2022
154189114_2022,,2,,,1,3,2,1,2,2022
153653654_2022,,2,,,2,3,1,1,3,2022
147782657_2022,,1,,,2,3,2,1,3,2022
152634605_2022,,2,,,2,3,1,3,4,2022
149628129_2022,,2,,,2,2,2,1,4,2022
152180737_2022,,2,,,3,3,2,2,3,2022
150222499_2022,,2,,,2,3,2,1,3,2022
151647919_2022,,2,,,2,3,2,1,2,2022
153425100_2022,,2,,,2,3,2,1,3,2022
152384008_2022,,2,,,2,3,2,2,2,2022
148427242_2022,,2,,,2,3,2,2,4,2022
148018604_2022,,1,,,2,3,1,1,3,2022
153665092_2022,,1,,,2,3,1,1,3,2022
152390892_2022,,1,,,3,3,2,1,2,2022
149958552_2022,,2,,,2,3,2,1,3,2022
153753157_2022,,2,,,2,3,2,1,3,2022
151104778_2022,,2,,,3,3,2,4,4,2022
149394640_2022,,1,,,2,2,2,1,2,2022
150605901_2022,,2,,,1,2,2,2,4,2022
153429335_2022,,2,,,2,2,2,1,4,2022
149504835_2022,,1,,,2,3,2,1,4,2022
148665303_2022,,1,,,3,3,1,2,4,2022
153607752_2022,,1,,,2,3,1,1,4,2022
149829703_2022,,2,,,2,2,2,1,3,2022
149839306_2022,,2,,,1,2,2,3,2,2022
150872185_2022,,1,,,2,2,2,1,4,2022
154197548_2022,,2,,,3,3,2,1,2,2022
148085483_2022,,2,,,3,2,2,1,4,2022
148244027_2022,,1,,,2,3,2,1,4,2022
149073228_2022,,2,,,3,3,2,1,4,2022
149637687_2022,,2,,,2,3,2,3,4,2022
150285154_2022,,1,,,3,3,2,1,4,2022
153602859_2022,,2,,,2,3,2,1,3,2022
152895178_2022,,2,,,3,2,2,3,4,2022
153926471_2022,,2,,,2,3,2,1,3,2022
151062109_2022,,1,,,2,3,2,1,2,2022
150541614_2022,,2,,,1,3,2,3,4,2022
154215507_2022,,2,,,2,3,2,1,2,2022
148028354_2022,,2,,,2,3,1,3,3,2022
148034323_2022,,2,,,2,3,2,1,4,2022
149410334_2022,,2,,,2,3,2,1,4,2022
152581796_2022,,2,,,3,2,2,3,4,2022
151722564_2022,,1,,,2,3,1,3,4,2022
153381448_2022,,2,,,3,1,2,1,4,2022
150090671_2022,,1,,,2,3,2,4,4,2022
149469224_2022,,1,,,3,1,2,1,3,2022
150495515_2022,,2,,,2,3,2,2,4,2022
154118629_2022,,1,,,2,3,2,1,3,2022
150084620_2022,,2,,,1,2,2,4,4,2022
151478626_2022,,2,,,2,3,2,1,2,2022
147856573_2022,,2,,,2,3,1,2,4,2022
153455150_2022,,2,,,2,3,2,1,4,2022
149416335_2022,,2,,,1,2,2,1,3,2022
154343590_2022,,2,,,3,2,2,1,2,2022
149686973_2022,,2,,,1,2,2,1,3,2022
148636623_2022,,2,,,2,3,2,1,2,2022
149815915_2022,,2,,,3,2,2,1,4,2022
153595277_2022,,2,,,3,3,2,1,4,2022
153392811_2022,,1,,,2,3,1,1,4,2022
150414865_2022,,2,,,2,3,2,1,3,2022
150179015_2022,,2,,,3,3,1,1,2,2022
153671269_2022,,2,,,2,3,2,1,2,2022
150048973_2022,,1,,,2,3,2,1,3,2022
153688308_2022,,1,,,2,3,2,1,3,2022
154141613_2022,,2,,,2,3,2,1,2,2022
149454839_2022,,2,,,2,2,2,2,3,2022
152102081_2022,,1,,,2,3,2,2,3,2022
149625698_2022,,2,,,1,3,2,1,4,2022
150422702_2022,,1,,,2,3,2,1,3,2022
150879972_2022,,1,,,2,3,2,1,2,2022
149633874_2022,,2,,,2,3,2,1,3,2022
154453509_2022,,2,,,2,3,2,1,2,2022
151425007_2022,,1,,,2,3,2,1,2,2022
150544572_2022,,2,,,3,1,2,3,4,2022
153641923_2022,,2,,,2,3,2,1,4,2022
153384652_2022,,2,,,2,3,2,1,2,2022
150226978_2022,,2,,,2,3,2,1,2,2022
151414902_2022,,2,,,2,3,2,1,2,2022
151856393_2022,,2,,,1,1,2,2,4,2022
148196730_2022,,2,,,2,3,1,2,4,2022
149324098_2022,,2,,,2,3,2,1,4,2022
153980662_2022,,2,,,3,2,2,1,3,2022
151040495_2022,,1,,,2,2,2,2,4,2022
149269807_2022,,2,,,3,3,2,2,4,2022
151809565_2022,,2,,,2,3,1,2,4,2022
153662963_2022,,2,,,2,3,2,1,4,2022
153686228_2022,,2,,,2,3,2,1,2,2022
149067543_2022,,2,,,2,2,1,1,2,2022
152274535_2022,,1,,,3,3,2,1,2,2022
148616907_2022,,2,,,2,3,2,1,2,2022
149709284_2022,,1,,,2,3,2,1,4,2022
149479502_2022,,2,,,3,2,2,1,4,2022
149949405_2022,,2,,,1,3,2,1,4,2022
149878802_2022,,2,,,3,2,2,1,3,2022
150365461_2022,,1,,,2,3,2,4,4,2022
151487494_2022,,1,,,2,3,2,1,2,2022
151055877_2022,,2,,,2,3,2,1,2,2022
153690928_2022,,1,,,2,2,2,1,3,2022
153692208_2022,,2,,,2,2,2,1,3,2022
152181155_2022,,1,,,2,3,2,2,2,2022
154250848_2022,,2,,,3,2,2,1,2,2022
151702572_2022,,2,,,2,3,2,3,4,2022
152344610_2022,,2,,,3,3,1,2,3,2022
153577238_2022,,2,,,2,3,2,1,4,2022
149509610_2022,,2,,,3,2,2,1,4,2022
147979853_2022,,1,,,2,3,2,1,3,2022
153959376_2022,,1,,,2,3,2,1,2,2022
151256814_2022,,2,,,3,3,2,1,2,2022
153926317_2022,,2,,,3,3,2,1,2,2022
151970835_2022,,2,,,2,3,2,2,3,2022
149938705_2022,,2,,,2,3,2,1,3,2022
150289982_2022,,1,,,2,3,2,1,2,2022
149196701_2022,,2,,,1,2,2,1,4,2022
148942886_2022,,2,,,2,3,2,1,2,2022
149192855_2022,,1,,,2,3,2,2,4,2022
151694840_2022,,2,,,2,3,2,1,4,2022
154461229_2022,,1,,,2,3,2,1,2,2022
150090720_2022,,2,,,2,3,2,1,3,2022
149213755_2022,,1,,,3,3,1,3,3,2022
151987464_2022,,2,,,3,3,1,2,3,2022
148399227_2022,,2,,,3,3,2,1,4,2022
152494426_2022,,2,,,3,3,2,1,4,2022
152683937_2022,,1,,,2,3,1,3,4,2022
149944076_2022,,2,,,1,3,2,1,3,2022
153575713_2022,,2,,,2,3,2,1,4,2022
151370740_2022,,2,,,2,2,2,1,2,2022
149507462_2022,,2,,,3,1,2,1,4,2022
147903622_2022,,1,,,2,3,2,1,3,2022
153459205_2022,,2,,,2,3,2,1,4,2022
151933894_2022,,2,,,3,3,2,2,2,2022
149829210_2022,,2,,,3,3,2,1,3,2022
150473951_2022,,1,,,3,3,2,1,3,2022
148078331_2022,,2,,,2,2,2,2,4,2022
149763007_2022,,1,,,2,3,2,1,3,2022
149312416_2022,,2,,,2,2,2,4,4,2022
151815652_2022,,2,,,2,3,2,2,4,2022
151042227_2022,,1,,,2,3,2,1,2,2022
152056904_2022,,1,,,2,3,2,2,3,2022
153076261_2022,,2,,,3,3,2,3,4,2022
148898232_2022,,2,,,2,3,1,3,4,2022
148615714_2022,,2,,,2,3,2,1,2,2022
153809159_2022,,2,,,2,3,2,1,2,2022
152207370_2022,,2,,,2,3,1,2,2,2022
151471903_2022,,1,,,3,3,2,1,2,2022
154009170_2022,,2,,,2,3,2,1,2,2022
153903669_2022,,2,,,2,3,2,1,2,2022
149047366_2022,,1,,,3,3,2,1,3,2022
149946246_2022,,2,,,2,3,2,1,4,2022
151590477_2022,,2,,,2,3,2,4,4,2022
149781435_2022,,2,,,2,3,2,1,4,2022
149680351_2022,,2,,,2,2,2,3,4,2022
151926535_2022,,2,,,2,3,2,2,4,2022
148364768_2022,,2,,,3,3,2,2,4,2022
149505439_2022,,2,,,2,3,2,1,3,2022
147843820_2022,,2,,,3,2,2,2,4,2022
150293270_2022,,1,,,2,3,2,1,3,2022
149251665_2022,,1,,,3,3,2,2,2,2022
149258746_2022,,2,,,2,3,2,1,2,2022
148694320_2022,,1,,,3,3,2,1,2,2022
148620675_2022,,2,,,2,3,2,1,2,2022
149812632_2022,,1,,,3,3,2,1,4,2022
153734326_2022,,2,,,1,2,2,1,3,2022
153930506_2022,,2,,,3,2,2,1,3,2022
150690215_2022,,2,,,2,3,2,2,3,2022
149485716_2022,,2,,,2,3,2,1,3,2022
153434976_2022,,1,,,2,3,2,1,3,2022
150117252_2022,,2,,,2,3,1,1,2,2022
151983116_2022,,2,,,2,3,2,2,3,2022
154130201_2022,,1,,,2,3,2,1,2,2022
147840790_2022,,1,,,2,3,2,1,2,2022
151751446_2022,,2,,,2,3,2,2,2,2022
150672766_2022,,1,,,3,3,1,4,4,2022
151700196_2022,,2,,,3,3,1,1,4,2022
148224633_2022,,1,,,3,2,1,1,3,2022
154262911_2022,,2,,,2,2,2,1,2,2022
150246814_2022,,1,,,2,3,2,1,3,2022
153690753_2022,,2,,,2,3,2,1,3,2022
151432793_2022,,1,,,2,3,2,1,2,2022
149271689_2022,,1,,,2,3,2,1,4,2022
153748650_2022,,1,,,2,3,2,1,2,2022
151220747_2022,,2,,,1,3,2,1,2,2022
150178749_2022,,1,,,2,3,2,1,3,2022
148638425_2022,,1,,,2,3,2,1,4,2022
150072234_2022,,2,,,3,3,2,1,4,2022
154145038_2022,,2,,,3,3,2,1,3,2022
149876556_2022,,2,,,3,3,2,1,4,2022
150606203_2022,,2,,,2,3,2,1,2,2022
149841314_2022,,2,,,2,3,2,4,4,2022
149208949_2022,,2,,,1,3,2,1,2,2022
151812570_2022,,2,,,3,2,1,2,4,2022
149060055_2022,,1,,,2,3,2,1,3,2022
148369507_2022,,1,,,2,3,2,1,2,2022
153611052_2022,,2,,,2,3,1,1,4,2022
152107480_2022,,2,,,2,3,1,2,3,2022
149938646_2022,,2,,,2,2,1,1,4,2022
153752913_2022,,2,,,3,3,2,2,3,2022
150243124_2022,,2,,,2,3,1,1,3,2022
153198159_2022,,2,,,2,2,2,3,3,2022
150174905_2022,,2,,,3,3,2,4,4,2022
149481534_2022,,2,,,1,2,1,1,2,2022
148568456_2022,,1,,,2,2,2,1,4,2022
150107018_2022,,1,,,3,3,1,1,4,2022
151423185_2022,,2,,,2,3,1,2,4,2022
149833913_2022,,2,,,2,3,1,1,4,2022
153669268_2022,,1,,,2,3,2,1,3,2022
151760307_2022,,2,,,2,2,2,3,4,2022
148024993_2022,,1,,,2,3,2,1,2,2022
148425070_2022,,1,,,2,1,2,1,2,2022
149720931_2022,,2,,,1,2,2,1,4,2022
148079181_2022,,2,,,2,2,2,3,2,2022
148969163_2022,,1,,,2,3,2,1,4,2022
148503544_2022,,1,,,2,3,2,2,4,2022
151825216_2022,,2,,,2,2,2,2,4,2022
151828165_2022,,2,,,2,3,2,2,4,2022
149413587_2022,,1,,,2,2,2,1,4,2022
148998581_2022,,2,,,2,3,2,1,3,2022
150247154_2022,,2,,,2,3,2,1,2,2022
147906709_2022,,2,,,2,3,2,1,4,2022
151094891_2022,,2,,,1,3,2,1,2,2022
152282741_2022,,2,,,3,1,1,2,3,2022
149313829_2022,,1,,,2,2,1,1,2,2022
149647917_2022,,1,,,2,3,2,1,4,2022
147902902_2022,,1,,,3,2,2,2,3,2022
149194259_2022,,1,,,2,3,2,1,3,2022
151355441_2022,,1,,,3,3,2,1,2,2022
148077599_2022,,2,,,3,3,2,2,3,2022
152391732_2022,,2,,,2,3,2,2,3,2022
150457365_2022,,2,,,2,3,2,2,4,2022
154177393_2022,,1,,,2,3,1,1,3,2022
154317636_2022,,1,,,2,3,2,1,2,2022
152294921_2022,,2,,,3,2,2,2,3,2022
154343137_2022,,2,,,2,3,2,1,2,2022
153583467_2022,,1,,,2,3,2,1,4,2022
149943802_2022,,1,,,2,3,2,1,4,2022
154116400_2022,,1,,,2,3,2,1,3,2022
148032548_2022,,1,,,2,1,2,2,4,2022
151661783_2022,,2,,,3,3,2,2,4,2022
149418150_2022,,2,,,2,2,2,1,4,2022
149632598_2022,,1,,,2,3,2,2,4,2022
149876164_2022,,2,,,3,3,2,1,2,2022
150598050_2022,,1,,,3,2,2,4,4,2022
149970715_2022,,2,,,2,3,2,1,4,2022
149967037_2022,,2,,,2,3,2,1,4,2022
149179600_2022,,1,,,2,3,2,3,3,2022
151723693_2022,,1,,,3,2,2,1,4,2022
153899352_2022,,1,,,2,2,2,1,2,2022
147974624_2022,,2,,,2,3,2,2,4,2022
153756505_2022,,2,,,2,3,2,2,3,2022
148971770_2022,,2,,,2,3,2,1,3,2022
150074983_2022,,1,,,3,3,2,1,4,2022
149191166_2022,,2,,,1,2,2,2,2,2022
147746453_2022,,1,,,2,2,2,1,2,2022
153806647_2022,,2,,,3,2,2,2,3,2022
149325194_2022,,1,,,2,3,2,1,4,2022
150554148_2022,,1,,,2,3,2,1,2,2022
150102188_2022,,1,,,2,3,2,4,4,2022
149944275_2022,,2,,,2,3,1,1,4,2022
148067558_2022,,1,,,2,3,2,1,4,2022
153644307_2022,,2,,,3,2,2,1,2,2022
154460955_2022,,2,,,2,3,2,1,2,2022
154120616_2022,,2,,,2,3,1,1,3,2022
151050646_2022,,1,,,2,3,2,1,2,2022
149971680_2022,,2,,,2,3,2,1,4,2022
147854492_2022,,1,,,2,3,1,2,4,2022
152110506_2022,,2,,,2,3,2,2,3,2022
148080883_2022,,2,,,2,3,2,1,4,2022
153903370_2022,,1,,,3,2,2,1,3,2022
151911599_2022,,2,,,3,3,2,2,3,2022
148776034_2022,,2,,,2,3,2,3,3,2022
151815510_2022,,2,,,2,3,1,2,4,2022
154496049_2022,,2,,,3,2,1,1,2,2022
150108961_2022,,1,,,2,3,2,1,2,2022
150959842_2022,,1,,,3,1,2,2,3,2022
152208416_2022,,2,,,2,3,2,1,2,2022
153688919_2022,,1,,,2,3,2,1,3,2022
149717340_2022,,1,,,2,3,2,1,3,2022
149011844_2022,,1,,,2,3,2,1,3,2022
149680552_2022,,1,,,2,3,2,1,3,2022
150531486_2022,,1,,,2,3,2,4,4,2022
151357198_2022,,2,,,2,3,2,1,2,2022
149815447_2022,,1,,,3,3,2,4,4,2022
153693224_2022,,1,,,3,3,2,1,2,2022
149203547_2022,,2,,,2,3,2,1,4,2022
149946606_2022,,2,,,3,2,2,1,4,2022
149308997_2022,,2,,,2,3,2,1,4,2022
154139704_2022,,2,,,2,3,2,1,3,2022
152430655_2022,,2,,,2,3,2,2,2,2022
149645353_2022,,1,,,2,3,2,1,4,2022
153742503_2022,,2,,,2,3,2,1,3,2022
153665455_2022,,1,,,2,3,2,1,3,2022
151584901_2022,,2,,,2,3,2,1,4,2022
150190360_2022,,2,,,2,3,2,1,3,2022
153858648_2022,,1,,,2,3,2,1,2,2022
153685928_2022,,1,,,2,3,2,1,2,2022
154181923_2022,,1,,,3,2,2,1,2,2022
148336681_2022,,2,,,2,1,1,1,3,2022
150366009_2022,,1,,,2,3,1,4,4,2022
149277287_2022,,2,,,2,3,2,1,4,2022
151767484_2022,,1,,,2,3,2,2,4,2022
152211921_2022,,2,,,2,3,2,2,3,2022
154210936_2022,,2,,,2,2,2,1,2,2022
150292242_2022,,1,,,2,3,1,1,2,2022
149646868_2022,,2,,,2,3,1,1,3,2022
149875431_2022,,2,,,2,3,2,1,4,2022
148584781_2022,,1,,,2,3,1,1,4,2022
153647633_2022,,1,,,3,3,2,2,3,2022
153742888_2022,,2,,,2,3,2,1,2,2022
148170369_2022,,2,,,2,3,2,1,3,2022
154007252_2022,,2,,,1,2,2,1,3,2022
153894999_2022,,2,,,2,3,2,1,2,2022
154185392_2022,,2,,,2,3,1,1,3,2022
151033158_2022,,1,,,2,2,2,1,2,2022
151487480_2022,,2,,,2,3,1,1,2,2022
153379060_2022,,2,,,2,3,2,1,2,2022
150047600_2022,,1,,,2,3,2,1,2,2022
151040705_2022,,2,,,2,3,2,1,2,2022
148069218_2022,,2,,,1,2,2,1,2,2022
152216281_2022,,2,,,3,1,1,3,3,2022
148504816_2022,,2,,,1,2,2,1,3,2022
149716079_2022,,2,,,3,2,2,1,4,2022
149447385_2022,,1,,,2,3,2,1,4,2022
148066911_2022,,2,,,3,3,2,1,2,2022
151656546_2022,,1,,,2,2,2,1,2,2022
153642318_2022,,1,,,2,3,1,1,4,2022
150165327_2022,,1,,,3,3,2,1,2,2022
151981837_2022,,1,,,2,3,1,2,3,2022
147903181_2022,,2,,,2,3,2,2,2,2022
154269824_2022,,2,,,2,3,1,1,2,2022
150286789_2022,,2,,,3,2,2,1,4,2022
150032506_2022,,2,,,2,3,2,1,2,2022
154184664_2022,,1,,,3,3,2,1,2,2022
153661772_2022,,1,,,3,3,2,1,4,2022
149483806_2022,,2,,,2,3,2,1,4,2022
150190131_2022,,2,,,3,2,2,1,3,2022
151980220_2022,,1,,,3,3,2,1,4,2022
149818368_2022,,2,,,3,3,1,1,4,2022
151646172_2022,,2,,,2,3,2,3,4,2022
151442020_2022,,1,,,1,3,2,1,2,2022
150245309_2022,,2,,,3,3,2,1,3,2022
149507236_2022,,2,,,1,2,2,1,4,2022
148168408_2022,,1,,,2,3,2,1,2,2022
149412435_2022,,1,,,2,3,2,1,4,2022
149310828_2022,,2,,,2,3,2,1,3,2022
153784590_2022,,2,,,2,3,2,1,3,2022
150291351_2022,,2,,,2,2,2,2,2,2022
149306770_2022,,2,,,2,3,2,1,4,2022
148835647_2022,,2,,,2,3,1,1,2,2022
148745261_2022,,2,,,1,1,2,1,2,2022
150534414_2022,,2,,,2,3,2,1,2,2022
149654370_2022,,2,,,3,1,2,1,4,2022
152210934_2022,,2,,,2,3,2,2,2,2022
149945157_2022,,2,,,3,3,2,1,2,2022
153509838_2022,,2,,,3,3,2,1,2,2022
154144715_2022,,2,,,2,3,2,1,3,2022
149971579_2022,,2,,,3,2,2,1,4,2022
147983647_2022,,1,,,2,3,1,1,4,2022
149967667_2022,,2,,,2,3,2,1,3,2022
151752883_2022,,2,,,2,3,2,2,4,2022
152396344_2022,,2,,,2,3,1,2,3,2022
151635009_2022,,2,,,2,3,2,1,2,2022
149213979_2022,,1,,,3,2,2,2,3,2022
154134180_2022,,1,,,2,2,2,1,3,2022
152380800_2022,,2,,,2,3,2,2,3,2022
154195881_2022,,1,,,2,3,2,1,2,2022
153914285_2022,,2,,,2,1,1,1,3,2022
151442528_2022,,2,,,2,2,2,1,2,2022
151383059_2022,,2,,,2,3,2,1,2,2022
153808944_2022,,1,,,2,3,2,1,2,2022
153148201_2022,,2,,,2,3,2,3,3,2022
150570226_2022,,1,,,2,3,1,1,2,2022
153972557_2022,,1,,,2,3,2,1,3,2022
153453618_2022,,1,,,2,3,2,1,4,2022
151475113_2022,,2,,,2,3,2,2,4,2022
150540589_2022,,1,,,3,3,2,1,2,2022
150174568_2022,,1,,,2,2,2,1,2,2022
152277290_2022,,2,,,2,3,2,2,3,2022
153576041_2022,,2,,,3,3,2,1,4,2022
150894475_2022,,2,,,2,3,2,2,4,2022
152485313_2022,,2,,,2,3,2,2,2,2022
149190860_2022,,2,,,3,3,2,1,4,2022
151638193_2022,,1,,,2,3,2,1,2,2022
153689358_2022,,1,,,2,3,2,1,2,2022
149020659_2022,,1,,,2,3,2,1,4,2022
149447266_2022,,2,,,3,3,2,1,4,2022
149783536_2022,,2,,,2,3,2,1,4,2022
149714203_2022,,2,,,2,2,1,1,4,2022
154012607_2022,,2,,,2,3,1,1,3,2022
152487012_2022,,2,,,3,3,2,2,2,2022
148691734_2022,,2,,,2,3,2,1,3,2022
153837814_2022,,2,,,1,2,2,1,3,2022
152268917_2022,,2,,,2,3,2,2,3,2022
149646957_2022,,2,,,2,2,2,1,2,2022
149404858_2022,,1,,,2,3,2,1,3,2022
147745787_2022,,1,,,2,3,2,1,4,2022
149635759_2022,,2,,,2,3,2,1,3,2022
149407342_2022,,2,,,2,3,1,1,4,2022
153140360_2022,,2,,,3,2,2,4,2,2022
152910191_2022,,2,,,2,3,2,3,4,2022
148446609_2022,,2,,,2,2,2,1,2,2022
149273595_2022,,2,,,2,3,2,2,2,2022
149960595_2022,,2,,,3,1,1,1,3,2022
147742571_2022,,1,,,3,1,2,1,2,2022
153833103_2022,,1,,,2,3,1,1,3,2022
153576188_2022,,2,,,3,3,2,1,3,2022
148694486_2022,,1,,,3,3,2,2,4,2022
148637992_2022,,1,,,2,3,2,1,2,2022
151234476_2022,,2,,,2,3,2,1,2,2022
149408985_2022,,2,,,2,3,2,1,2,2022
153955304_2022,,1,,,2,3,2,1,2,2022
154192244_2022,,1,,,1,3,1,1,2,2022
150116391_2022,,2,,,3,3,2,1,2,2022
152296602_2022,,1,,,2,2,2,2,2,2022
151230307_2022,,1,,,2,3,2,2,3,2022
154252067_2022,,2,,,2,3,2,1,2,2022
153802752_2022,,2,,,2,3,2,1,3,2022
147859635_2022,,2,,,2,2,1,1,2,2022
153898278_2022,,2,,,2,3,1,1,3,2022
148020519_2022,,2,,,3,3,1,1,3,2022
149250067_2022,,1,,,2,2,2,1,4,2022
149016381_2022,,1,,,2,3,2,1,2,2022
147729084_2022,,1,,,2,2,2,1,4,2022
148017909_2022,,2,,,3,2,2,1,3,2022
152178436_2022,,2,,,2,3,1,2,3,2022
154449119_2022,,1,,,2,3,2,1,2,2022
153979173_2022,,1,,,2,3,2,1,3,2022
148665743_2022,,2,,,2,3,2,1,2,2022
151242267_2022,,2,,,2,2,2,2,4,2022
150165653_2022,,1,,,2,3,2,1,3,2022
153450740_2022,,2,,,2,3,2,1,2,2022
150720557_2022,,1,,,2,3,2,1,2,2022
149478875_2022,,1,,,3,3,2,1,3,2022
150039099_2022,,2,,,2,3,2,1,3,2022
148503420_2022,,1,,,2,2,2,1,3,2022
151490853_2022,,2,,,3,3,2,4,2,2022
153850998_2022,,1,,,2,3,2,1,3,2022
153904425_2022,,2,,,3,3,1,1,2,2022
149454781_2022,,2,,,3,3,2,2,3,2022
150262898_2022,,2,,,2,2,2,1,3,2022
149004189_2022,,2,,,2,3,2,1,4,2022
149837025_2022,,1,,,2,3,2,1,4,2022
153641975_2022,,2,,,2,3,2,1,2,2022
150044506_2022,,1,,,2,3,2,1,4,2022
148838057_2022,,2,,,2,3,2,1,4,2022
148007991_2022,,2,,,2,3,2,2,4,2022
154007712_2022,,2,,,2,3,2,1,3,2022
150037470_2022,,1,,,2,1,2,1,4,2022
149177733_2022,,1,,,2,3,2,1,4,2022
149205461_2022,,1,,,2,3,2,1,4,2022
151221248_2022,,2,,,2,3,2,2,2,2022
150292425_2022,,2,,,2,3,2,1,3,2022
149018553_2022,,2,,,2,3,2,1,3,2022
153422461_2022,,2,,,2,2,2,1,4,2022
149751574_2022,,1,,,2,3,2,1,3,2022
150072583_2022,,1,,,2,3,2,1,4,2022
151810100_2022,,2,,,2,3,2,2,4,2022
149407890_2022,,2,,,2,3,2,1,4,2022
150002478_2022,,2,,,3,3,2,1,4,2022
153899718_2022,,2,,,2,3,2,1,3,2022
149642031_2022,,2,,,2,3,2,1,2,2022
149724780_2022,,2,,,3,1,2,1,3,2022
151425202_2022,,2,,,2,3,2,1,2,2022
153610655_2022,,2,,,2,3,2,1,4,2022
153647137_2022,,2,,,3,3,2,1,3,2022
153783858_2022,,2,,,2,3,1,1,3,2022
149395150_2022,,2,,,2,3,2,1,4,2022
154324281_2022,,2,,,2,3,2,1,2,2022
151097843_2022,,2,,,2,3,2,3,3,2022
153643748_2022,,1,,,2,3,2,1,2,2022
149328852_2022,,2,,,3,2,2,2,4,2022
152434808_2022,,2,,,2,3,2,2,2,2022
150219864_2022,,2,,,3,3,2,1,3,2022
148086762_2022,,2,,,2,3,2,1,3,2022
149063338_2022,,2,,,3,2,2,1,4,2022
148727830_2022,,2,,,3,3,2,1,2,2022
150107533_2022,,1,,,2,3,1,1,3,2022
149417516_2022,,2,,,3,2,2,1,4,2022
152052771_2022,,2,,,2,3,2,2,3,2022
152652140_2022,,2,,,1,3,2,3,4,2022
147748827_2022,,2,,,2,3,2,1,3,2022
147867834_2022,,2,,,3,1,2,2,4,2022
149685334_2022,,1,,,2,3,2,1,4,2022
151246185_2022,,1,,,2,3,2,1,2,2022
149459015_2022,,1,,,2,2,2,1,3,2022
153748001_2022,,1,,,2,3,2,1,2,2022
148367736_2022,,1,,,2,3,2,1,2,2022
154454113_2022,,1,,,2,3,2,1,2,2022
150076388_2022,,1,,,2,3,2,1,3,2022
154274532_2022,,2,,,1,3,2,2,2,2022
148401930_2022,,2,,,3,2,2,1,2,2022
151282207_2022,,2,,,2,3,2,1,2,2022
