id_base,tam_ing,genero,tam_labour,tiempo,percepcion,inseguridad,victima,tamano,sector_cod,Año
bog_1_2020,2,2,1,2,3,1,2,1,7,2020
bog_2_2020,2,2,1,2,3,3,2,1,7,2020
bog_3_2020,2,1,1,4,2,2,2,1,7,2020
bog_4_2020,2,2,1,2,2,2,2,1,7,2020
bog_5_2020,2,2,1,2,2,3,2,1,7,2020
bog_6_2020,2,2,2,7,2,2,2,1,7,2020
bog_7_2020,2,2,1,2,2,3,2,1,7,2020
bog_8_2020,2,2,1,1,1,2,1,1,7,2020
bog_9_2020,2,2,1,3,3,2,2,1,7,2020
bog_10_2020,2,2,1,2,3,2,1,1,7,2020
bog_11_2020,2,1,1,6,2,3,2,1,7,2020
bog_12_2020,2,2,1,2,3,,1,1,7,2020
bog_13_2020,2,2,1,1,3,2,2,1,7,2020
bog_14_2020,2,2,1,2,1,3,2,1,7,2020
bog_15_2020,2,2,2,5,2,3,2,1,7,2020
bog_16_2020,2,2,1,1,2,2,2,1,7,2020
bog_17_2020,2,2,1,3,2,3,2,1,7,2020
bog_18_2020,2,2,1,4,2,3,2,1,7,2020
bog_19_2020,2,2,1,3,3,2,2,1,7,2020
bog_20_2020,2,1,1,3,3,2,2,1,7,2020
bog_21_2020,4,1,2,4,2,2,2,3,2,2020
bog_22_2020,4,1,3,6,3,3,2,3,2,2020
bog_23_2020,4,1,2,6,3,2,2,3,2,2020
bog_24_2020,4,2,3,3,2,3,1,3,2,2020
bog_25_2020,4,2,2,3,3,2,2,3,2,2020
bog_26_2020,4,1,2,4,2,2,2,3,2,2020
bog_27_2020,4,1,3,6,3,3,1,3,2,2020
bog_28_2020,2,1,1,2,2,2,2,1,7,2020
bog_29_2020,4,2,3,3,2,1,2,3,2,2020
bog_30_2020,4,1,3,7,3,2,2,3,2,2020
bog_31_2020,4,2,2,7,2,3,2,3,2,2020
bog_32_2020,4,1,3,7,2,3,2,3,2,2020
bog_33_2020,4,2,2,7,2,3,2,3,2,2020
bog_34_2020,4,2,3,6,2,2,2,3,2,2020
bog_35_2020,4,1,3,7,3,2,1,3,2,2020
bog_36_2020,2,2,1,7,2,,1,1,7,2020
bog_37_2020,4,1,2,2,2,2,2,3,2,2020
bog_38_2020,4,1,2,7,2,3,2,3,2,2020
bog_39_2020,4,2,2,5,2,3,2,3,2,2020
bog_40_2020,4,1,1,2,2,2,2,3,2,2020
bog_41_2020,4,1,2,4,2,2,2,3,2,2020
bog_42_2020,4,1,2,6,2,2,2,3,2,2020
bog_43_2020,4,1,2,5,2,,1,3,2,2020
bog_44_2020,4,1,3,6,2,3,2,3,2,2020
bog_45_2020,4,1,3,5,1,2,1,3,2,2020
bog_46_2020,4,1,3,7,1,1,2,3,2,2020
bog_47_2020,4,2,2,7,2,3,2,3,2,2020
bog_48_2020,4,2,3,7,2,2,2,3,2,2020
bog_49_2020,4,1,2,4,2,3,2,3,2,2020
bog_50_2020,4,1,2,7,2,3,1,3,2,2020
bog_51_2020,2,1,1,5,2,2,2,1,7,2020
bog_52_2020,5,1,3,5,2,2,2,4,2,2020
bog_53_2020,5,1,3,7,3,2,2,4,2,2020
bog_54_2020,5,2,3,4,2,3,2,4,2,2020
bog_55_2020,5,1,2,6,2,3,2,4,2,2020
bog_56_2020,5,1,3,7,3,2,2,4,2,2020
bog_57_2020,2,1,1,2,2,,2,1,7,2020
bog_58_2020,5,1,3,7,2,3,1,4,2,2020
bog_59_2020,5,2,4,7,2,3,2,4,2,2020
bog_60_2020,5,2,2,7,3,1,2,4,2,2020
bog_61_2020,5,1,4,7,2,3,2,4,2,2020
bog_62_2020,5,1,3,6,2,2,2,4,2,2020
bog_63_2020,5,1,4,7,2,3,2,4,2,2020
bog_64_2020,2,2,1,3,3,3,2,1,7,2020
bog_65_2020,5,2,4,7,2,2,2,4,2,2020
bog_66_2020,5,2,3,7,2,3,1,4,2,2020
bog_67_2020,5,1,3,7,2,3,2,4,2,2020
bog_68_2020,5,1,3,7,2,,1,4,2,2020
bog_69_2020,5,1,3,7,2,2,2,4,2,2020
bog_70_2020,5,1,4,6,2,3,2,4,2,2020
bog_71_2020,5,1,3,7,2,3,1,4,2,2020
bog_72_2020,5,1,4,6,1,1,2,4,2,2020
bog_73_2020,5,1,4,7,2,2,2,4,2,2020
bog_74_2020,5,1,4,7,2,3,1,4,2,2020
bog_75_2020,5,1,2,2,2,1,2,4,2,2020
bog_76_2020,5,1,4,7,2,3,2,4,2,2020
bog_77_2020,2,2,1,2,1,2,2,1,7,2020
bog_78_2020,5,2,4,7,2,3,2,4,2,2020
bog_79_2020,5,2,3,7,2,1,2,4,2,2020
bog_80_2020,5,2,4,7,2,3,2,4,2,2020
bog_81_2020,5,1,3,7,2,3,1,4,2,2020
bog_82_2020,5,1,4,7,2,1,2,4,2,2020
bog_83_2020,5,1,3,7,3,2,2,4,2,2020
bog_84_2020,5,1,3,7,3,2,1,4,2,2020
bog_85_2020,5,1,3,7,2,3,2,4,2,2020
bog_86_2020,5,1,4,5,1,1,2,4,2,2020
bog_87_2020,5,1,4,7,2,2,2,4,2,2020
bog_88_2020,5,1,4,7,2,2,2,4,2,2020
bog_89_2020,5,2,4,6,2,3,2,4,2,2020
bog_90_2020,5,2,3,7,2,3,2,4,2,2020
bog_91_2020,5,1,4,7,2,3,2,4,2,2020
bog_92_2020,5,1,4,7,2,2,2,4,2,2020
bog_93_2020,5,2,4,7,2,3,2,4,2,2020
bog_94_2020,5,1,3,6,1,3,2,4,2,2020
bog_95_2020,5,1,4,7,2,1,2,4,2,2020
bog_96_2020,5,1,4,7,2,2,1,4,2,2020
bog_97_2020,5,1,4,7,2,3,2,4,2,2020
bog_98_2020,5,1,3,7,2,2,2,4,2,2020
bog_99_2020,5,1,4,7,2,3,2,4,2,2020
bog_100_2020,5,1,2,7,2,2,2,4,2,2020
bog_101_2020,5,1,3,7,2,3,2,4,2,2020
bog_102_2020,5,1,3,6,2,1,2,4,2,2020
bog_103_2020,5,1,3,7,2,2,2,4,2,2020
bog_104_2020,5,1,2,2,2,2,2,4,2,2020
bog_105_2020,5,1,2,6,2,2,2,4,2,2020
bog_106_2020,5,2,4,6,3,,1,4,2,2020
bog_107_2020,5,2,4,5,2,2,2,4,2,2020
bog_108_2020,5,1,4,7,2,3,2,4,2,2020
bog_109_2020,5,1,3,3,1,2,2,4,2,2020
bog_110_2020,5,1,3,7,2,1,2,4,2,2020
bog_111_2020,2,2,1,4,3,2,2,1,7,2020
bog_112_2020,5,2,4,4,3,2,2,4,2,2020
bog_113_2020,5,2,2,7,2,3,2,4,2,2020
bog_114_2020,5,1,3,7,2,2,2,4,2,2020
bog_115_2020,5,2,4,3,1,2,2,4,2,2020
bog_116_2020,5,1,3,7,2,1,2,4,2,2020
bog_117_2020,5,1,4,7,2,3,2,4,2,2020
bog_118_2020,5,1,4,7,2,3,2,4,2,2020
bog_119_2020,5,1,4,7,3,3,1,4,2,2020
bog_120_2020,5,1,4,7,2,3,2,4,2,2020
bog_121_2020,2,1,1,4,3,3,2,1,6,2020
bog_122_2020,2,1,1,4,2,2,2,1,6,2020
bog_123_2020,2,2,1,5,3,3,2,1,6,2020
bog_124_2020,2,2,1,4,2,3,2,1,6,2020
bog_125_2020,2,1,2,1,2,3,2,1,6,2020
bog_126_2020,2,2,1,4,2,3,2,1,6,2020
bog_127_2020,2,1,1,2,3,3,2,1,6,2020
bog_128_2020,2,1,1,2,2,3,2,1,6,2020
bog_129_2020,2,1,1,5,2,3,1,1,6,2020
bog_130_2020,2,2,2,7,3,1,1,1,6,2020
bog_131_2020,2,1,2,7,3,3,1,1,6,2020
bog_132_2020,2,2,1,2,3,3,1,1,6,2020
bog_133_2020,2,1,1,1,3,2,2,1,6,2020
bog_134_2020,2,2,1,4,2,3,2,1,6,2020
bog_135_2020,2,1,1,1,2,3,2,1,6,2020
bog_136_2020,2,2,1,4,3,2,2,1,6,2020
bog_137_2020,2,1,1,2,2,1,1,1,6,2020
bog_138_2020,2,2,1,7,1,2,2,1,6,2020
bog_139_2020,2,1,1,6,2,3,2,1,6,2020
bog_140_2020,2,2,1,5,2,3,2,1,6,2020
bog_141_2020,2,2,1,3,3,3,2,1,6,2020
bog_142_2020,2,2,1,4,2,3,2,1,6,2020
bog_143_2020,2,2,2,3,2,2,2,1,7,2020
bog_144_2020,2,1,2,4,2,1,2,1,6,2020
bog_145_2020,2,2,1,3,2,3,2,1,6,2020
bog_146_2020,2,2,1,3,2,2,2,1,6,2020
bog_147_2020,2,2,1,7,2,2,2,1,6,2020
bog_148_2020,2,2,1,3,2,,1,1,6,2020
bog_149_2020,2,1,2,3,2,3,1,1,6,2020
bog_150_2020,2,1,1,3,3,3,1,1,6,2020
bog_151_2020,2,2,2,6,3,3,1,1,6,2020
bog_152_2020,2,2,1,5,3,2,2,1,6,2020
bog_153_2020,2,2,1,2,3,1,2,1,6,2020
bog_154_2020,2,1,1,4,2,3,1,1,6,2020
bog_155_2020,2,2,1,5,3,3,2,1,6,2020
bog_156_2020,2,1,1,3,2,2,2,1,6,2020
bog_157_2020,2,2,1,4,2,3,2,1,6,2020
bog_158_2020,2,2,1,4,2,,1,1,6,2020
bog_159_2020,2,2,2,3,2,2,2,1,6,2020
bog_160_2020,2,2,1,4,2,2,2,1,6,2020
bog_161_2020,2,1,2,3,2,3,2,1,6,2020
bog_162_2020,2,2,1,3,2,2,2,1,6,2020
bog_163_2020,2,1,1,5,3,2,1,1,6,2020
bog_164_2020,2,1,1,4,2,3,2,1,6,2020
bog_165_2020,2,2,1,3,2,3,1,1,6,2020
bog_166_2020,2,2,2,1,2,1,2,1,6,2020
bog_167_2020,2,1,1,4,2,3,2,1,6,2020
bog_168_2020,2,2,1,4,2,2,2,1,6,2020
bog_169_2020,2,2,1,5,2,,2,1,6,2020
bog_170_2020,2,2,1,2,2,3,2,1,6,2020
bog_171_2020,2,1,1,3,3,2,2,1,6,2020
bog_172_2020,2,2,1,4,2,2,2,1,7,2020
bog_173_2020,2,2,1,1,3,3,1,1,6,2020
bog_174_2020,2,1,1,4,2,3,2,1,6,2020
bog_175_2020,2,1,1,2,2,3,1,1,6,2020
bog_176_2020,2,1,1,3,2,3,2,1,6,2020
bog_177_2020,2,1,2,4,2,3,2,1,6,2020
bog_178_2020,2,2,1,3,2,3,2,1,6,2020
bog_179_2020,2,1,1,5,2,1,2,1,6,2020
bog_180_2020,3,1,1,4,2,3,1,2,6,2020
bog_181_2020,3,1,2,7,2,,2,2,6,2020
bog_182_2020,3,2,2,4,2,,1,2,6,2020
bog_183_2020,3,2,1,2,3,3,2,2,6,2020
bog_184_2020,3,2,1,4,3,2,2,2,6,2020
bog_185_2020,3,2,2,7,2,3,2,2,6,2020
bog_186_2020,3,2,1,3,3,2,2,2,6,2020
bog_187_2020,3,2,1,7,2,3,2,2,6,2020
bog_188_2020,2,1,1,6,3,3,2,1,7,2020
bog_189_2020,3,1,1,4,3,3,2,2,6,2020
bog_190_2020,3,1,1,5,2,3,2,2,6,2020
bog_191_2020,3,1,3,7,2,,1,2,6,2020
bog_192_2020,3,1,3,7,2,2,2,2,6,2020
bog_193_2020,3,1,1,3,3,2,2,2,6,2020
bog_194_2020,3,1,1,3,2,,1,2,6,2020
bog_195_2020,3,2,2,5,2,3,2,2,6,2020
bog_196_2020,3,1,1,7,3,2,2,2,6,2020
bog_197_2020,3,1,1,1,2,3,1,2,6,2020
bog_198_2020,3,1,1,5,2,3,2,2,6,2020
bog_199_2020,3,2,1,5,2,2,2,2,6,2020
bog_200_2020,3,1,2,7,3,,2,2,6,2020
bog_201_2020,3,2,1,3,2,,2,2,6,2020
bog_202_2020,3,1,2,6,2,3,2,2,6,2020
bog_203_2020,2,2,1,2,2,2,2,1,7,2020
bog_204_2020,3,2,2,4,2,3,1,2,6,2020
bog_205_2020,3,1,2,5,3,1,2,2,6,2020
bog_206_2020,3,1,1,5,3,2,2,2,6,2020
bog_207_2020,3,2,1,4,2,2,2,2,6,2020
bog_208_2020,3,2,1,6,3,3,2,2,6,2020
bog_209_2020,2,2,1,3,3,2,2,1,7,2020
bog_210_2020,3,2,1,7,3,2,2,2,6,2020
bog_211_2020,3,1,1,6,2,3,2,2,6,2020
bog_212_2020,3,1,1,5,2,3,2,2,6,2020
bog_213_2020,3,1,1,4,2,2,2,2,6,2020
bog_214_2020,3,2,1,3,3,,2,2,6,2020
bog_215_2020,3,1,2,7,2,2,2,2,6,2020
bog_216_2020,3,1,1,4,2,3,2,2,6,2020
bog_217_2020,3,1,2,5,2,3,1,2,6,2020
bog_218_2020,3,2,1,3,3,2,2,2,6,2020
bog_219_2020,3,2,2,3,2,2,2,2,6,2020
bog_220_2020,3,1,2,3,2,3,2,2,6,2020
bog_221_2020,3,1,1,3,2,3,2,2,6,2020
bog_222_2020,3,1,2,5,2,2,2,2,6,2020
bog_223_2020,2,2,1,2,2,3,2,1,7,2020
bog_224_2020,3,1,2,2,2,3,2,2,6,2020
bog_225_2020,3,1,1,4,2,3,2,2,6,2020
bog_226_2020,3,2,2,6,3,3,2,2,6,2020
bog_227_2020,3,2,2,7,2,3,2,2,6,2020
bog_228_2020,3,2,2,2,2,3,2,2,6,2020
bog_229_2020,3,2,3,3,3,3,1,2,6,2020
bog_230_2020,3,1,2,4,2,3,1,2,6,2020
bog_231_2020,3,2,1,2,3,,2,2,6,2020
bog_232_2020,3,2,2,2,2,3,2,2,6,2020
bog_233_2020,4,1,2,7,1,3,2,3,6,2020
bog_234_2020,4,1,2,7,2,3,2,3,6,2020
bog_235_2020,4,1,2,7,2,3,2,3,6,2020
bog_236_2020,4,2,2,4,2,3,2,3,6,2020
bog_237_2020,4,1,2,6,2,2,2,3,6,2020
bog_238_2020,4,1,2,7,2,2,2,3,6,2020
bog_239_2020,4,2,3,5,3,2,2,3,6,2020
bog_240_2020,4,1,2,7,2,3,2,3,6,2020
bog_241_2020,4,2,2,4,3,2,2,3,6,2020
bog_242_2020,4,2,2,6,3,3,2,3,6,2020
bog_243_2020,4,1,2,7,2,3,1,3,6,2020
bog_244_2020,4,1,2,3,3,3,1,3,6,2020
bog_245_2020,4,1,2,6,3,2,1,3,6,2020
bog_246_2020,4,1,1,5,2,3,2,3,6,2020
bog_247_2020,4,2,2,4,2,3,2,3,6,2020
bog_248_2020,4,1,2,4,2,3,2,3,6,2020
bog_249_2020,4,1,2,7,3,3,2,3,6,2020
bog_250_2020,4,1,2,4,1,3,2,3,6,2020
bog_251_2020,4,2,3,5,2,2,2,3,6,2020
bog_252_2020,4,1,2,5,2,3,2,3,6,2020
bog_253_2020,4,1,2,7,2,2,2,3,6,2020
bog_254_2020,4,2,2,6,2,3,2,3,6,2020
bog_255_2020,4,1,2,4,2,3,2,3,6,2020
bog_256_2020,4,1,2,5,2,3,2,3,6,2020
bog_257_2020,4,2,3,6,2,3,1,3,6,2020
bog_258_2020,3,2,1,7,2,2,2,2,7,2020
bog_259_2020,4,2,3,7,2,3,2,3,6,2020
bog_260_2020,4,2,3,6,2,2,2,3,6,2020
bog_261_2020,4,1,2,4,3,2,2,3,6,2020
bog_262_2020,3,2,1,5,3,,2,2,7,2020
bog_263_2020,4,2,2,5,2,3,2,3,6,2020
bog_264_2020,4,2,2,4,2,2,2,3,6,2020
bog_265_2020,4,2,3,6,3,3,2,3,6,2020
bog_266_2020,4,1,3,7,2,,1,3,6,2020
bog_267_2020,4,1,2,7,2,3,2,3,6,2020
bog_268_2020,4,2,1,5,3,2,2,3,6,2020
bog_269_2020,4,1,3,6,2,3,2,3,6,2020
bog_270_2020,3,1,1,7,1,3,2,2,7,2020
bog_271_2020,4,1,1,4,2,3,2,3,6,2020
bog_272_2020,4,2,2,7,2,3,1,3,6,2020
bog_273_2020,4,1,2,5,2,2,2,3,6,2020
bog_274_2020,4,1,3,6,2,3,2,3,6,2020
bog_275_2020,3,2,1,7,2,3,2,2,7,2020
bog_276_2020,4,2,3,2,2,3,2,3,6,2020
bog_277_2020,4,2,3,7,1,2,1,3,6,2020
bog_278_2020,4,2,2,4,3,3,2,3,6,2020
bog_279_2020,4,1,3,5,2,3,2,3,6,2020
bog_280_2020,4,2,3,5,3,,2,3,6,2020
bog_281_2020,4,1,2,3,2,2,1,3,6,2020
bog_282_2020,4,1,3,5,2,3,1,3,6,2020
bog_283_2020,3,1,1,7,2,3,2,2,7,2020
bog_284_2020,4,1,3,6,3,2,2,3,6,2020
bog_285_2020,5,1,2,5,2,2,2,4,6,2020
bog_286_2020,5,1,4,7,1,2,2,4,6,2020
bog_287_2020,5,2,2,7,2,3,2,4,6,2020
bog_288_2020,5,1,2,5,2,2,2,4,6,2020
bog_289_2020,5,1,1,2,3,3,2,4,6,2020
bog_290_2020,5,1,2,6,2,3,2,4,6,2020
bog_291_2020,5,1,1,3,2,3,2,4,6,2020
bog_292_2020,3,1,1,7,3,1,2,2,7,2020
bog_293_2020,5,2,2,5,1,2,1,4,6,2020
bog_294_2020,5,1,3,7,3,2,2,4,6,2020
bog_295_2020,5,2,4,7,3,,2,4,6,2020
bog_296_2020,5,2,3,3,2,3,2,4,6,2020
bog_297_2020,5,1,4,7,1,2,2,4,6,2020
bog_298_2020,5,1,2,4,2,3,2,4,6,2020
bog_299_2020,3,1,1,3,2,3,2,2,7,2020
bog_300_2020,5,1,4,7,3,3,2,4,6,2020
bog_301_2020,5,2,4,4,2,3,1,4,6,2020
bog_302_2020,5,1,4,7,2,3,1,4,6,2020
bog_303_2020,3,2,1,3,2,3,2,2,7,2020
bog_304_2020,5,2,2,4,1,2,2,4,6,2020
bog_305_2020,3,1,2,5,3,2,2,2,7,2020
bog_306_2020,5,2,1,7,3,2,2,4,6,2020
bog_307_2020,5,2,3,6,2,2,2,4,6,2020
bog_308_2020,5,1,3,6,1,2,2,4,6,2020
bog_309_2020,5,1,2,6,2,3,2,4,6,2020
bog_310_2020,5,1,4,7,2,2,1,4,6,2020
bog_311_2020,3,1,3,7,2,3,2,2,7,2020
bog_312_2020,5,1,3,7,3,2,2,4,6,2020
bog_313_2020,5,2,4,7,2,3,2,4,6,2020
bog_314_2020,5,2,4,7,2,2,1,4,6,2020
bog_315_2020,5,1,3,7,3,2,2,4,6,2020
bog_316_2020,5,2,3,5,3,3,1,4,6,2020
bog_317_2020,5,2,3,4,3,2,2,4,6,2020
bog_318_2020,5,2,2,4,2,2,2,4,6,2020
bog_319_2020,5,2,4,5,3,2,2,4,6,2020
bog_320_2020,5,2,3,4,2,2,2,4,6,2020
bog_321_2020,5,2,4,7,3,2,2,4,6,2020
bog_322_2020,2,2,1,4,2,3,1,1,1,2020
bog_323_2020,2,2,1,6,3,3,2,1,1,2020
bog_324_2020,2,2,2,2,1,1,2,1,1,2020
bog_325_2020,2,2,1,4,2,3,2,1,1,2020
bog_326_2020,3,2,1,2,2,2,2,2,7,2020
bog_327_2020,2,2,1,7,2,2,2,1,1,2020
bog_328_2020,2,2,1,2,2,3,1,1,1,2020
bog_329_2020,2,2,1,2,2,,2,1,1,2020
bog_330_2020,2,1,1,2,2,1,2,1,1,2020
bog_331_2020,2,1,1,5,2,3,2,1,1,2020
bog_332_2020,2,1,1,3,3,3,2,1,1,2020
bog_333_2020,2,1,2,6,2,,1,1,1,2020
bog_334_2020,2,2,1,4,2,3,2,1,1,2020
bog_335_2020,2,2,2,4,2,2,2,1,1,2020
bog_336_2020,2,1,2,2,2,3,1,1,1,2020
bog_337_2020,2,2,2,4,2,2,2,1,1,2020
bog_338_2020,2,1,2,2,2,3,2,1,1,2020
bog_339_2020,2,2,1,4,3,,2,1,1,2020
bog_340_2020,2,1,1,2,3,2,2,1,1,2020
bog_341_2020,2,1,2,3,2,3,1,1,1,2020
bog_342_2020,2,1,1,5,3,3,2,1,1,2020
bog_343_2020,2,2,1,5,2,3,2,1,1,2020
bog_344_2020,2,1,1,2,3,,2,1,1,2020
bog_345_2020,2,1,1,4,3,2,2,1,1,2020
bog_346_2020,2,2,1,2,2,,1,1,1,2020
bog_347_2020,2,2,2,5,3,,2,1,1,2020
bog_348_2020,2,1,1,6,2,2,2,1,1,2020
bog_349_2020,2,2,1,3,2,3,2,1,1,2020
bog_350_2020,3,1,1,5,2,2,2,2,7,2020
bog_351_2020,2,1,1,4,2,2,1,1,1,2020
bog_352_2020,2,2,2,5,1,1,2,1,1,2020
bog_353_2020,2,2,1,1,3,,2,1,1,2020
bog_354_2020,2,2,1,4,2,2,2,1,1,2020
bog_355_2020,2,1,1,2,3,,2,1,1,2020
bog_356_2020,2,1,1,4,2,3,2,1,1,2020
bog_357_2020,2,1,2,1,3,3,2,1,1,2020
bog_358_2020,2,2,1,4,2,3,2,1,1,2020
bog_359_2020,2,1,1,3,2,2,2,1,1,2020
bog_360_2020,3,2,1,2,3,,1,2,7,2020
bog_361_2020,2,1,1,3,3,2,2,1,1,2020
bog_362_2020,2,2,1,2,2,,2,1,1,2020
bog_363_2020,2,2,2,2,2,2,2,1,1,2020
bog_364_2020,3,1,2,4,2,2,2,2,7,2020
bog_365_2020,2,2,1,3,3,2,2,1,1,2020
bog_366_2020,2,1,1,2,2,3,1,1,1,2020
bog_367_2020,2,2,1,2,3,,2,1,1,2020
bog_368_2020,3,1,1,4,2,3,2,2,7,2020
bog_369_2020,2,2,2,2,2,2,2,1,1,2020
bog_370_2020,2,2,1,5,2,2,2,1,1,2020
bog_371_2020,2,2,1,3,2,2,2,1,1,2020
bog_372_2020,2,1,1,4,1,2,1,1,1,2020
bog_373_2020,2,2,1,4,2,2,2,1,1,2020
bog_374_2020,2,1,1,2,2,3,2,1,1,2020
bog_375_2020,2,2,1,2,2,2,2,1,1,2020
bog_376_2020,2,2,1,4,2,3,2,1,1,2020
bog_377_2020,2,1,1,5,3,2,2,1,1,2020
bog_378_2020,2,2,1,3,2,3,2,1,1,2020
bog_379_2020,3,2,1,5,2,2,2,2,7,2020
bog_380_2020,2,2,1,4,2,3,2,1,1,2020
bog_381_2020,2,2,2,3,2,1,2,1,1,2020
bog_382_2020,3,1,1,4,1,2,2,2,7,2020
bog_383_2020,2,2,1,4,3,,1,1,1,2020
bog_384_2020,3,2,1,4,2,3,1,2,1,2020
bog_385_2020,3,1,1,4,2,3,2,2,1,2020
bog_386_2020,3,2,2,2,2,3,2,2,1,2020
bog_387_2020,3,2,1,2,3,,1,2,1,2020
bog_388_2020,3,2,1,5,2,,2,2,1,2020
bog_389_2020,3,1,1,6,1,1,1,2,1,2020
bog_390_2020,3,1,2,5,1,2,2,2,1,2020
bog_391_2020,3,1,1,2,2,3,2,2,1,2020
bog_392_2020,3,2,1,3,3,,2,2,1,2020
bog_393_2020,3,2,2,5,2,2,2,2,1,2020
bog_394_2020,3,2,2,6,2,2,2,2,7,2020
bog_395_2020,3,1,1,7,2,3,2,2,1,2020
bog_396_2020,3,1,1,4,1,2,2,2,1,2020
bog_397_2020,3,2,2,5,2,2,2,2,1,2020
bog_398_2020,3,2,1,4,2,2,2,2,1,2020
bog_399_2020,3,1,1,4,2,2,2,2,1,2020
bog_400_2020,3,1,2,6,3,2,2,2,7,2020
bog_401_2020,3,1,1,4,3,3,2,2,1,2020
bog_402_2020,3,2,1,3,2,3,2,2,1,2020
bog_403_2020,3,2,1,7,2,3,2,2,1,2020
bog_404_2020,3,1,1,3,2,3,2,2,1,2020
bog_405_2020,3,1,1,5,3,2,2,2,1,2020
bog_406_2020,3,2,1,4,3,3,2,2,1,2020
bog_407_2020,3,2,1,2,2,3,2,2,1,2020
bog_408_2020,3,1,1,2,3,1,1,2,1,2020
bog_409_2020,3,1,2,4,3,2,2,2,1,2020
bog_410_2020,3,1,1,4,2,3,1,2,1,2020
bog_411_2020,3,2,2,3,3,2,2,2,1,2020
bog_412_2020,3,1,1,4,2,3,2,2,1,2020
bog_413_2020,3,1,1,4,2,2,2,2,1,2020
bog_414_2020,3,1,1,4,2,3,2,2,1,2020
bog_415_2020,3,1,2,7,2,3,1,2,1,2020
bog_416_2020,3,1,1,7,3,3,2,2,1,2020
bog_417_2020,3,1,1,7,3,3,1,2,1,2020
bog_418_2020,3,1,2,7,3,3,1,2,1,2020
bog_419_2020,3,2,2,4,2,2,2,2,1,2020
bog_420_2020,3,2,1,4,3,3,1,2,1,2020
bog_421_2020,3,2,2,6,2,3,2,2,1,2020
bog_422_2020,3,2,1,2,2,3,2,2,1,2020
bog_423_2020,3,2,2,6,2,3,2,2,1,2020
bog_424_2020,3,1,2,7,3,3,2,2,1,2020
bog_425_2020,3,2,2,5,2,3,1,2,1,2020
bog_426_2020,3,2,1,2,2,1,2,2,1,2020
bog_427_2020,3,2,1,6,2,3,2,2,7,2020
bog_428_2020,3,2,2,4,2,3,2,2,1,2020
bog_429_2020,3,1,2,7,2,2,2,2,1,2020
bog_430_2020,3,1,2,7,2,2,2,2,1,2020
bog_431_2020,3,1,2,4,2,1,2,2,1,2020
bog_432_2020,3,2,2,3,3,2,1,2,1,2020
bog_433_2020,3,1,1,2,1,1,2,2,1,2020
bog_434_2020,3,1,2,7,2,1,2,2,1,2020
bog_435_2020,3,2,2,5,3,3,2,2,1,2020
bog_436_2020,3,2,1,5,2,3,2,2,1,2020
bog_437_2020,3,2,2,4,2,,2,2,1,2020
bog_438_2020,3,2,1,4,3,3,2,2,1,2020
bog_439_2020,3,1,1,7,2,3,2,2,1,2020
bog_440_2020,3,1,2,4,2,3,1,2,1,2020
bog_441_2020,4,1,2,2,2,3,2,3,1,2020
bog_442_2020,4,1,3,4,2,2,2,3,1,2020
bog_443_2020,3,1,2,5,2,2,2,2,7,2020
bog_444_2020,4,2,2,7,3,3,2,3,1,2020
bog_445_2020,4,1,2,5,2,3,2,3,1,2020
bog_446_2020,4,2,3,4,2,2,2,3,1,2020
bog_447_2020,4,1,2,2,2,3,2,3,1,2020
bog_448_2020,4,1,1,2,3,3,2,3,1,2020
bog_449_2020,4,1,1,7,2,3,2,3,1,2020
bog_450_2020,4,1,2,6,3,3,2,3,1,2020
bog_451_2020,4,1,1,4,2,3,2,3,1,2020
bog_452_2020,3,2,2,7,2,2,2,2,7,2020
bog_453_2020,4,1,1,3,3,2,2,3,1,2020
bog_454_2020,4,2,1,3,2,3,2,3,1,2020
bog_455_2020,4,1,2,6,2,1,2,3,1,2020
bog_456_2020,4,1,2,4,2,3,2,3,1,2020
bog_457_2020,4,1,2,6,2,3,2,3,1,2020
bog_458_2020,4,1,2,5,2,2,2,3,1,2020
bog_459_2020,4,1,2,3,2,2,2,3,1,2020
bog_460_2020,4,1,2,6,3,2,2,3,1,2020
bog_461_2020,4,2,2,7,2,3,2,3,1,2020
bog_462_2020,4,1,2,4,1,2,2,3,1,2020
bog_463_2020,4,1,2,5,2,3,2,3,1,2020
bog_464_2020,4,1,2,4,3,3,2,3,1,2020
bog_465_2020,4,2,2,7,3,3,2,3,1,2020
bog_466_2020,3,2,2,6,3,2,2,2,7,2020
bog_467_2020,4,2,2,4,3,3,2,3,1,2020
bog_468_2020,4,1,3,6,2,3,1,3,1,2020
bog_469_2020,4,2,2,7,2,2,1,3,1,2020
bog_470_2020,4,2,2,4,1,1,1,3,1,2020
bog_471_2020,4,2,3,4,3,2,2,3,1,2020
bog_472_2020,4,2,2,7,2,3,2,3,1,2020
bog_473_2020,4,1,2,4,2,2,2,3,1,2020
bog_474_2020,4,1,3,6,2,2,2,3,1,2020
bog_475_2020,4,2,2,7,3,3,1,3,1,2020
bog_476_2020,4,1,2,4,2,3,2,3,1,2020
bog_477_2020,4,1,2,6,1,2,2,3,1,2020
bog_478_2020,4,2,3,4,2,3,1,3,1,2020
bog_479_2020,4,2,1,5,2,3,1,3,1,2020
bog_480_2020,4,2,2,7,3,3,2,3,1,2020
bog_481_2020,5,2,4,6,2,2,2,4,1,2020
bog_482_2020,5,2,3,5,3,3,2,4,1,2020
