NUMERO,REGION,F4,F5,P32,P33_C,P33_H,P33_S,P33_W,P56,P56_1,P57,P58,P60,FACTOR_TOTAL,P59_A,P59_B,P59_C,P59_D,P59_E,P59_F,P59_G,P59_H,P59_I,P61B_1,P61B_2,P61B_3,P61B_4,P61B_5,P61B_6,P61B_7,P61B_8,P61B_9,P61B_OTRO,P61B_OTRO_COD,P61A_1,P61A_2,P61A_3,P61A_4,P61A_5,P61A_6,P61A_7,P61A_8,P61A_9,P61A_OTRO,P61A_OTRO_COD,anio,tamano_empresa,es_mipyme,sector
156,1,3,1,2,3,2,1,1,1,5,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Servicios
158,1,3,1,1,3,4,3,3,1,5,3,2,,272.0928725701944,,,,,,,,,,1.0,,3.0,,5.0,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Servicios
159,1,3,1,3,4,3,2,2,2,2,1,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,,,,,6.0,,,,,,2024,Micro,1,Servicios
160,1,2,3,4,4,3,3,3,3,4,3,2,,63.583333333333336,,,,,,,,,,,,3.0,,,6.0,,,,,,,2.0,,,5.0,,,,,,,2024,Mediana,1,Comercio
161,1,2,1,3,2,2,3,3,1,2,3,1,1.0,209.6189111747851,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,4.0,,,,,,,,1.0,2.0,,4.0,,6.0,,,,,,2024,Micro,1,Comercio
162,1,3,3,4,4,3,4,4,2,1,3,2,,77.29824561403508,,,,,,,,,,,,3.0,,,,,8.0,,,,1.0,,,,5.0,,,,,,,2024,Mediana,1,Servicios
163,1,3,1,3,5,3,3,2,2,5,2,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
165,1,1,1,2,4,2,1,1,2,3,2,2,,103.51764705882353,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Industria
166,1,3,1,3,3,3,3,3,2,2,3,1,2.0,272.0928725701944,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,,,6.0,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
167,1,3,1,2,3,2,4,2,3,3,2,2,,272.0928725701944,,,,,,,,,,1.0,,3.0,4.0,5.0,6.0,,8.0,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
168,1,3,1,4,3,4,3,1,3,4,2,2,,272.0928725701944,,,,,,,,,,,2.0,,,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Servicios
170,1,3,1,1,2,2,2,1,2,3,3,1,1.0,272.0928725701944,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Servicios
171,1,3,3,1,1,1,1,1,2,1,2,1,1.0,77.29824561403508,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,,,,1.0,2.0,,,,,,,,,,2024,Mediana,1,Servicios
172,1,1,3,2,1,2,3,3,3,4,3,2,,80.52941176470588,,,,,,,,,,1.0,,,,5.0,,,,,,,,,,4.0,,,7.0,,,,,2024,Mediana,1,Industria
173,1,3,3,4,4,4,4,4,2,4,2,2,,77.29824561403508,,,,,,,,,,,2.0,,,,6.0,,,,,,,2.0,,,,,,,,,,2024,Mediana,1,Servicios
174,1,3,3,2,3,2,1,3,2,1,3,1,1.0,77.29824561403508,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,,2.0,,,,,,,,,,2024,Mediana,1,Servicios
175,1,3,3,3,5,2,5,4,1,5,3,2,,77.29824561403508,,,,,,,,,,,2.0,3.0,,,,,,,,,1.0,2.0,,4.0,,,,,,,,2024,Mediana,1,Servicios
176,1,3,1,3,4,3,1,3,3,3,3,2,,272.0928725701944,,,,,,,,,,1.0,,3.0,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
177,1,3,1,3,3,2,3,1,3,3,1,2,,272.0928725701944,,,,,,,,,,1.0,,,4.0,,,,,,,,,2.0,,,5.0,,,,,,,2024,Micro,1,Servicios
179,1,2,1,4,4,3,5,2,1,3,3,2,,209.6189111747851,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
180,1,2,1,3,2,3,3,2,1,4,2,1,2.0,209.6189111747851,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,8.0,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
181,1,2,2,3,3,1,1,2,1,4,3,2,,90.64285714285714,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,5.0,,7.0,,,,,2024,Pequeña,1,Comercio
183,1,3,1,3,1,2,4,2,1,3,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,6.0,7.0,,,,,,2.0,,,,,7.0,,,,,2024,Micro,1,Servicios
184,1,2,1,4,4,3,4,3,1,5,3,2,,209.6189111747851,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,,,,,,6.0,7.0,,,,,2024,Micro,1,Comercio
185,1,2,1,3,2,5,3,3,3,4,2,2,,209.6189111747851,,,,,,,,,,,,,,5.0,,,,,,,,2.0,,,5.0,,,,,,,2024,Micro,1,Comercio
188,1,2,1,4,4,3,4,3,1,3,3,2,,209.6189111747851,,,,,,,,,,1.0,2.0,,,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Comercio
189,1,1,1,5,1,3,5,5,1,3,2,2,,103.51764705882353,,,,,,,,,,1.0,,3.0,,,,7.0,,,,,1.0,2.0,,,5.0,,,,,,,2024,Micro,1,Industria
191,1,2,1,4,4,3,1,3,1,4,2,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
194,1,3,1,4,4,4,4,4,1,4,3,2,,272.0928725701944,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,,,,,,,2024,Micro,1,Servicios
195,1,3,3,3,3,3,2,2,2,3,3,2,,77.29824561403508,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,7.0,,,,,2024,Mediana,1,Servicios
196,1,3,3,3,4,2,2,1,2,4,3,2,,77.29824561403508,,,,,,,,,,1.0,,,,5.0,,,,,,,1.0,,,,,6.0,,,,,,2024,Mediana,1,Servicios
197,1,3,3,4,3,4,3,2,2,3,3,2,,77.29824561403508,,,,,,,,,,1.0,,3.0,4.0,,,,,,,,,,,4.0,5.0,,7.0,,,,,2024,Mediana,1,Servicios
198,1,2,1,4,3,4,5,1,2,1,3,2,,209.6189111747851,,,,,,,,,,,2.0,,,,6.0,7.0,,,,,,,,,5.0,,,,,,,2024,Micro,1,Comercio
202,1,1,1,3,2,2,2,2,2,1,3,1,1.0,103.51764705882353,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,8.0,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Industria
203,1,3,1,4,2,2,3,2,2,3,2,2,,272.0928725701944,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
204,1,1,1,4,3,3,3,2,3,2,3,1,2.0,103.51764705882353,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Industria
205,1,3,2,3,3,5,5,4,3,3,2,2,,170.04225352112675,,,,,,,,,,,,,,,6.0,,,,,,1.0,2.0,,,,,7.0,,,,,2024,Pequeña,1,Servicios
207,1,3,3,3,3,5,3,2,3,4,2,1,1.0,77.29824561403508,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,,1.0,2.0,,4.0,,,,,,,,2024,Mediana,1,Servicios
209,1,2,3,4,3,3,2,3,3,3,2,2,,63.583333333333336,,,,,,,,,,,,,,,,7.0,,,,,,2.0,,4.0,,6.0,,,,,,2024,Mediana,1,Comercio
210,1,3,1,4,4,3,3,3,3,4,3,2,,272.0928725701944,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,7.0,,,,,2024,Micro,1,Servicios
212,1,2,1,4,5,3,5,5,2,3,2,2,,209.6189111747851,,,,,,,,,,,,,,,,,,,NO SABE,92.0,,2.0,3.0,,,,,,,,,2024,Micro,1,Comercio
213,1,3,1,4,5,4,5,4,2,3,1,2,,272.0928725701944,,,,,,,,,,,,,,,,7.0,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
214,1,3,1,3,3,2,2,3,2,3,3,2,,272.0928725701944,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,7.0,,,,,2024,Micro,1,Servicios
215,1,1,1,4,4,4,4,3,2,3,3,2,,103.51764705882353,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Industria
217,1,3,1,3,4,3,2,3,2,4,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,4.0,,,,,,,,2024,Micro,1,Servicios
218,1,3,1,4,3,3,3,3,2,1,3,2,,272.0928725701944,,,,,,,,,,1.0,,3.0,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
219,1,1,1,3,3,3,3,3,2,3,3,2,,103.51764705882353,,,,,,,,,,,,,,5.0,,7.0,,,,,,,,,,,,,90.0,,,2024,Micro,1,Industria
220,1,3,1,2,2,2,3,1,3,4,3,2,,272.0928725701944,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,7.0,,,,,2024,Micro,1,Servicios
221,1,2,1,3,2,3,3,2,3,5,2,2,,209.6189111747851,,,,,,,,,,,2.0,3.0,4.0,,,7.0,,,,,1.0,2.0,,,,6.0,,,,,,2024,Micro,1,Comercio
222,1,3,1,1,1,1,1,1,2,1,3,2,,272.0928725701944,,,,,,,,,,,2.0,,4.0,5.0,6.0,,8.0,,,,1.0,2.0,3.0,,5.0,,7.0,,,,,2024,Micro,1,Servicios
223,1,3,1,3,5,3,3,2,3,2,1,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,7.0,,,,,2024,Micro,1,Servicios
227,1,3,2,3,2,1,4,2,3,4,2,1,1.0,170.04225352112675,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Pequeña,1,Servicios
228,1,1,1,4,5,4,4,3,2,4,3,2,,103.51764705882353,,,,,,,,,,,,,,,,,,,NINGUNA,8.0,,,,,,,,,90.0,,,2024,Micro,1,Industria
230,1,3,1,3,3,2,3,4,3,4,2,2,,272.0928725701944,,,,,,,,,,,,,4.0,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
231,1,2,1,3,2,2,1,1,2,2,3,2,,209.6189111747851,,,,,,,,,,,,,,,,,8.0,,,,,,,,5.0,,,,,,,2024,Micro,1,Comercio
232,1,3,1,5,5,3,4,3,1,5,1,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,2.0,3.0,,,,,,,,,2024,Micro,1,Servicios
233,1,2,1,4,3,3,2,3,2,2,2,2,,209.6189111747851,,,,,,,,,,,,3.0,,,6.0,,8.0,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
235,1,3,1,3,4,2,1,1,2,1,3,1,1.0,272.0928725701944,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
236,1,3,1,1,4,3,4,2,2,3,3,1,2.0,272.0928725701944,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,4.0,,,,,,,,,,,,,,,,,LA BENDICION,90.0,2024,Micro,1,Servicios
237,1,3,1,3,2,2,3,3,1,3,2,2,,272.0928725701944,,,,,,,,,,1.0,,,4.0,5.0,6.0,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
238,1,3,1,1,4,3,2,1,3,4,2,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,5.0,,7.0,,,,,2024,Micro,1,Servicios
239,1,3,1,3,4,4,5,3,3,4,2,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
240,1,2,1,4,3,3,4,1,1,5,2,2,,209.6189111747851,,,,,,,,,,,,,,,,7.0,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
241,1,1,1,3,5,2,4,3,2,3,3,2,,103.51764705882353,,,,,,,,,,,,,,,,,8.0,,,,,2.0,,,,,,,,,,2024,Micro,1,Industria
243,1,1,1,4,3,4,4,1,2,3,3,2,,103.51764705882353,,,,,,,,,,,,,,,,,8.0,,,,,,,,5.0,,,,,,,2024,Micro,1,Industria
244,1,3,1,4,4,3,4,3,2,2,2,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,,,2024,Micro,1,Servicios
246,1,3,1,3,2,3,4,3,2,1,2,2,,272.0928725701944,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
247,1,2,1,3,3,3,3,2,1,4,2,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Comercio
248,1,3,3,3,5,4,5,3,3,4,1,2,,77.29824561403508,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,4.0,,6.0,,,,,,2024,Mediana,1,Servicios
249,1,3,1,3,3,3,3,1,3,3,3,1,1.0,272.0928725701944,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,4.0,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,,,,,,2024,Micro,1,Servicios
250,1,3,1,1,3,3,3,3,3,2,3,2,,272.0928725701944,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,7.0,,,,,2024,Micro,1,Servicios
251,1,2,1,3,4,3,4,4,3,3,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,6.0,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
252,1,3,1,5,3,5,3,3,1,5,1,2,,272.0928725701944,,,,,,,,,,1.0,2.0,3.0,,,,,8.0,,,,,2.0,3.0,4.0,5.0,,,,,,,2024,Micro,1,Servicios
254,1,1,1,3,3,3,2,2,2,3,2,2,,103.51764705882353,,,,,,,,,,,,,,,,,8.0,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Industria
255,1,1,3,3,4,3,3,2,2,2,3,2,,80.52941176470588,,,,,,,,,,1.0,2.0,3.0,4.0,,,7.0,,,,,1.0,2.0,3.0,4.0,5.0,,7.0,,,,,2024,Mediana,1,Industria
256,1,3,1,4,4,3,4,1,3,3,2,2,,272.0928725701944,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
257,1,3,1,2,3,2,3,2,3,3,2,2,,272.0928725701944,,,,,,,,,,,,,,,,7.0,,,,,1.0,2.0,,4.0,,,,,,,,2024,Micro,1,Servicios
258,1,1,1,3,4,3,2,2,3,5,1,1,2.0,103.51764705882353,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Industria
259,1,2,3,3,3,3,3,3,3,4,3,1,2.0,63.583333333333336,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,7.0,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,,,,2024,Mediana,1,Comercio
260,1,2,3,4,3,4,3,4,1,4,2,2,,63.583333333333336,,,,,,,,,,1.0,2.0,3.0,4.0,,6.0,7.0,8.0,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,,,,2024,Mediana,1,Comercio
261,1,2,4,2,2,2,2,3,2,3,2,1,1.0,58.22222222222222,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,8.0,,,,,2.0,,,,,,,,,,2024,Grande,0,Comercio
262,1,3,1,3,3,1,3,3,2,2,3,2,,272.0928725701944,,,,,,,,,,,,,,,,,8.0,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
263,1,2,1,1,1,3,4,2,1,5,3,2,,209.6189111747851,,,,,,,,,,,,,,,6.0,,,,,,,,3.0,,5.0,,,,,,,2024,Micro,1,Comercio
264,1,3,1,3,3,2,1,1,1,4,3,2,,272.0928725701944,,,,,,,,,,,,,,,,,8.0,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Servicios
265,1,3,1,2,2,4,2,2,1,5,3,2,,272.0928725701944,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,siber seguridad politicas de accion,11.0,2024,Micro,1,Servicios
266,1,2,1,2,3,1,2,2,2,3,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Comercio
267,1,3,1,3,3,2,2,1,1,3,3,2,,272.0928725701944,,,,,,,,,,,,,,,,7.0,,,,,,,,4.0,,,,,,,,2024,Micro,1,Servicios
268,1,3,1,3,3,2,2,2,1,5,2,2,,272.0928725701944,,,,,,,,,,,,,,5.0,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,,,,2024,Micro,1,Servicios
269,1,3,1,4,2,3,3,2,3,4,2,2,,272.0928725701944,,,,,,,,,,,,,4.0,5.0,,,,,,,,,,,,,,,,cuenta con oficina con toda la seguridad,16.0,2024,Micro,1,Servicios
270,1,3,1,4,3,3,3,2,1,3,3,1,2.0,272.0928725701944,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,8.0,,,,,2.0,,,,,7.0,,,,,2024,Micro,1,Servicios
271,1,3,1,3,4,2,3,3,2,3,3,2,,272.0928725701944,,,,,,,,,,,,,,,,,,,no entiende,92.0,,,,,,6.0,,,,,,2024,Micro,1,Servicios
272,1,3,1,2,3,3,3,2,2,3,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,,,2024,Micro,1,Servicios
273,1,1,1,4,3,1,3,3,3,3,3,2,,103.51764705882353,,,,,,,,,,,2.0,,,5.0,,,,,,,1.0,,,,5.0,6.0,,,,,,2024,Micro,1,Industria
274,1,3,1,3,5,4,5,5,3,3,3,2,,272.0928725701944,,,,,,,,,,,,,,,,,8.0,,,,1.0,,,,,,,,,,,2024,Micro,1,Servicios
276,1,2,1,3,4,4,2,2,2,2,3,2,,209.6189111747851,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Comercio
277,1,3,1,3,3,1,2,1,3,5,3,2,,272.0928725701944,,,,,,,,,,,,,,5.0,,,,,,,,2.0,3.0,,5.0,,,,,,,2024,Micro,1,Servicios
278,1,3,2,4,2,3,3,2,3,3,2,2,,170.04225352112675,,,,,,,,,,,,,,,6.0,,,,,,1.0,2.0,,,,,,,,,,2024,Pequeña,1,Servicios
279,1,3,1,2,2,2,3,1,2,1,3,1,1.0,272.0928725701944,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,6.0,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Servicios
280,1,2,1,3,4,1,2,2,2,1,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,5.0,,,,,,,2024,Micro,1,Comercio
281,1,3,1,5,4,2,4,3,3,4,2,2,,272.0928725701944,,,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Servicios
282,1,3,1,4,4,3,1,1,2,1,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,5.0,,,,,,,,,,4.0,,,,,,,,2024,Micro,1,Servicios
284,1,1,1,4,3,2,3,2,3,3,3,2,,103.51764705882353,,,,,,,,,,,,,4.0,,,,,,,,,2.0,3.0,,,6.0,,,,,,2024,Micro,1,Industria
285,1,3,1,3,4,3,4,3,3,4,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,5.0,,,,,,,2024,Micro,1,Servicios
286,1,1,1,4,1,1,3,1,2,2,3,1,1.0,103.51764705882353,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,4.0,,,,,,,,1.0,2.0,,,,,7.0,,,,,2024,Micro,1,Industria
287,1,3,1,3,3,3,2,2,3,3,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,5.0,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
288,1,3,1,5,5,4,1,1,2,92,2,1,2.0,272.0928725701944,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,5.0,,,,,,,,,,4.0,,,,,,,,2024,Micro,1,Servicios
289,1,3,1,2,2,1,1,2,2,2,3,2,,272.0928725701944,,,,,,,,,,1.0,,3.0,,,,,,,,,,2.0,,,5.0,,,,,,,2024,Micro,1,Servicios
290,1,3,1,3,4,2,3,2,2,3,3,2,,272.0928725701944,,,,,,,,,,,2.0,,4.0,5.0,,,,,,,,,,,,,7.0,,,,,2024,Micro,1,Servicios
291,1,3,1,3,1,3,4,2,1,4,3,2,,272.0928725701944,,,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Servicios
292,1,3,1,1,1,1,3,1,3,2,3,2,,272.0928725701944,,,,,,,,,,,,3.0,4.0,,,,,,,,,2.0,,,5.0,6.0,,,,,,2024,Micro,1,Servicios
293,1,1,1,4,3,3,3,2,1,3,2,2,,103.51764705882353,,,,,,,,,,,2.0,,,,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Industria
294,1,3,1,3,2,2,3,2,3,5,1,2,,272.0928725701944,,,,,,,,,,,,,,,6.0,7.0,,,,,1.0,,3.0,,,,,,,AJUSTAR HORARIOS DE SALIDA Y ENTRADA POR SEGURIDAD,12.0,2024,Micro,1,Servicios
296,1,3,1,1,5,1,3,1,2,2,3,1,1.0,272.0928725701944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,5.0,,,8.0,,,,1.0,,3.0,,,,,,,,,2024,Micro,1,Servicios
298,1,1,1,2,2,1,1,2,3,3,2,2,,103.51764705882353,,,,,,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Industria
299,1,2,1,3,3,2,2,3,1,3,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,3.0,,5.0,6.0,,,,,,2024,Micro,1,Comercio
300,1,3,1,4,3,4,4,3,3,4,3,2,,272.0928725701944,,,,,,,,,,1.0,2.0,,4.0,,,7.0,,,,,,,,,,,7.0,,,,,2024,Micro,1,Servicios
301,1,3,1,3,2,2,4,2,2,3,3,2,,272.0928725701944,,,,,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
303,1,3,1,3,3,2,2,2,3,3,1,2,,272.0928725701944,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
304,1,2,1,4,1,1,2,1,2,1,2,2,,209.6189111747851,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
306,1,3,1,3,3,1,1,1,2,3,3,1,1.0,272.0928725701944,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Servicios
307,1,2,1,1,5,2,3,1,2,3,3,2,,209.6189111747851,,,,,,,,,,,2.0,,4.0,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Comercio
308,1,2,1,4,4,1,4,4,3,3,3,1,2.0,209.6189111747851,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,4.0,,,7.0,,,,,,2.0,,,,,7.0,,,,,2024,Micro,1,Comercio
309,1,1,1,3,3,2,5,1,3,4,3,2,,103.51764705882353,,,,,,,,,,,2.0,3.0,,,,7.0,,,,,,,,,5.0,,,,,,,2024,Micro,1,Industria
310,1,3,1,1,2,3,2,2,1,2,1,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,,,2024,Micro,1,Servicios
311,1,2,1,4,2,2,1,1,3,4,3,2,,209.6189111747851,,,,,,,,,,1.0,,,4.0,,6.0,,,,,,,,3.0,,5.0,,,,,,,2024,Micro,1,Comercio
312,1,3,1,2,2,2,1,1,1,4,3,2,,272.0928725701944,,,,,,,,,,,,,,5.0,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Servicios
313,1,2,1,3,3,3,2,2,2,3,3,2,,209.6189111747851,,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,5.0,,7.0,,,,,2024,Micro,1,Comercio
315,1,3,1,3,3,3,3,4,2,3,1,2,,272.0928725701944,,,,,,,,,,1.0,,3.0,,,,,,,,,,2.0,,,,6.0,,,,,,2024,Micro,1,Servicios
316,1,2,1,4,3,3,4,2,2,3,3,2,,209.6189111747851,,,,,,,,,,,,3.0,4.0,,6.0,,,,,,1.0,2.0,3.0,,,,,,,,,2024,Micro,1,Comercio
317,1,3,1,1,3,4,5,4,2,2,2,2,,272.0928725701944,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
318,1,3,1,5,3,3,1,1,1,5,3,2,,272.0928725701944,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,,,,,,,7.0,,,,,2024,Micro,1,Servicios
319,1,2,1,4,3,3,3,3,2,3,2,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
320,1,3,1,3,4,3,4,4,1,5,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,2.0,3.0,4.0,,,,,,,,2024,Micro,1,Servicios
322,1,3,1,3,4,4,5,4,1,4,3,2,,272.0928725701944,,,,,,,,,,,,3.0,,,,,,,,,,,,,,6.0,7.0,,,,,2024,Micro,1,Servicios
323,1,1,2,3,2,2,1,1,3,2,3,2,,106.48979591836735,,,,,,,,,,,,,,,6.0,,,,,,,2.0,,4.0,,,,,,,,2024,Pequeña,1,Industria
324,1,2,1,3,3,1,1,2,2,1,2,1,1.0,209.6189111747851,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,2.0,,,,6.0,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Comercio
325,1,2,1,4,3,3,3,2,2,3,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
326,1,3,1,3,5,2,2,2,2,1,3,2,,272.0928725701944,,,,,,,,,,1.0,2.0,,,,,7.0,,,,,1.0,2.0,,,5.0,,,,,,,2024,Micro,1,Servicios
327,1,3,1,3,2,2,2,3,3,1,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,,,2024,Micro,1,Servicios
328,1,2,1,3,3,1,3,3,2,1,2,2,,209.6189111747851,,,,,,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Comercio
329,1,1,1,3,3,1,4,2,2,2,1,2,,103.51764705882353,,,,,,,,,,,2.0,,4.0,,,7.0,,,,,,2.0,,,5.0,6.0,7.0,,,,,2024,Micro,1,Industria
