ID,Localidad,UPL,P131_1,P131_2,P131_3,P131_4,P131_5,P131_6,P131_7,P131_8,P131_9,P131_10,P131_11,P131_12,P131_13,P131_14,P131_15,P131_16,P131_17,P131_18,P131_19,P131_20,P131_21,P131_22,P133_1,P133_2,P133_3,P133_4,P133_5,P133_6,P133_7,P133_8,P133_9,P133_10,P133_11,P133_12,P133_13,P134_1,P134_2,P134_3,P134_4,P134_5,P134_6,P134_7,P134_8,P134_9,P134_10,P134_11,P134_12,P130_1,P130_2,P130_3,P130_4,P130_5,P130_6,P130_7,P130_8,P130_9,P130_10,P130_11,P130_12,P130_13,P130_14,P130_15,P130_16,P130_17,P130_18,P130_19,P130_20,P130_21,P130_22,P130_23,P130_24,P130_25,P130_26,P130_27,P8_1,P8_2,P8_3,P152,P800,P801,REDAD,P802,FACTOR_1,FACTOR_2,P129
14346,15,16,4,2,1,99,99,4,2,2,2,1,2,99,5,2,3,4,2,99,4,3,3,5,1,1,2,1,2,1,1,1,1,2,99,1,2,1.0,2.0,,,,,,8.0,,,,,2,3,4,99,99,99,1,99,1,2,99,99,4,2,4,3,2,99,2,99,3,3,5,5,4,4,2,2.0,2.0,2.0,2,2,62,5,3,96.42484738670795,133.18506554300114,5
14347,15,16,4,5,5,99,99,99,99,99,99,99,99,4,4,4,5,5,3,99,3,3,3,99,1,1,2,99,1,1,1,1,1,2,2,1,2,1.0,2.0,,4.0,,,,,,,,,5,5,5,99,99,99,99,99,99,99,99,99,5,5,5,3,4,99,4,3,3,3,4,4,99,4,99,,,,1,1,32,2,3,46.12647681894904,133.18506554300114,4
14348,15,16,4,5,3,99,99,99,99,99,99,4,99,4,5,4,4,3,2,99,3,99,4,99,1,1,2,99,1,1,2,1,99,99,99,1,2,1.0,2.0,,,,,7.0,,,,,,3,3,3,99,99,99,99,99,99,4,2,3,4,4,5,4,3,99,4,3,3,3,3,4,99,3,99,,,,1,1,30,2,3,46.12647681894904,133.18506554300114,4
14349,15,16,3,1,1,99,99,99,99,99,99,3,4,99,3,3,3,4,4,5,3,3,1,99,2,1,2,99,1,1,1,1,1,2,99,99,2,1.0,2.0,3.0,,,,,,,,,,1,4,99,99,99,99,99,99,99,2,2,3,3,4,4,3,2,99,4,4,4,3,4,4,4,3,3,,,,1,1,47,4,3,72.67816576341359,133.18506554300114,1
14350,15,16,1,1,2,99,99,99,99,99,99,2,4,2,4,1,4,4,3,99,3,99,3,99,2,1,1,1,1,1,1,1,1,2,99,1,2,1.0,2.0,,,,,7.0,,,,,,2,2,3,99,99,99,99,99,99,3,4,3,4,1,1,3,3,3,4,3,99,4,3,3,99,3,99,4.0,3.0,2.0,2,1,35,2,2,46.12647681894904,133.18506554300114,4
14351,15,16,3,2,3,99,99,99,99,99,99,2,3,2,5,3,4,3,2,99,3,99,3,99,1,1,2,99,1,1,1,1,99,99,99,1,2,1.0,2.0,,4.0,,,,,,,,,4,4,3,99,99,99,99,99,99,3,3,4,4,4,4,4,4,99,4,3,4,4,2,4,99,4,99,,,,1,1,42,3,3,53.616364617501375,133.18506554300114,4
14352,15,16,1,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,2,3,2,2,3,3,1,1,1,1,2,1,1,2,2,2,2,2,2,1.0,,,4.0,5.0,,,,,,,,5,4,3,3,4,3,3,3,4,3,4,2,4,4,3,4,3,4,3,2,3,3,3,3,4,4,3,4.0,3.0,2.0,3,1,28,2,5,46.12647681894904,133.18506554300114,2
14353,15,16,3,4,4,3,3,4,3,4,4,3,4,4,3,3,3,3,2,3,3,3,3,3,2,1,2,99,1,99,99,99,99,99,2,2,2,,,3.0,4.0,5.0,,,,,,,,99,4,3,4,4,4,3,3,3,3,4,3,4,4,3,4,3,3,2,2,3,3,3,3,4,3,3,3.0,2.0,2.0,2,2,69,6,4,162.4301510999958,133.18506554300114,3
14354,15,16,3,3,3,4,4,3,2,4,4,3,3,3,3,2,4,4,3,3,3,3,4,99,1,1,2,2,1,1,1,1,1,1,1,1,2,1.0,,,4.0,5.0,,,,,,,,4,3,3,3,3,99,99,99,99,1,4,3,2,3,3,3,2,3,3,2,4,4,4,3,3,2,2,,,,3,2,57,5,3,96.42484738670795,133.18506554300114,3
14355,15,16,2,3,3,3,3,3,2,3,2,2,3,2,3,3,3,4,3,4,3,3,3,3,2,2,2,2,99,2,2,2,2,1,2,2,2,,2.0,3.0,4.0,,,,,,,,,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,2,3,3,3,4,4,3,3,3,3,3,3.0,2.0,2.0,3,1,28,2,4,46.12647681894904,133.18506554300114,3
14356,15,16,3,4,4,4,4,4,3,4,99,3,4,4,4,3,3,3,3,4,3,3,3,2,1,1,1,2,1,1,99,99,2,1,1,2,99,,2.0,,4.0,,6.0,,,,,,,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,99,4,3,,,,3,2,30,2,4,41.82284204961352,133.18506554300114,1
14357,15,16,4,3,3,3,3,3,99,99,99,4,4,3,3,3,3,3,2,3,3,3,4,99,99,99,1,2,2,1,2,2,2,1,1,2,2,1.0,,,,,6.0,,8.0,,,,,3,3,3,3,4,4,3,3,3,3,4,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,2,,,,3,1,65,5,3,77.73529720712304,133.18506554300114,3
14358,15,16,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,99,99,99,1,99,99,99,99,99,99,99,1.0,,,,,6.0,7.0,,,,,,5,99,99,99,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,5,99,99,99,5,99,,,,1,1,53,4,2,72.67816576341359,133.18506554300114,5
14359,15,16,4,4,2,5,99,3,3,3,4,3,4,4,4,3,3,3,3,99,3,3,4,3,1,1,1,99,2,1,99,99,99,99,99,1,99,,,,4.0,,6.0,,8.0,,,,,4,3,3,4,99,4,4,4,4,4,4,4,4,4,4,4,4,99,4,4,2,2,2,2,2,2,2,1.0,2.0,2.0,1,2,22,1,3,50.96914023770001,133.18506554300114,3
14360,15,16,4,99,4,4,4,2,2,1,1,99,99,99,5,2,2,2,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,99,99,1,99,1.0,,,,,,7.0,,9.0,,,,5,4,4,99,99,5,4,4,4,4,4,4,4,4,2,2,99,99,3,99,99,1,99,4,4,4,4,1.0,1.0,1.0,1,1,43,3,5,53.616364617501375,133.18506554300114,2
14361,15,16,99,99,99,99,99,99,99,99,99,5,5,5,5,5,5,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,1.0,,,,,6.0,7.0,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,5,5,5,5,99,99,99,99,99,5,99,5,99,99,99,,,,1,1,21,1,3,58.75876355704661,133.18506554300114,5
14362,15,16,4,4,4,99,99,4,3,4,3,2,4,3,4,2,3,4,99,99,99,99,4,3,1,1,1,99,99,1,1,1,1,2,99,1,99,,,,,,,7.0,,9.0,10.0,,,5,4,5,1,1,99,99,4,99,2,4,4,4,2,4,4,99,99,3,99,99,5,99,5,5,5,5,,,,3,1,24,1,4,58.75876355704661,133.18506554300114,4
14363,15,16,99,99,99,99,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,4,99,1,1,99,99,1,1,1,1,2,2,99,2,99,,2.0,,,5.0,6.0,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,4,5,99,99,99,,,,2,1,32,2,3,46.12647681894904,133.18506554300114,4
14364,15,16,99,99,99,99,99,99,99,99,99,99,99,99,5,2,2,2,99,99,99,99,99,99,1,1,2,99,99,99,1,1,1,2,99,1,99,,2.0,,4.0,,,,8.0,,,,,99,99,99,99,99,99,99,99,99,99,99,99,5,3,99,99,99,99,1,99,99,3,99,5,99,99,99,,,,3,1,27,2,3,46.12647681894904,133.18506554300114,3
14365,15,16,2,5,5,1,1,99,99,99,99,3,3,4,4,3,2,3,99,1,1,99,1,99,2,1,2,99,99,99,99,1,1,1,99,1,99,,2.0,3.0,,,,7.0,,,,,,3,4,3,2,2,99,99,99,99,3,3,3,4,3,3,3,99,1,2,2,99,3,1,2,99,5,99,,,,1,1,41,3,3,53.616364617501375,133.18506554300114,1
14366,15,16,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,99,99,99,99,5,99,1,1,1,99,1,1,1,1,1,2,99,1,99,,,,4.0,,6.0,,,9.0,,,,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,5,99,99,99,1,99,3,99,3,99,99,99,,,,1,1,37,3,3,53.616364617501375,133.18506554300114,3
14367,15,16,3,3,99,99,99,99,3,99,2,3,3,3,4,3,3,3,99,99,99,99,99,3,1,1,2,1,2,99,2,1,2,1,99,2,99,1.0,,3.0,,,,,,9.0,,,,3,3,99,99,99,99,3,99,3,99,99,99,99,3,3,99,3,99,3,99,4,1,99,3,3,2,99,,,,1,1,27,2,5,46.12647681894904,133.18506554300114,2
14368,15,16,2,2,2,2,3,5,4,5,4,3,3,3,4,4,3,3,3,4,3,4,4,4,1,1,1,1,1,2,1,1,1,1,1,1,99,1.0,,,4.0,,6.0,,,,,,,3,3,3,3,1,5,99,5,99,1,2,1,3,2,2,2,2,3,3,4,4,2,1,3,4,4,4,3.0,3.0,3.0,1,2,29,2,3,41.82284204961352,133.18506554300114,2
14369,15,16,3,3,3,2,2,99,99,99,99,3,2,3,2,2,3,2,2,3,99,99,99,99,1,1,1,1,1,1,1,1,1,1,99,99,99,1.0,,,4.0,,6.0,,,,,,,2,2,2,99,2,99,99,99,99,3,3,3,3,2,3,3,2,3,2,99,99,99,99,2,99,4,3,,,,1,1,53,4,3,72.67816576341359,133.18506554300114,3
14370,15,16,3,3,3,3,3,99,99,99,99,3,4,3,3,2,3,3,3,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,2.0,,,5.0,,,8.0,,,,,3,3,3,3,4,99,99,99,99,3,3,3,3,3,2,4,3,3,2,3,3,3,2,3,3,3,99,,,,2,2,50,4,2,60.43237123117283,133.18506554300114,4
14371,15,16,4,4,4,4,3,3,3,3,4,3,4,3,3,4,4,3,3,4,3,5,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1.0,2.0,,,5.0,,,,,,,,3,3,4,3,3,99,99,99,99,3,3,4,3,3,3,3,3,3,3,5,5,4,4,4,4,4,4,,,,2,2,22,1,3,50.96914023770001,133.18506554300114,4
14372,15,16,3,3,2,3,3,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,99,1.0,,,4.0,,6.0,,,,,,,3,3,3,2,2,4,3,4,4,4,4,4,4,3,4,4,4,4,4,5,99,3,3,3,2,2,3,2.0,3.0,2.0,2,2,45,3,4,49.791417454550725,133.18506554300114,3
14373,15,16,3,2,3,3,3,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,99,99,1.0,2.0,,,,,,,,10.0,,,3,4,2,3,3,3,3,4,3,3,4,4,3,3,3,3,3,2,2,5,5,4,3,5,3,3,4,,,,2,2,42,3,5,49.791417454550725,133.18506554300114,4
14374,15,16,3,3,3,3,3,99,99,99,99,5,4,4,4,4,4,4,4,4,3,4,4,4,1,1,1,1,1,2,1,1,1,2,99,99,99,1.0,2.0,,,,,7.0,,,,,,4,3,3,2,2,3,3,3,99,99,99,4,4,4,4,4,3,4,4,5,5,3,3,5,99,5,99,,,,1,2,30,2,5,41.82284204961352,133.18506554300114,3
14375,15,16,3,3,3,3,3,3,3,4,4,3,3,4,3,4,3,3,3,3,4,4,4,4,1,1,1,1,1,99,1,1,1,1,1,1,2,1.0,,,4.0,,6.0,,,,,,,3,4,3,2,3,4,4,4,4,3,3,3,3,3,4,3,4,3,2,4,4,4,3,4,4,4,5,3.0,3.0,2.0,2,2,35,2,3,41.82284204961352,133.18506554300114,3
14376,15,16,3,3,3,3,3,4,3,4,4,3,4,4,4,3,4,4,3,4,3,99,4,3,99,99,99,99,2,1,99,99,99,99,1,1,99,1.0,2.0,,,5.0,,,,,,,,3,3,3,4,3,3,4,3,3,4,3,4,3,3,4,4,3,3,3,99,99,5,4,3,3,4,4,,,,1,2,25,2,3,41.82284204961352,133.18506554300114,2
14377,15,16,3,3,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,99,1.0,,3.0,,5.0,,,,,,,,4,4,4,4,2,5,4,4,4,3,4,4,4,3,3,3,3,4,3,99,99,99,2,4,3,3,4,3.0,2.0,2.0,1,1,32,2,3,46.12647681894904,133.18506554300114,3
14378,15,16,3,2,2,3,2,4,3,4,4,3,4,4,3,4,4,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,1,2,,,3.0,,5.0,,,,9.0,,,,3,2,3,3,4,2,2,2,4,3,2,2,3,2,2,3,4,3,2,3,2,4,2,3,3,3,3,2.0,2.0,3.0,2,2,28,2,3,41.82284204961352,133.18506554300114,2
14379,15,16,3,2,4,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,2,1,1,1,2,2,1,2,,,3.0,,5.0,,,,,10.0,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2.0,2.0,1.0,2,2,55,4,4,60.43237123117283,133.18506554300114,4
14380,15,16,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,4,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,1,2,,2.0,,,5.0,,,,9.0,,,,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,,,,2,1,55,4,3,72.67816576341359,133.18506554300114,2
14381,15,16,2,3,2,2,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,,,3.0,,5.0,6.0,,,,,,,3,3,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,4,4,2,3,3,3,3,2,3,2,2.0,2.0,2.0,2,2,62,5,3,96.42484738670795,133.18506554300114,4
14382,15,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,1,2,1,1,1,1,2,1,2,,2.0,,4.0,5.0,,,,,,,,3,4,4,4,4,4,3,4,4,4,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2.0,2.0,2.0,2,1,70,6,3,118.62268526503578,133.18506554300114,2
14383,15,16,3,3,4,3,4,3,3,4,4,3,4,3,3,3,3,4,3,3,3,4,3,4,1,1,1,1,1,1,1,1,1,1,2,1,2,,2.0,,4.0,,6.0,,,,,,,2,3,3,3,3,2,3,4,3,3,3,3,3,3,2,3,3,4,3,2,4,3,3,3,3,3,3,2.0,2.0,2.0,2,1,31,2,4,46.12647681894904,133.18506554300114,2
14384,15,16,4,3,3,3,3,3,3,4,3,3,4,4,3,4,3,4,4,3,3,3,4,3,1,1,1,2,1,1,1,1,1,2,2,1,2,,2.0,,4.0,5.0,,,,,,,,4,3,4,3,2,4,4,2,4,3,4,4,4,4,4,3,3,4,3,3,2,3,3,3,4,3,4,,,,2,2,30,2,3,41.82284204961352,133.18506554300114,4
14385,15,16,3,4,3,4,4,3,3,4,4,3,4,4,3,4,4,4,3,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,2,1,2,,2.0,,4.0,,6.0,,,,,,,3,3,3,2,3,2,2,3,3,2,4,2,4,3,3,4,2,3,3,3,3,4,3,4,3,3,3,3.0,2.0,3.0,2,2,25,2,4,41.82284204961352,133.18506554300114,3
14386,15,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,2,1,2,,2.0,,4.0,5.0,,,,,,,,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,4,2,22,1,3,50.96914023770001,133.18506554300114,4
14387,15,16,3,3,4,3,4,3,4,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,2,1,1,2,1,1,2,1,1,2,2,1,2,,,3.0,,5.0,6.0,,,,,,,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,2,1,30,2,3,46.12647681894904,133.18506554300114,3
14388,15,16,3,3,3,2,1,2,2,1,1,4,5,4,4,2,3,3,3,4,1,1,3,2,2,1,99,2,2,2,2,1,1,2,99,2,2,1.0,,,,,6.0,7.0,,,,,,3,4,4,2,3,99,99,2,99,4,3,3,4,4,3,3,3,3,3,4,4,3,4,3,4,3,4,,,,3,1,24,1,3,58.75876355704661,133.18506554300114,3
14389,15,16,3,4,2,4,3,2,3,2,99,4,4,5,4,4,2,3,4,2,3,2,3,99,1,1,2,99,2,1,1,1,1,2,1,1,99,,,,,5.0,6.0,,8.0,,,,,3,2,4,3,1,99,99,3,99,4,2,3,4,5,3,4,3,4,2,4,3,2,3,1,99,3,2,,,,1,2,76,7,3,319.9230473930687,133.18506554300114,4
14390,15,16,2,3,2,4,2,99,99,99,99,3,4,3,4,2,3,4,4,3,2,2,3,99,1,1,2,2,1,2,1,1,1,2,2,1,2,,2.0,,,5.0,,7.0,,,,,,3,2,4,3,2,99,99,3,99,3,2,1,4,1,4,2,3,4,2,1,3,2,2,3,99,3,3,,,,1,2,33,2,3,41.82284204961352,133.18506554300114,4
14391,15,16,2,3,3,1,1,99,99,1,1,1,1,1,4,3,3,4,3,4,4,4,2,1,2,1,1,2,1,1,2,1,1,2,1,2,2,,,,,5.0,,7.0,,,10.0,,,3,4,3,3,2,99,99,99,99,1,2,1,4,4,3,3,4,3,4,2,3,2,3,3,2,2,4,,,,1,2,53,4,3,60.43237123117283,133.18506554300114,3
14392,15,16,3,2,4,3,1,3,99,4,99,4,5,5,4,4,3,2,3,4,1,2,3,2,1,1,2,99,1,2,1,1,1,2,2,1,2,,2.0,,,5.0,,7.0,,,,,,4,3,2,3,1,2,99,99,99,1,3,5,5,4,4,4,3,4,2,3,2,1,1,2,99,99,99,,,,1,2,45,3,4,49.791417454550725,133.18506554300114,3
14393,15,16,4,3,3,2,1,99,99,99,99,4,3,2,4,3,5,4,1,4,2,3,4,99,99,1,2,99,1,99,1,1,1,2,99,1,2,,2.0,,,5.0,,7.0,,,,,,3,2,3,2,1,99,99,99,99,1,1,1,4,2,3,3,4,5,1,5,4,3,1,2,99,99,99,,,,1,2,47,4,3,60.43237123117283,133.18506554300114,3
14394,15,16,3,2,3,3,2,99,3,99,2,4,3,4,4,3,3,2,3,4,2,1,4,3,2,99,1,2,2,99,99,1,1,2,99,1,2,,2.0,,4.0,5.0,,,,,,,,4,2,1,2,3,3,3,99,3,2,3,4,4,4,2,3,99,99,2,1,1,2,2,2,2,3,2,2.0,1.0,2.0,2,2,28,2,4,41.82284204961352,133.18506554300114,1
14395,15,16,3,2,3,2,1,99,99,99,99,3,4,3,3,4,3,3,3,4,99,99,3,99,1,1,99,99,99,99,1,1,1,2,2,2,2,,2.0,,4.0,,,7.0,,,,,,3,2,4,3,2,99,99,99,99,4,3,4,3,3,2,4,3,2,2,99,99,2,3,3,3,3,2,,,,2,2,40,3,5,49.791417454550725,133.18506554300114,1
14396,15,16,3,4,3,2,1,2,3,3,1,2,3,4,2,3,2,4,4,3,1,2,1,3,1,99,2,99,2,99,1,2,1,2,1,1,2,,2.0,,4.0,5.0,,,,,,,,3,2,3,4,3,4,2,99,1,3,2,4,3,4,2,3,2,3,3,2,1,2,3,3,1,3,2,2.0,2.0,2.0,3,2,33,2,4,41.82284204961352,133.18506554300114,3
14397,15,16,4,3,3,4,2,3,3,4,3,3,3,2,4,3,4,2,4,4,99,99,3,2,99,99,2,99,1,2,2,1,2,1,99,1,2,,,,,5.0,,,8.0,9.0,,,,4,3,4,1,1,3,2,3,1,2,3,2,4,4,2,3,4,3,2,4,3,2,2,4,3,3,2,3.0,1.0,2.0,1,1,36,3,4,53.616364617501375,133.18506554300114,4
14398,15,16,5,5,5,1,1,99,99,99,99,5,5,5,5,5,5,5,5,5,99,99,5,99,1,1,1,99,99,1,1,1,1,2,99,1,2,,,3.0,4.0,,6.0,,,,,,,5,5,5,1,1,99,99,99,99,5,5,5,5,5,5,5,5,5,1,1,99,99,1,5,99,5,99,,,,5,2,36,3,5,49.791417454550725,133.18506554300114,5
14399,15,16,5,1,5,1,1,99,99,99,99,5,1,1,5,5,5,5,5,5,99,99,1,99,1,1,99,99,1,1,2,1,1,2,2,1,2,1.0,,,4.0,,6.0,,,,,,,1,5,5,1,1,99,99,99,99,5,5,5,5,5,5,5,5,5,1,99,99,5,1,1,99,99,99,,,,1,1,40,3,3,53.616364617501375,133.18506554300114,5
14400,15,16,5,5,5,5,1,99,99,99,99,99,5,5,5,5,5,5,5,5,99,99,5,99,1,1,2,99,1,1,1,1,1,2,99,1,2,1.0,2.0,,,5.0,,,,,,,,5,5,5,5,5,99,99,99,99,99,5,5,5,5,5,5,5,5,1,5,99,99,1,5,99,99,99,,,,1,2,67,6,3,162.4301510999958,133.18506554300114,5
14401,15,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,99,99,5,99,1,1,2,99,1,1,1,1,1,2,99,1,2,1.0,2.0,,,,6.0,,,,,,,5,5,5,1,1,99,1,99,1,5,5,5,5,5,5,5,5,5,1,99,99,1,99,1,99,5,5,1.0,1.0,1.0,1,2,40,3,3,49.791417454550725,133.18506554300114,5
14402,15,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,99,1,5,1,1,2,99,1,2,1,1,1,2,99,1,2,,,,,,6.0,7.0,,,10.0,,,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,99,99,1,99,5,4,5,5,1.0,1.0,1.0,1,2,31,2,4,41.82284204961352,133.18506554300114,1
14403,15,16,5,5,5,1,1,99,99,99,99,5,5,5,5,5,5,5,5,5,99,99,5,99,2,1,2,1,1,1,1,1,1,2,99,1,2,,,3.0,4.0,,6.0,,,,,,,5,5,5,5,1,99,99,99,99,5,5,5,5,5,5,5,5,5,5,99,99,5,1,5,5,5,5,,,,1,1,19,1,3,58.75876355704661,133.18506554300114,5
14404,15,16,1,1,1,1,1,99,99,99,99,99,5,5,5,1,1,1,1,2,5,5,5,5,1,1,99,99,99,1,1,1,1,2,99,1,2,,2.0,,,5.0,,7.0,,,,,,5,5,5,5,1,99,99,99,99,99,5,5,5,5,5,5,5,5,5,5,5,5,5,5,99,5,5,,,,1,1,32,2,5,46.12647681894904,133.18506554300114,3
14405,15,16,1,1,5,1,1,99,99,99,99,5,1,1,5,5,1,5,5,5,1,5,5,99,1,1,1,1,1,2,1,1,1,2,99,1,2,1.0,,,,5.0,,7.0,,,,,,5,5,5,5,1,99,99,99,99,99,5,5,5,5,5,5,5,5,5,99,99,5,99,1,99,99,99,,,,1,2,29,2,4,41.82284204961352,133.18506554300114,5
14406,15,16,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,99,99,99,99,1,1,99,99,99,2,1,1,1,2,99,1,2,1.0,,3.0,,5.0,,,,,,,,1,5,5,1,1,1,1,1,1,5,1,1,5,5,5,5,5,5,1,99,99,1,1,1,5,5,99,1.0,1.0,1.0,1,2,51,4,5,60.43237123117283,133.18506554300114,1
14407,15,16,3,4,3,4,2,99,99,99,99,4,3,4,3,4,4,3,4,4,1,2,3,99,2,1,2,2,99,1,2,1,1,2,99,2,2,,2.0,,,5.0,,,8.0,,,,,3,4,3,3,1,99,99,99,99,3,4,4,3,2,3,3,3,4,1,2,3,4,4,2,99,3,99,,,,2,1,36,3,5,53.616364617501375,133.18506554300114,4
14408,15,16,2,3,1,2,1,99,2,1,2,3,3,2,3,3,4,4,4,2,1,1,3,99,1,1,2,99,2,1,2,1,1,2,1,2,2,1.0,2.0,,,,,7.0,,,,,,3,3,4,2,1,99,2,3,99,2,3,2,4,4,3,4,3,3,2,1,2,1,1,2,99,1,99,1.0,2.0,1.0,1,2,24,1,3,50.96914023770001,133.18506554300114,4
14409,15,16,2,2,3,1,1,2,3,1,3,2,2,3,4,3,3,4,2,3,1,2,99,2,2,1,1,99,2,2,1,1,1,2,99,1,2,,2.0,,4.0,,6.0,,,,,,,3,2,4,2,2,99,2,2,1,3,3,4,4,3,4,3,3,4,1,3,4,3,1,3,1,3,2,2.0,3.0,2.0,3,2,40,3,3,49.791417454550725,133.18506554300114,3
14410,15,16,4,3,4,2,1,99,99,99,99,3,5,4,4,4,4,4,3,5,99,99,3,99,1,1,1,2,99,99,1,1,1,1,1,1,2,,2.0,,,5.0,,7.0,,,,,,3,4,3,2,1,99,99,99,99,4,4,4,4,5,3,4,99,3,1,4,3,3,99,3,99,2,99,,,,2,2,26,2,3,41.82284204961352,133.18506554300114,5
14411,15,16,2,3,2,4,3,4,2,3,3,4,3,4,3,4,3,4,4,3,2,2,3,2,2,99,99,99,2,1,2,1,1,2,1,1,99,1.0,,,,5.0,,7.0,,,,,,3,2,4,3,2,4,2,3,4,1,2,3,4,2,2,2,3,4,3,2,2,3,2,3,3,2,2,2.0,2.0,3.0,2,1,27,2,2,46.12647681894904,133.18506554300114,4
14412,15,16,2,3,2,1,2,99,99,99,99,4,4,3,4,3,3,2,3,4,2,4,4,2,2,99,2,99,99,2,1,1,1,1,2,1,2,,2.0,,,5.0,,7.0,,,,,,3,2,3,4,1,99,99,99,99,3,4,3,4,3,3,4,5,3,3,2,1,3,3,2,3,4,99,,,,1,2,27,2,3,41.82284204961352,133.18506554300114,4
14413,15,16,3,3,2,3,2,99,2,99,2,3,4,3,1,2,2,3,2,4,2,1,3,2,2,99,1,2,1,1,2,1,1,2,1,99,2,1.0,2.0,,,,,,,,10.0,,,3,3,2,3,2,99,3,99,2,3,4,2,3,1,3,4,2,3,1,2,3,4,1,3,2,4,2,3.0,3.0,1.0,1,2,30,2,3,41.82284204961352,133.18506554300114,4
14414,15,16,4,1,2,2,1,99,1,2,1,3,3,2,4,1,2,3,3,4,1,3,3,2,1,1,2,99,2,2,1,1,1,2,99,1,2,1.0,2.0,,,,,7.0,,,,,,2,3,3,2,3,3,2,1,1,2,3,4,4,3,2,3,3,1,2,3,2,1,2,3,99,4,3,4.0,2.0,2.0,1,2,27,2,3,41.82284204961352,133.18506554300114,3
14415,15,16,3,3,2,2,1,3,2,2,1,3,4,3,3,2,3,4,3,4,1,2,3,3,2,2,2,2,1,2,1,1,1,2,1,1,2,,,,,,,7.0,8.0,,10.0,,,3,4,2,3,4,2,4,3,1,2,3,3,2,3,1,2,3,2,2,1,4,3,2,4,1,2,3,3.0,4.0,2.0,2,1,43,3,3,53.616364617501375,133.18506554300114,3
14416,15,16,3,1,3,2,1,2,2,1,2,99,99,99,4,3,2,3,1,3,99,99,2,3,2,1,1,2,2,1,99,1,1,2,99,2,2,,2.0,,,,,7.0,,,10.0,,,3,2,3,2,1,3,3,4,2,4,4,3,4,3,4,2,4,3,1,99,99,2,1,3,3,2,3,2.0,3.0,2.0,2,2,47,4,3,60.43237123117283,133.18506554300114,1
14417,15,16,1,99,99,99,1,99,99,99,4,99,4,4,2,4,4,4,3,99,4,99,5,4,1,1,1,1,99,1,99,1,2,2,2,1,99,,,3.0,4.0,,,7.0,,,,,,4,3,4,99,99,99,4,5,4,3,4,4,5,3,4,4,4,4,4,5,5,5,3,1,5,4,3,,,,3,1,71,6,3,118.62268526503578,133.18506554300114,4
