ID,Localidad,UPL,P131_1,P131_2,P131_3,P131_4,P131_5,P131_6,P131_7,P131_8,P131_9,P131_10,P131_11,P131_12,P131_13,P131_14,P131_15,P131_16,P131_17,P131_18,P131_19,P131_20,P131_21,P131_22,P133_1,P133_2,P133_3,P133_4,P133_5,P133_6,P133_7,P133_8,P133_9,P133_10,P133_11,P133_12,P133_13,P134_1,P134_2,P134_3,P134_4,P134_5,P134_6,P134_7,P134_8,P134_9,P134_10,P134_11,P134_12,P130_1,P130_2,P130_3,P130_4,P130_5,P130_6,P130_7,P130_8,P130_9,P130_10,P130_11,P130_12,P130_13,P130_14,P130_15,P130_16,P130_17,P130_18,P130_19,P130_20,P130_21,P130_22,P130_23,P130_24,P130_25,P130_26,P130_27,P8_1,P8_2,P8_3,P152,P800,P801,REDAD,P802,FACTOR_1,FACTOR_2,P129
1,1,3,3,1,5,99,99,99,99,99,99,2,99,2,5,2,4,4,4,99,99,99,3,99,1,1,99,99,2,2,1,1,1,1,99,1,2,1.0,2.0,,,,6.0,,,,,,,3,4,5,99,99,99,99,99,99,4,99,3,5,3,3,3,4,99,2,99,99,2,99,4,99,3,5,,,,4,2,41,3,4,518.7396010298404,775.6471714382463,4
2,1,3,3,3,5,99,99,99,99,99,99,99,4,4,5,3,5,4,3,99,99,99,3,99,1,1,2,2,99,1,1,1,1,1,99,1,2,1.0,2.0,3.0,,,,,,,,,,2,2,4,99,99,99,99,99,99,99,4,2,5,3,4,4,3,99,4,99,99,3,99,3,99,4,5,,,,3,2,57,5,3,627.8615550109802,775.6471714382463,4
3,1,3,4,2,5,99,99,99,99,99,99,3,3,3,5,3,3,4,4,4,3,4,3,99,1,1,2,2,99,99,1,1,99,99,2,1,2,1.0,2.0,3.0,,,,,,,,,,3,3,4,99,99,99,99,99,99,4,4,3,4,4,4,4,3,99,3,5,5,2,99,3,4,3,3,,,,4,1,71,6,2,588.4958031232044,775.6471714382463,4
4,1,3,4,4,4,4,1,5,4,5,99,4,4,4,4,4,4,5,4,99,4,5,3,99,1,1,2,99,2,1,1,1,1,2,99,1,2,1.0,,,4.0,,,7.0,,,,,,4,3,3,4,1,4,3,4,99,2,4,4,4,5,4,4,4,99,3,5,5,3,99,4,99,4,5,3.0,3.0,3.0,3,2,41,3,4,518.7396010298404,775.6471714382463,4
5,1,3,4,2,4,99,99,99,99,99,99,3,4,3,5,4,4,4,5,4,99,99,3,99,1,1,99,99,99,1,99,1,1,2,99,1,2,,2.0,3.0,4.0,,,,,,,,,4,3,3,99,99,99,99,99,99,3,3,4,5,3,3,3,3,99,3,99,99,3,99,3,99,2,5,,,,4,2,56,5,3,627.8615550109802,775.6471714382463,4
6,1,3,3,99,4,99,99,99,99,99,99,99,99,4,4,4,4,3,3,99,99,99,3,99,99,99,2,99,99,1,1,1,1,2,2,2,2,1.0,2.0,,4.0,,,,,,,,,3,99,5,99,99,99,99,99,5,99,99,99,4,2,3,4,3,99,2,99,99,1,99,3,99,4,5,,,,3,2,48,4,2,578.2038549958687,775.6471714382463,5
7,1,3,3,3,3,4,3,3,3,4,3,3,4,3,3,4,3,5,3,4,3,4,4,4,2,1,99,2,2,2,1,1,2,1,2,1,2,,2.0,,,,,7.0,,9.0,,,,3,3,3,3,3,3,4,4,3,3,4,4,3,4,4,4,4,4,2,3,3,5,4,4,4,4,4,,,,4,1,31,2,3,400.4644341871231,775.6471714382463,5
8,1,3,2,3,4,3,4,3,3,3,4,3,4,3,4,3,4,3,4,4,4,3,4,4,2,1,1,1,2,1,1,1,2,1,2,2,2,1.0,2.0,,,,,7.0,,,,,,3,3,3,3,3,3,2,3,3,2,3,3,4,4,4,4,4,4,1,99,99,5,5,4,3,4,4,,,,1,2,69,6,3,825.4821773959635,775.6471714382463,3
9,1,3,4,4,3,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,99,99,4,4,1,1,99,99,1,1,1,1,1,2,99,1,2,,2.0,,,5.0,,7.0,,,,,,4,3,4,3,4,3,3,4,3,4,4,3,4,3,4,3,4,4,3,4,99,4,5,4,4,4,3,2.0,1.0,4.0,2,2,25,2,5,422.5865179027109,775.6471714382463,4
10,1,3,3,2,3,2,3,3,3,4,3,3,3,3,3,4,3,4,3,3,3,3,3,3,1,1,99,1,99,1,1,1,1,2,2,1,2,1.0,2.0,,,,,7.0,,,,,,3,4,3,3,4,3,4,4,4,3,4,4,4,3,4,4,3,4,3,5,5,4,4,3,4,4,4,,,,3,2,30,2,4,422.5865179027109,775.6471714382463,4
11,1,3,3,4,3,3,3,3,3,4,3,3,3,4,3,4,3,4,3,4,99,99,4,3,1,1,1,1,2,99,1,1,2,1,2,1,2,1.0,2.0,,,,,7.0,,,,,,3,4,3,2,3,4,3,4,4,2,4,4,4,3,3,3,4,4,2,99,99,4,4,4,4,4,4,,,,1,1,27,2,4,400.4644341871231,775.6471714382463,4
12,1,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,2,2,2,2,2,1,1,1,1,2,2,1,2,1.0,2.0,,,,,7.0,,,,,,3,4,3,3,4,99,99,99,99,4,4,3,4,3,4,4,3,4,2,99,99,4,4,1,4,4,4,,,,2,2,20,1,5,493.0801713917611,775.6471714382463,3
13,1,3,3,4,3,4,3,4,2,4,3,4,3,4,3,4,3,4,3,4,99,99,4,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1.0,2.0,,,,,7.0,,,,,,4,3,3,4,3,3,3,4,3,3,4,4,3,4,3,4,4,4,2,99,99,4,4,5,5,5,4,,,,1,1,18,1,3,485.84419403381065,775.6471714382463,4
14,1,3,3,4,3,4,3,4,3,5,3,3,3,3,4,3,3,3,4,3,4,99,4,4,2,1,2,1,2,2,1,1,2,1,2,2,2,1.0,2.0,,,,,7.0,,,,,,3,3,3,4,3,3,3,3,3,3,3,2,5,3,3,3,3,4,2,5,99,4,4,5,4,5,4,,,,1,1,28,2,4,400.4644341871231,775.6471714382463,5
15,1,3,3,2,2,99,99,99,99,99,99,2,3,1,2,2,1,2,1,99,99,99,3,99,1,1,2,1,2,1,1,1,1,2,2,1,2,,2.0,3.0,4.0,,,,,,,,,3,2,4,99,99,99,99,99,99,3,4,2,3,3,4,3,2,99,3,99,99,3,99,3,99,3,1,,,,2,2,48,4,5,578.2038549958687,775.6471714382463,3
16,1,3,2,2,5,99,5,99,99,99,99,3,2,2,4,3,3,3,3,99,99,99,3,99,1,1,99,2,2,1,1,1,1,1,99,1,2,,2.0,3.0,4.0,,,,,,,,,3,1,5,99,99,99,99,99,99,3,3,2,4,3,3,3,3,99,3,99,99,3,99,2,99,4,99,,,,2,2,62,5,3,627.8615550109802,775.6471714382463,4
17,1,3,2,2,4,1,1,99,99,99,99,2,3,2,5,3,3,3,3,99,99,99,2,99,1,1,99,1,99,1,1,1,1,2,2,1,2,1.0,2.0,3.0,,,,,,,,,,2,3,4,3,2,99,99,99,99,3,3,1,5,2,4,4,2,99,3,99,99,2,99,2,99,3,99,,,,1,2,47,4,3,578.2038549958687,775.6471714382463,3
18,1,3,3,3,3,4,3,3,3,4,4,4,4,5,4,3,3,4,3,99,99,99,99,99,1,1,2,99,2,2,1,1,1,2,2,1,2,1.0,,,4.0,5.0,,,,,,,,3,2,5,99,99,99,99,99,99,3,3,3,5,3,4,3,3,99,2,99,99,2,99,4,99,3,99,2.0,3.0,2.0,1,2,65,5,3,627.8615550109802,775.6471714382463,3
19,1,3,3,3,3,2,3,3,4,99,3,2,3,3,5,3,3,3,3,99,99,99,3,3,1,1,2,99,99,1,1,1,1,1,1,1,2,,2.0,,4.0,,,7.0,,,,,,2,3,4,2,1,99,3,2,2,4,3,3,4,3,3,3,2,5,3,99,99,3,99,3,4,4,99,2.0,3.0,2.0,1,2,70,6,3,825.4821773959635,775.6471714382463,1
20,1,3,3,2,5,3,1,3,2,3,3,3,3,2,5,3,3,3,99,99,3,3,3,4,99,2,2,2,2,1,1,1,1,2,99,1,2,,2.0,3.0,4.0,,,,,,,,,3,3,4,99,99,3,3,4,3,3,4,4,3,4,3,4,99,99,3,3,3,3,99,3,3,3,99,,,,3,1,20,1,3,485.84419403381065,775.6471714382463,4
21,1,3,4,4,4,2,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,2,2,2,2,2,2,1,1,1,2,2,2,2,,2.0,,,5.0,,7.0,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,,,,3,2,26,2,5,422.5865179027109,775.6471714382463,3
22,1,3,4,4,1,2,1,2,1,1,2,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,2,2,1,1,2,1,2,1,1,2,,,3.0,,5.0,,7.0,,,,,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,4,4,,,,3,2,40,3,4,518.7396010298404,775.6471714382463,5
23,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,99,99,4,4,1,1,99,1,1,1,1,1,1,2,2,1,2,1.0,2.0,,,,,7.0,,,,,,2,3,3,3,3,99,99,99,99,4,4,4,3,4,4,4,3,4,2,99,99,4,4,4,4,4,4,,,,1,1,30,2,3,400.4644341871231,775.6471714382463,4
24,1,3,3,4,3,4,4,4,3,4,4,3,4,4,5,4,4,4,4,5,99,99,4,4,1,1,2,1,2,1,1,1,1,2,2,1,2,1.0,2.0,,,,,7.0,,,,,,3,3,3,3,3,4,3,4,4,3,4,3,4,3,3,4,3,4,3,4,3,5,4,4,4,4,4,3.0,3.0,4.0,2,2,27,2,3,422.5865179027109,775.6471714382463,5
25,1,3,2,3,3,4,3,4,3,4,3,3,4,3,4,3,4,3,3,4,99,99,4,3,1,1,99,1,1,1,1,1,1,2,1,1,2,1.0,2.0,,,,,7.0,,,,,,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,99,99,5,1,5,4,4,4,,,,1,2,62,5,3,627.8615550109802,775.6471714382463,5
26,1,3,3,4,3,4,3,4,3,4,4,4,5,5,5,4,4,4,4,4,5,5,4,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1.0,2.0,,4.0,,,,,,,,,4,3,4,3,3,4,3,4,3,4,4,3,4,4,4,4,3,4,4,99,5,5,4,4,4,4,4,,,,1,2,33,2,3,422.5865179027109,775.6471714382463,5
27,1,3,3,2,5,99,99,3,3,1,4,3,4,2,5,3,3,4,4,99,99,99,4,4,1,1,2,2,2,1,1,1,1,2,2,1,2,,2.0,3.0,4.0,,,,,,,,,3,3,3,99,99,4,4,4,3,4,4,2,5,4,3,4,4,99,3,99,99,4,99,4,3,3,5,,,,4,1,33,2,2,400.4644341871231,775.6471714382463,4
28,1,3,2,2,4,99,99,3,4,4,3,3,4,4,4,4,4,4,3,99,99,99,4,3,1,1,1,2,2,1,1,1,1,2,2,2,2,1.0,2.0,3.0,,,,,,,,,,3,2,5,99,99,3,3,99,4,3,3,2,4,3,4,3,2,99,3,99,99,3,5,4,3,4,99,,,,4,2,70,6,2,825.4821773959635,775.6471714382463,4
29,1,3,4,3,4,5,1,3,4,4,3,3,4,4,3,4,3,3,3,99,99,99,4,4,1,1,2,2,1,2,1,1,1,1,99,1,2,1.0,2.0,3.0,,,,,,,,,,2,3,5,4,1,3,3,4,4,4,4,4,4,4,3,3,4,99,99,99,99,3,99,3,3,3,4,,,,4,2,26,2,3,422.5865179027109,775.6471714382463,2
30,1,3,4,3,4,99,99,99,99,99,99,4,4,3,5,2,2,2,99,99,4,2,1,99,1,1,2,99,2,1,1,2,1,1,2,1,2,1.0,2.0,3.0,,,,,,,,,,1,3,4,99,99,99,99,99,99,3,4,3,4,4,4,3,99,99,3,4,4,3,99,4,5,4,5,,,,4,1,65,5,2,408.6479914906154,775.6471714382463,1
31,1,3,2,1,99,99,99,99,99,99,99,99,99,2,5,2,2,2,4,99,5,4,5,99,99,99,99,99,2,99,99,99,1,2,2,1,2,1.0,2.0,,4.0,,,,,,,,,2,1,99,99,99,99,99,99,99,99,99,2,4,3,3,3,4,99,3,4,4,3,99,3,99,4,99,,,,1,1,60,5,2,408.6479914906154,775.6471714382463,1
32,1,3,4,4,4,4,4,5,4,5,5,4,5,5,5,5,5,5,4,5,2,4,4,3,1,1,1,1,1,1,1,1,1,2,2,2,2,,,3.0,,5.0,,,8.0,,,,,3,3,3,3,3,3,3,3,4,3,4,4,4,2,2,4,4,4,2,2,4,4,4,2,2,2,2,,,,3,2,48,4,3,578.2038549958687,775.6471714382463,2
33,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,,,3.0,,5.0,,7.0,,,,,,2,2,3,3,3,3,3,4,4,3,4,4,4,4,4,4,3,3,2,3,4,4,3,3,3,3,3,,,,2,1,44,3,3,372.39257971504253,775.6471714382463,1
34,1,3,4,2,2,2,2,3,2,3,3,2,3,3,3,3,3,3,2,3,2,2,2,2,2,99,99,2,99,2,2,99,99,99,99,1,2,,,3.0,,5.0,,7.0,,,,,,3,3,3,3,4,3,3,3,3,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,2,1,60,5,2,408.6479914906154,775.6471714382463,3
35,1,3,3,3,3,3,3,3,3,4,4,3,3,2,3,3,3,3,3,3,2,3,3,3,1,1,2,1,2,1,2,1,1,2,1,2,2,,,3.0,,5.0,,7.0,,,,,,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,3,3,,,,2,2,45,3,3,518.7396010298404,775.6471714382463,3
36,1,3,3,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,5,4,4,4,4,1,1,1,1,2,1,1,1,1,2,2,1,2,,,3.0,,5.0,,7.0,,,,,,2,3,3,4,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3.0,4.0,3,1,30,2,5,400.4644341871231,775.6471714382463,3
37,1,3,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,4,3,4,4,4,99,99,2,99,99,2,2,2,1,1,2,2,99,1.0,2.0,,,,,,8.0,,,,,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,,,,2,1,38,3,4,372.39257971504253,775.6471714382463,1
38,1,3,2,2,3,2,3,3,2,3,3,2,3,3,3,3,3,3,2,3,2,2,2,3,2,1,1,1,2,2,2,1,1,1,2,2,2,,2.0,,,5.0,,7.0,,,,,,2,3,3,3,4,4,3,4,4,3,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,,,,3,1,44,3,4,372.39257971504253,775.6471714382463,2
39,1,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99,2,2,99,2,2,,2.0,3.0,,,,,8.0,,,,,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,,,,2,2,19,1,3,493.0801713917611,775.6471714382463,3
40,1,3,3,2,5,99,99,99,99,99,99,3,4,4,5,4,3,4,3,99,5,4,4,99,99,2,2,2,2,2,2,99,2,2,99,2,2,1.0,2.0,3.0,,,,,,,,,,3,3,3,4,99,99,99,99,99,3,4,4,4,3,3,4,3,99,3,4,4,2,99,3,99,4,4,,,,3,2,37,3,3,518.7396010298404,775.6471714382463,4
41,1,3,4,4,4,99,99,4,4,4,4,4,4,4,4,4,3,4,4,99,99,99,5,4,2,1,2,99,2,1,1,1,1,2,99,1,2,1.0,,3.0,4.0,,,,,,,,,4,2,4,99,99,4,3,4,4,3,4,4,5,4,4,4,4,99,4,99,99,4,99,4,3,4,99,,,,5,2,19,1,3,493.0801713917611,775.6471714382463,5
42,1,3,3,3,3,4,1,4,3,4,3,2,3,4,4,3,3,4,2,3,3,3,4,3,1,1,2,1,1,1,1,1,1,2,2,2,2,1.0,,,,,,7.0,8.0,,,,,3,3,3,2,1,4,3,4,3,2,3,4,3,3,4,4,3,4,4,2,5,4,1,3,3,4,3,,,,2,1,29,2,3,400.4644341871231,775.6471714382463,4
43,1,3,3,3,3,3,3,99,99,99,4,2,3,3,5,3,4,4,99,99,1,3,3,3,2,1,2,1,1,1,1,1,1,2,1,2,2,1.0,,3.0,4.0,,,,,,,,,2,3,2,3,1,4,3,4,3,2,3,4,4,3,4,3,3,4,1,3,3,3,1,4,3,3,3,,,,3,1,32,2,3,400.4644341871231,775.6471714382463,5
44,1,3,3,3,3,2,1,4,3,3,3,2,3,2,4,3,3,3,3,2,2,4,3,4,1,1,2,1,1,1,2,1,1,2,2,2,2,1.0,,3.0,4.0,,,,,,,,,3,3,3,2,1,4,4,3,3,2,3,3,4,3,4,4,2,99,1,4,5,4,1,3,4,3,4,,,,1,1,72,6,2,588.4958031232044,775.6471714382463,4
45,1,3,3,3,3,3,4,4,4,3,3,2,4,3,4,3,4,4,3,4,3,4,3,4,1,1,1,1,1,1,2,1,1,2,2,2,2,1.0,,,4.0,,,7.0,,,,,,3,2,3,3,1,4,3,3,3,2,4,4,4,3,4,3,3,4,1,2,4,4,1,4,3,3,3,,,,4,1,62,5,2,408.6479914906154,775.6471714382463,5
46,1,3,3,2,2,1,1,3,3,2,3,2,3,3,4,3,4,4,3,4,2,4,4,3,2,2,2,2,2,1,2,1,1,2,1,2,2,1.0,2.0,3.0,,,,,,,,,,1,2,2,3,2,4,3,4,4,2,3,3,5,2,2,3,3,4,2,2,4,4,1,3,3,3,4,,,,1,1,25,2,3,400.4644341871231,775.6471714382463,2
47,1,3,3,3,4,3,4,99,99,99,99,99,99,99,4,4,4,4,4,4,99,99,4,4,99,1,2,2,1,1,1,1,2,1,2,2,2,1.0,2.0,,,,,7.0,,,,,,3,4,4,99,99,99,99,99,99,4,3,4,4,4,3,3,3,4,2,99,99,5,5,5,5,4,5,,,,1,2,64,5,3,627.8615550109802,775.6471714382463,4
48,1,3,4,3,4,3,4,4,3,4,4,3,4,5,4,4,4,4,4,4,99,99,4,4,1,1,1,1,1,1,1,1,2,1,2,1,2,1.0,2.0,,,,,7.0,,,,,,3,4,3,4,3,4,3,4,3,3,4,5,4,4,4,4,4,4,4,99,99,4,1,4,4,4,4,,,,3,2,40,3,3,518.7396010298404,775.6471714382463,4
49,1,3,3,4,3,3,4,3,4,4,3,4,3,4,3,4,3,4,4,4,99,99,4,4,99,1,2,1,1,1,1,1,2,1,2,1,2,1.0,2.0,,,,,7.0,,,,,,2,3,3,3,3,4,3,3,3,3,3,3,3,4,3,4,3,4,1,99,99,5,4,3,4,4,4,,,,1,1,26,2,3,400.4644341871231,775.6471714382463,3
50,1,3,3,2,3,3,4,3,3,3,4,3,4,3,4,3,4,4,3,4,99,99,4,4,1,1,99,1,1,1,1,1,2,1,2,2,2,1.0,2.0,,,,,7.0,,,,,,2,3,3,3,4,3,3,4,4,3,3,4,4,4,3,4,4,4,2,99,99,4,2,4,4,4,4,,,,2,1,56,5,3,408.6479914906154,775.6471714382463,3
51,1,3,3,4,3,4,3,3,4,3,4,3,4,3,4,4,3,4,4,4,99,99,99,4,1,1,99,2,1,1,1,1,1,2,2,1,2,1.0,2.0,,,,,7.0,,,,,,4,4,4,3,1,4,3,3,3,4,3,3,4,4,3,4,3,3,2,99,99,4,2,4,3,4,4,,,,3,1,75,6,3,588.4958031232044,775.6471714382463,4
52,1,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,99,99,4,3,2,2,2,2,1,1,1,1,2,1,2,1,2,1.0,2.0,,,,,,8.0,,,,,3,2,3,3,3,3,3,3,3,3,4,4,5,5,4,4,4,4,2,99,99,5,3,5,4,4,4,5.0,4.0,4.0,3,1,66,6,3,588.4958031232044,775.6471714382463,2
53,1,3,3,4,3,4,3,4,3,4,3,3,4,3,4,3,3,4,3,4,99,99,3,3,99,1,99,1,2,1,1,1,99,99,2,2,2,1.0,2.0,,,,,7.0,,,,,,3,3,3,3,3,3,3,4,3,3,4,3,4,3,4,3,3,4,3,3,4,3,4,3,4,4,3,,,,3,1,40,3,3,372.39257971504253,775.6471714382463,2
54,1,3,4,2,2,2,2,2,2,2,3,2,3,3,3,2,2,3,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,,,3.0,,5.0,,7.0,,,,,,2,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3.0,3.0,2.0,3,2,31,2,4,422.5865179027109,775.6471714382463,1
55,1,3,3,4,3,4,3,4,3,4,3,3,4,3,4,3,4,3,4,3,99,99,4,4,2,1,99,1,2,1,1,1,1,2,2,1,2,1.0,2.0,,,,,7.0,,,,,,3,3,4,3,4,4,4,3,4,4,3,4,4,4,4,4,3,4,3,99,99,5,3,5,5,4,5,,,,1,2,57,5,3,627.8615550109802,775.6471714382463,4
56,1,3,3,3,3,4,3,3,4,4,3,3,3,4,3,3,4,3,3,4,5,4,5,4,1,1,1,1,1,1,1,1,2,1,2,1,2,1.0,2.0,,,,,7.0,,,,,,1,3,3,2,3,4,3,4,3,3,4,3,4,3,4,4,3,4,2,5,5,5,4,1,4,4,4,,,,1,2,24,1,5,493.0801713917611,775.6471714382463,4
57,1,3,4,3,3,4,3,4,3,3,4,3,4,3,4,3,4,3,4,4,99,99,4,4,99,1,2,2,1,1,1,1,99,99,2,1,2,,2.0,,,,,7.0,8.0,,,,,4,2,3,3,4,3,3,4,3,3,4,4,3,4,4,4,4,4,4,99,99,5,4,4,4,4,4,,,,1,2,26,2,4,422.5865179027109,775.6471714382463,5
58,1,3,4,3,3,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,99,99,4,4,1,1,99,1,2,1,1,1,2,1,2,1,2,1.0,2.0,,,,,7.0,,,,,,3,4,3,3,4,3,3,4,4,3,4,3,4,4,3,3,3,4,2,99,99,4,4,4,4,3,4,1.0,1.0,3.0,1,2,54,4,3,578.2038549958687,775.6471714382463,4
59,1,3,2,1,5,99,99,2,2,3,3,3,3,2,4,3,4,3,4,99,99,99,3,4,1,1,2,2,2,1,1,1,2,1,99,2,2,1.0,2.0,,4.0,,,,,,,,,3,2,5,99,99,3,4,99,4,3,3,2,5,3,3,3,3,99,3,99,99,3,99,3,4,4,99,,,,2,2,70,6,2,825.4821773959635,775.6471714382463,4
60,1,3,2,1,4,99,99,99,99,99,99,99,99,1,5,4,2,3,4,99,2,2,3,99,1,1,1,1,1,1,1,1,1,2,99,1,2,1.0,2.0,3.0,,,,,,,,,,2,1,4,99,99,99,99,99,99,99,99,1,5,2,2,3,2,99,2,3,4,2,2,3,99,2,99,,,,1,2,41,3,6,518.7396010298404,775.6471714382463,2
61,1,3,2,2,4,99,99,2,99,2,99,3,2,1,4,3,3,3,2,99,99,99,2,99,1,1,2,2,2,1,1,1,1,2,2,1,2,,2.0,,4.0,,6.0,,,,,,,2,2,4,99,99,4,99,4,99,3,3,2,5,3,2,3,2,99,2,99,99,2,99,3,99,4,3,,,,1,2,18,1,3,493.0801713917611,775.6471714382463,5
62,1,3,3,2,4,99,99,2,2,2,2,2,3,1,4,3,2,3,4,99,99,99,3,3,1,2,99,99,1,1,1,2,1,1,2,2,2,1.0,2.0,3.0,,,,,,,,,,3,2,4,99,99,2,2,2,3,3,3,2,5,3,2,3,4,99,3,99,99,1,99,3,3,3,2,,,,3,2,47,4,3,578.2038549958687,775.6471714382463,4
63,1,3,2,1,4,2,1,2,3,3,3,2,3,1,5,2,2,3,2,99,99,99,2,2,1,1,2,1,2,1,1,1,1,1,99,1,2,,2.0,3.0,4.0,,,,,,,,,1,2,4,99,99,99,3,99,3,99,99,2,4,2,2,1,4,99,2,99,99,3,99,4,3,1,5,,,,1,2,45,3,5,518.7396010298404,775.6471714382463,4
64,1,3,2,2,4,99,99,2,2,4,3,2,2,1,4,3,2,2,2,99,99,99,3,3,1,1,1,1,1,1,1,1,1,2,99,1,2,1.0,2.0,3.0,,,,,,,,,,2,4,5,99,99,3,4,3,3,4,3,4,5,3,3,3,3,99,4,99,99,2,99,2,3,3,5,3.0,3.0,4.0,1,2,40,3,5,518.7396010298404,775.6471714382463,3
65,1,3,3,3,3,3,1,3,4,3,4,2,3,3,4,3,4,4,2,4,3,3,4,3,2,1,2,1,2,1,2,1,1,2,1,2,2,1.0,,3.0,4.0,,,,,,,,,3,3,3,3,1,3,4,3,3,2,3,4,4,3,4,4,2,4,3,3,3,4,1,3,3,3,3,,,,2,1,56,5,5,408.6479914906154,775.6471714382463,4
66,1,3,2,3,3,1,1,99,99,99,3,2,99,3,4,1,4,4,2,99,99,99,4,3,1,1,1,2,1,1,2,1,1,1,2,2,2,1.0,2.0,3.0,,,,,,,,,,3,3,3,3,1,3,3,4,3,2,3,3,4,1,4,4,3,5,1,99,99,4,1,3,3,3,3,,,,1,2,77,7,4,952.2969588450252,775.6471714382463,5
67,1,3,1,1,1,1,1,2,3,3,1,2,2,3,3,3,4,4,3,2,2,2,4,3,1,1,2,1,1,1,1,1,1,2,1,2,2,1.0,,3.0,4.0,,,,,,,,,3,4,4,3,3,4,3,3,3,2,3,3,4,3,4,4,2,4,4,4,4,5,1,4,3,4,3,3.0,2.0,1.0,3,1,75,6,4,588.4958031232044,775.6471714382463,4
68,1,3,2,2,2,2,1,3,2,3,3,2,3,3,4,2,4,3,3,3,2,2,4,3,1,2,2,1,1,1,2,1,1,2,1,2,2,1.0,,,4.0,5.0,,,,,,,,3,3,3,3,1,4,3,4,3,2,3,3,4,2,4,4,2,4,1,4,3,4,1,3,4,4,4,,,,2,2,35,2,3,422.5865179027109,775.6471714382463,3
69,1,3,3,4,4,4,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,99,99,2,2,2,99,99,99,99,99,99,99,99,,2.0,3.0,,,,7.0,,,,,,2,2,2,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,2,3,,,,3,2,59,5,3,627.8615550109802,775.6471714382463,2
70,1,3,4,4,4,3,4,3,3,3,3,3,3,3,3,4,4,4,3,4,3,3,3,3,99,99,99,99,99,99,99,99,99,99,99,99,99,1.0,,,4.0,,,,8.0,,,,,3,4,4,4,4,5,4,2,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,,,,2,2,22,1,3,493.0801713917611,775.6471714382463,1
71,1,3,3,3,4,3,4,99,99,99,4,4,4,4,3,4,4,3,3,4,99,99,4,4,2,2,2,1,1,2,1,1,2,1,1,2,2,1.0,2.0,,,,,7.0,,,,,,3,3,3,4,4,3,4,4,3,3,4,3,4,3,4,3,3,4,3,99,99,5,3,5,4,4,4,,,,1,1,44,3,6,372.39257971504253,775.6471714382463,4
72,1,3,3,4,3,4,4,3,3,4,3,4,3,4,4,3,4,3,4,3,99,99,4,4,1,1,1,1,2,1,1,1,1,2,1,1,2,1.0,2.0,,,,,7.0,,,,,,3,3,4,3,3,3,3,4,4,3,4,4,2,4,3,4,3,4,3,99,99,2,3,4,4,4,4,,,,1,1,43,3,3,372.39257971504253,775.6471714382463,4
73,1,3,4,1,1,1,1,3,4,1,1,1,1,1,3,3,4,4,2,4,1,1,2,3,99,2,2,2,2,2,1,1,2,2,2,2,2,1.0,2.0,,4.0,,,,,,,,,4,3,3,3,1,3,4,4,4,2,3,3,3,3,4,3,2,4,5,5,5,1,1,3,4,3,4,,,,3,1,40,3,3,372.39257971504253,775.6471714382463,4
74,1,3,3,2,2,2,1,3,99,2,99,2,4,3,4,4,4,4,2,99,3,3,3,99,1,1,2,2,1,1,1,1,1,2,1,2,2,1.0,,,,5.0,6.0,,,,,,,3,1,2,1,1,3,99,3,99,2,99,2,4,2,2,3,4,4,2,3,3,4,2,4,3,4,4,,,,3,2,44,3,4,518.7396010298404,775.6471714382463,3
