BD_MATRICULA,cargo,sector_economico,tamano,mercado,impacto_internacional,situacion_economica,entorno_inversion,capacidad_compra,crecimiento_econ,infraestructura,conectividad,facil_crear_emp,recurso_humano,estab_jurid,seguridad,promg_forta_emp,reg_mercado_lab,servicios_pub,produc_finan,facil_comex,impuestos,percepcion_seguridad,seguridad_aumento,victima,hurto,informatico,fraude,extorsion,estafa,hurto_maq,ataq_infraestruc,vandalismo,secuestro,denuncio,inv_extranjera,Stem,simp_tramites,gob_recurso_humano,func_empresas,sistema_salud,acceso_finan,gob_seguridad,inno_emprend,ayuda_empresas,mitig_crisis_int,fintech,dis_inv_extranjera,dis_Stem,dis_simp_tramites,dis_recurso_humano,dis_func_empresas,dis_sistema_salud,dis_acceso_finan,dis_seguridad,dis_inno_emprend,dis_ayuda_empresas,dis_mitig_crisis_int,dis_fintech,inst_alarm,inst_cam_vig,letreros_disuasivos,seguridad_priv,refor_puer_ven,art_autoridades,cap_per_estrg_prev,ninguna,perd_clientes,perd_produc_trab,daños_establ,imp_salud_fis_mental,desin_inver,daño_reputacional,pago_seg_priv,no_gen_cost,year,EXPAN
2112_2024,2,1,2,,2,1,2,3,1,1,2,1,4,1,3,1,2,3,3,2,1,3,3,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,2024,106.4898
2113_2024,3,1,2,,3,1,3,4,3,3,3,4,3,3,3,4,4,4,4,3,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024,106.4898
2114_2024,2,1,1,1,1,1,3,3,3,3,4,3,3,3,2,4,3,4,3,4,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2024,103.51765
2115_2024,3,1,2,1,3,2,3,3,4,3,3,3,4,4,4,4,3,4,3,3,4,1,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2024,106.4898
2116_2024,2,1,1,1,2,1,2,1,1,5,5,1,1,1,1,5,3,5,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024,103.51765
2117_2024,4,1,1,,5,2,2,4,4,3,1,5,4,1,3,4,3,2,3,3,3,1,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,103.51765
2118_2024,1,1,1,1,2,3,4,2,4,2,4,4,4,2,2,4,4,3,4,2,2,1,2,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2024,103.51765
2119_2024,3,1,2,,3,1,2,3,1,1,2,4,2,1,1,2,2,4,3,1,2,2,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2024,106.4898
2120_2024,1,1,1,1,3,2,3,3,3,2,4,3,2,3,1,2,3,4,1,2,2,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2024,103.51765
2121_2024,4,1,1,,3,1,3,3,3,3,4,3,4,4,2,3,3,3,4,3,2,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2024,103.51765
2122_2024,3,1,1,1,2,2,3,2,2,3,4,1,3,1,1,2,3,4,2,3,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2024,103.51765
2123_2024,1,1,1,,2,3,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024,103.51765
2124_2024,2,1,1,1,2,1,1,1,1,1,1,5,3,1,1,5,5,5,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024,103.51765
2125_2024,4,3,4,1,4,1,3,3,4,4,4,3,4,3,3,4,3,4,3,3,3,1,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2024,177.64285
2126_2024,2,3,1,1,3,1,3,4,2,3,4,3,3,2,2,1,3,4,2,4,2,3,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2024,272.09286
2127_2024,1,2,1,1,3,1,3,3,3,2,4,3,2,2,2,3,2,4,3,1,2,2,3,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2024,209.61891
2128_2024,1,2,1,1,4,1,3,1,1,1,5,2,1,1,1,1,2,3,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,2024,209.61891
2129_2024,3,1,1,1,2,1,2,3,3,3,2,3,4,5,3,3,3,3,2,2,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2024,103.51765
2130_2024,2,2,1,1,3,1,4,2,4,2,4,3,4,4,3,2,2,4,3,4,2,1,2,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2024,209.61891
2131_2024,1,3,1,1,2,1,4,5,1,5,5,1,5,1,5,1,1,5,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2024,272.09286
2133_2024,1,2,1,1,3,1,4,3,3,3,5,5,5,4,2,5,4,4,4,4,3,2,3,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,2024,209.61891
2134_2024,4,3,1,,3,1,5,4,4,3,4,4,4,3,3,4,3,4,4,4,4,3,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2024,272.09286
2135_2024,2,1,1,,3,1,4,3,2,3,4,2,3,2,3,3,2,3,2,3,2,3,2,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,2024,103.51765
2137_2024,1,3,1,1,3,3,4,2,1,4,3,3,3,2,2,2,3,4,2,2,3,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2024,272.09286
2141_2024,3,3,2,1,3,1,4,1,2,2,1,1,2,1,2,2,1,1,2,2,1,3,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2024,170.04225
2142_2024,2,1,1,,4,1,3,5,5,1,5,3,3,3,1,3,3,5,3,5,1,1,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024,103.51765
2143_2024,3,3,2,1,1,2,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2024,170.04225
2145_2024,3,2,2,,3,1,4,3,4,4,5,4,4,4,4,4,4,4,3,3,3,3,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024,90.64286
2147_2024,3,2,1,1,3,1,3,4,5,4,5,4,4,4,1,5,5,5,2,3,3,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2024,209.61891
2148_2024,1,1,1,1,4,1,4,5,5,3,4,5,3,5,3,5,4,3,3,2,2,1,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,103.51765
2149_2024,1,1,1,,2,3,3,3,2,1,4,4,4,2,4,2,2,3,3,2,3,3,1,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2024,103.51765
2150_2024,4,2,1,1,3,1,4,3,3,3,4,4,3,2,2,2,2,4,3,2,2,1,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,2024,209.61891
2151_2024,1,1,1,,3,1,2,3,1,1,4,1,4,1,2,2,4,3,3,2,1,2,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2024,103.51765
2152_2024,3,2,2,1,3,2,2,1,1,1,5,1,5,1,1,5,1,1,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,90.64286
2154_2024,3,2,2,,3,1,4,4,4,5,5,5,3,3,5,4,5,5,5,4,4,3,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2024,90.64286
2155_2024,1,3,2,,1,1,2,2,2,3,4,2,2,3,3,2,3,4,4,2,2,1,2,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2024,170.04225
2158_2024,2,1,1,1,2,3,3,3,3,4,4,4,3,3,3,3,3,4,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2024,103.51765
2159_2024,1,1,1,1,3,1,3,3,3,1,3,3,3,1,1,3,3,3,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024,103.51765
2161_2024,4,1,2,,2,2,3,4,5,5,5,5,1,4,5,5,5,5,5,5,5,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,106.4898
2162_2024,3,2,2,1,1,1,3,3,3,1,5,4,5,1,1,1,5,1,3,2,1,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2024,90.64286
2164_2024,1,1,1,1,2,1,3,3,2,4,3,4,2,4,1,1,4,5,4,2,4,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024,103.51765
2165_2024,1,2,1,1,3,2,4,3,2,2,5,2,3,2,2,3,2,1,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2024,209.61891
2168_2024,3,3,2,1,3,2,3,4,3,3,3,3,3,4,4,4,3,4,3,4,4,3,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024,170.04225
2170_2024,1,1,1,1,2,1,3,3,1,4,4,2,4,3,2,1,5,5,3,1,2,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2024,103.51765
2173_2024,4,2,1,1,3,1,4,3,3,2,3,3,4,4,2,3,3,2,4,3,3,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,209.61891
2174_2024,3,1,1,1,5,1,3,3,3,1,4,5,5,2,5,3,2,5,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2024,103.51765
2175_2024,3,1,2,,3,1,2,1,2,2,5,2,3,2,2,2,2,2,2,2,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,106.4898
2178_2024,4,2,2,,3,1,4,4,3,4,5,3,4,4,3,3,4,4,4,4,3,2,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024,90.64286
2179_2024,3,3,2,1,3,1,4,4,3,4,4,4,4,4,3,4,3,4,4,3,4,3,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2024,170.04225
2181_2024,4,3,2,,3,1,4,3,3,4,4,4,4,4,4,3,4,4,5,4,4,3,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2024,170.04225
2184_2024,1,1,1,,3,1,3,3,3,4,3,4,3,3,1,2,3,4,3,2,2,3,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2024,103.51765
2185_2024,1,1,1,,3,1,4,4,4,3,4,4,3,3,1,2,3,4,4,1,4,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024,103.51765
2186_2024,4,2,2,,3,1,3,3,2,2,4,2,3,3,3,3,2,4,4,3,2,3,3,2,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,90.64286
2188_2024,1,1,2,,3,1,4,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2024,106.4898
2189_2024,1,2,1,1,1,1,4,3,2,1,4,3,1,2,2,2,3,4,4,2,4,1,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024,209.61891
2190_2024,2,1,1,1,2,1,3,3,3,1,5,1,3,1,1,1,1,1,1,5,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2024,103.51765
2193_2024,1,2,1,1,2,1,3,5,1,5,5,5,5,1,1,5,1,5,5,1,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2024,209.61891
2195_2024,1,1,1,,3,2,5,2,3,3,4,3,3,2,3,1,2,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2024,103.51765
2196_2024,2,2,2,,3,1,4,4,3,4,5,4,4,5,3,3,4,4,4,4,4,1,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2024,90.64286
2205_2024,3,2,2,,4,1,4,3,4,1,1,2,3,3,3,2,4,3,2,3,1,2,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2024,90.64286
2207_2024,4,1,2,,3,1,3,3,3,1,3,3,4,3,4,1,3,3,2,3,1,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,2024,106.4898
2208_2024,2,1,1,1,3,1,4,3,3,3,3,3,3,2,3,3,3,3,4,3,3,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2024,103.51765
2210_2024,1,1,1,,3,1,4,4,3,4,4,3,4,3,3,3,3,4,4,4,3,2,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,103.51765
2215_2024,1,1,1,1,2,1,3,2,2,5,5,1,1,2,3,1,3,1,1,2,1,3,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2024,103.51765
2219_2024,4,3,2,1,3,2,4,2,3,2,4,3,4,3,3,4,3,5,5,4,3,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2024,170.04225
2220_2024,4,2,1,1,3,2,3,4,3,3,5,2,3,3,2,4,3,5,3,2,2,1,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,2024,209.61891
2225_2024,1,1,1,1,1,3,3,2,3,5,5,4,1,3,1,4,5,5,3,1,2,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2024,103.51765
2226_2024,2,1,1,,2,3,3,3,1,4,5,5,5,4,4,3,5,5,4,2,2,3,1,2,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2024,103.51765
2227_2024,1,1,1,1,3,3,1,2,2,4,4,4,3,3,2,3,2,4,4,1,2,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2024,103.51765
2228_2024,1,3,2,,3,1,3,3,2,3,2,4,3,3,2,3,3,4,2,3,3,2,3,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,2024,170.04225
2229_2024,1,1,1,1,3,1,2,2,3,3,5,3,2,2,2,1,3,5,3,1,2,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,103.51765
2230_2024,1,1,1,1,3,3,3,3,3,3,4,3,3,4,4,3,4,3,3,4,2,3,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,103.51765
2231_2024,3,1,1,1,2,1,3,4,4,3,5,3,4,4,3,3,3,4,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2024,103.51765
2232_2024,1,3,2,,2,1,3,3,2,3,4,4,4,4,2,3,3,4,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2024,170.04225
2234_2024,1,1,1,1,3,1,1,1,1,5,3,1,5,2,1,3,3,5,1,3,3,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,103.51765
2235_2024,4,1,1,,1,3,1,2,3,3,3,3,3,2,2,2,3,3,2,3,2,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,103.51765
2236_2024,3,1,1,,1,3,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024,103.51765
2238_2024,1,2,2,1,1,2,2,3,4,4,5,5,5,2,2,3,2,5,4,3,2,1,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2024,90.64286
2240_2024,4,3,3,1,2,3,3,3,3,3,4,4,4,4,2,3,3,4,4,3,3,1,3,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2024,77.298248
2241_2024,4,3,3,1,3,2,4,3,2,2,3,3,3,3,3,3,3,3,3,2,3,1,2,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2024,77.298248
2242_2024,3,3,4,,3,2,3,3,2,3,4,3,3,3,3,2,3,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024,177.64285
2243_2024,3,3,4,1,4,3,2,1,2,2,3,2,4,2,1,2,1,3,3,3,1,2,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2024,177.64285
2245_2024,3,3,3,1,4,1,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,3,1,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,2024,77.298248
