Localidad,UPL,A1,A2,A3,A4,P102,P102_1,P103_1,P106,P111,P203,_Capture_gps_latitude,_Capture_gps_longitude,FEX,anio
19. Ciudad Bolívar,3,2,43,8,2,2,4,4,1,2,2,4.5894689,-74.165108,407.0594343180994,2025
19. Ciudad Bolívar,3,2,39,5,2,2,2,2,3,1,2,4.5889611,-74.1654023,407.0594343180994,2025
19. Ciudad Bolívar,3,2,22,8,2,2,3,1,3,1,2,4.5898139,-74.1659393,332.3534873992243,2025
19. Ciudad Bolívar,3,2,23,8,2,1,4,1,3,1,2,4.5893005,-74.1659763,332.3534873992243,2025
19. Ciudad Bolívar,3,2,52,8,2,1,2,3,2,3,2,4.5891545,-74.1660265,353.8456100149071,2025
19. Ciudad Bolívar,3,1,65,3,2,1,5,1,3,3,2,4.5889348,-74.1674198,317.498366208405,2025
19. Ciudad Bolívar,3,2,67,4,2,2,3,2,3,2,2,4.58981,-74.1662364,252.5261153800838,2025
19. Ciudad Bolívar,3,2,50,5,2,1,4,2,3,1,1,4.59159,-74.16011,259.985703350217,2025
19. Ciudad Bolívar,3,2,34,7,3,1,5,2,3,1,2,4.5921167,-74.1600946,317.8532200568479,2025
16. Puente Aranda,31,2,42,4,3,2,4,3,3,4,2,4.6056725,-74.1286431,277.4835500818302,2025
16. Puente Aranda,31,1,18,5,3,2,2,3,3,1,1,4.6046945,-74.1284905,227.6597782827048,2025
16. Puente Aranda,31,1,45,9,3,1,3,1,1,1,2,4.6051263,-74.1289169,231.9802429459637,2025
4. San Cristóbal,21,2,56,5,2,1,3,3,3,3,2,4.5619836,-74.0841353,156.2762126495083,2025
4. San Cristóbal,21,2,55,5,2,2,2,3,3,3,2,4.5605594,-74.0829073,201.5094618246477,2025
4. San Cristóbal,21,2,19,5,2,2,3,3,1,3,1,4.5532029,-74.0923783,408.0041024979277,2025
4. San Cristóbal,21,2,50,4,2,2,3,1,3,1,2,4.552402,-74.0928147,434.4412068815425,2025
4. San Cristóbal,21,1,63,5,2,2,3,3,3,1,2,4.55242,-74.092922,330.8524346823826,2025
4. San Cristóbal,21,1,48,7,2,2,4,4,1,3,2,4.5523367,-74.092335,436.0927208264134,2025
19. Ciudad Bolívar,3,2,72,3,2,2,3,1,3,1,2,4.5891238,-74.1662169,252.5261153800838,2025
19. Ciudad Bolívar,3,1,66,5,3,1,3,1,3,2,2,4.5913579,-74.1598344,186.0733897859148,2025
13. Teusaquillo,32,2,50,8,4,2,2,2,3,3,2,4.6350647,-74.0928537,212.4611850990172,2025
13. Teusaquillo,32,2,57,8,4,1,4,3,3,4,2,4.6359022,-74.0933301,163.710816843491,2025
13. Teusaquillo,32,2,57,8,4,2,2,1,3,1,1,4.6351871,-74.0936001,163.710816843491,2025
13. Teusaquillo,32,1,36,8,5,1,4,1,3,1,2,4.6343918,-74.0930215,244.281709224534,2025
13. Teusaquillo,32,1,55,8,4,2,2,1,3,1,1,4.6346418,-74.0934689,213.2619108194915,2025
4. San Cristóbal,21,2,47,5,2,2,1,1,3,2,2,4.5619116,-74.0845046,201.5094618246477,2025
4. San Cristóbal,21,1,39,8,2,1,3,3,3,3,2,4.5595674,-74.0841928,232.5548609178742,2025
4. San Cristóbal,21,2,35,5,2,2,1,1,3,1,2,4.5603931,-74.0828774,246.1251835534411,2025
2. Chapinero,6,1,35,7,2,1,4,3,2,2,2,4.6410922,-74.0538913,51.83971663967436,2025
2. Chapinero,6,1,21,5,2,1,3,3,3,2,2,4.6401163,-74.0537634,39.80283349579035,2025
2. Chapinero,6,1,28,5,1,1,4,4,1,4,2,4.6395946,-74.0535061,48.77660393717935,2025
2. Chapinero,6,1,36,5,1,2,4,4,2,1,2,4.639745,-74.05338,48.75851154521952,2025
2. Chapinero,6,1,71,3,1,2,3,1,3,3,2,4.6399913,-74.053708,30.32322614631618,2025
2. Chapinero,24,1,19,5,2,1,4,3,2,2,2,4.6404654,-74.0537674,468.4079178651382,2025
2. Chapinero,24,1,19,5,5,1,5,2,2,3,1,4.642398,-74.0573247,468.4079178651382,2025
4. San Cristóbal,21,2,63,3,2,2,1,1,3,1,2,4.5501018,-74.0915054,562.5809712668336,2025
4. San Cristóbal,5,1,45,8,2,1,3,4,2,2,2,4.541946,-74.0933734,192.342163757617,2025
4. San Cristóbal,21,2,35,5,2,2,1,1,3,1,1,4.552275,-74.0932633,790.1485024728236,2025
4. San Cristóbal,21,1,18,5,2,2,4,3,1,3,1,4.5524817,-74.0929967,409.5434638036346,2025
4. San Cristóbal,21,1,18,5,2,1,3,1,3,4,2,4.5545604,-74.0902528,230.5697705626681,2025
2. Chapinero,24,1,41,5,1,2,2,3,3,3,2,4.641525,-74.05428,573.8001761486422,2025
2. Chapinero,24,1,19,8,1,1,2,3,2,1,2,4.64179,-74.054795,468.4079178651382,2025
2. Chapinero,24,2,56,3,1,2,4,1,3,1,2,4.6402122,-74.0545983,386.7546162303998,2025
2. Chapinero,24,2,35,5,1,2,1,1,2,1,2,4.640022,-74.0542954,607.8929831886323,2025
2. Chapinero,6,1,40,7,1,2,4,1,3,1,2,4.6390001,-74.053492,48.75851154521952,2025
2. Chapinero,24,1,51,5,1,2,2,1,3,1,2,4.6400619,-74.0543054,498.6293452474194,2025
2. Chapinero,24,1,52,5,1,2,4,1,3,1,2,4.6404417,-74.054733,498.6293452474194,2025
2. Chapinero,24,1,38,9,4,1,5,1,2,1,2,4.6463349,-74.0562373,568.9235787154256,2025
13. Teusaquillo,32,1,29,8,4,1,4,3,2,2,2,4.6345509,-74.0928951,258.643747188408,2025
13. Teusaquillo,32,1,39,10,4,2,1,1,3,2,2,4.6347976,-74.0943116,244.281709224534,2025
4. San Cristóbal,5,1,24,5,2,1,4,1,2,1,2,4.5396192,-74.0877714,183.1660519031335,2025
4. San Cristóbal,5,2,26,5,2,2,1,1,2,1,2,4.5403836,-74.0870591,223.5028436500909,2025
4. San Cristóbal,5,2,33,7,2,1,3,1,3,1,2,4.5402437,-74.0873616,237.3212388192506,2025
4. San Cristóbal,5,2,40,5,2,2,1,1,3,1,2,4.5401168,-74.0874917,223.4209475298191,2025
4. San Cristóbal,21,2,56,5,2,2,2,1,2,1,2,4.5623658,-74.0845022,156.2762126495083,2025
4. San Cristóbal,21,2,46,5,2,2,1,1,3,1,2,4.5626782,-74.0841826,201.5094618246477,2025
16. Puente Aranda,31,2,70,7,3,2,3,2,3,3,2,4.6047594,-74.1285788,171.0966128579421,2025
16. Puente Aranda,31,1,64,8,3,2,4,3,3,5,2,4.6048055,-74.1283055,183.4365365416265,2025
16. Puente Aranda,31,2,71,8,3,2,3,3,2,4,2,4.6059246,-74.1278655,171.0966128579421,2025
16. Puente Aranda,31,1,39,7,3,1,4,2,3,2,2,4.6056993,-74.1276387,278.4845164482422,2025
16. Puente Aranda,31,1,57,5,3,1,3,3,2,2,2,4.6069727,-74.1281262,187.5002569678871,2025
19. Ciudad Bolívar,3,1,25,8,3,1,4,3,2,3,2,4.5920114,-74.1597451,300.2938684372825,2025
19. Ciudad Bolívar,3,1,58,5,2,2,3,5,2,2,1,4.5901267,-74.16597,275.791414859978,2025
19. Ciudad Bolívar,3,2,37,5,2,2,3,2,3,2,2,4.5898197,-74.166048,407.0594343180994,2025
19. Ciudad Bolívar,3,2,39,7,2,2,3,1,3,1,2,4.5894843,-74.1662095,407.0594343180994,2025
19. Ciudad Bolívar,3,2,24,8,3,1,4,1,3,3,1,4.5911037,-74.1611167,244.1945095171439,2025
2. Chapinero,6,2,27,5,2,2,3,3,2,3,2,4.6398133,-74.0536121,48.59674939663572,2025
2. Chapinero,6,1,20,5,2,1,3,3,2,3,2,4.6396992,-74.0535664,39.80283349579035,2025
2. Chapinero,6,1,20,5,1,1,2,2,3,1,1,4.6412818,-74.0537514,39.80283349579035,2025
2. Chapinero,6,1,57,3,2,2,4,1,3,3,2,4.6412133,-74.0537949,32.97003136263447,2025
2. Chapinero,6,1,56,5,2,1,5,2,3,2,2,4.6413001,-74.0538443,32.97003136263447,2025
2. Chapinero,6,2,23,5,2,1,5,3,3,2,2,4.6403914,-74.0536749,39.65445580577764,2025
2. Chapinero,6,2,69,3,1,1,3,3,3,1,2,4.6403533,-74.0537447,30.23844813300678,2025
2. Chapinero,6,2,53,5,2,1,4,3,3,3,2,4.6707222,-74.0203179,47.19570684361495,2025
2. Chapinero,6,1,58,5,2,1,4,2,2,3,2,4.6714249,-74.0207144,36.86377967703571,2025
2. Chapinero,6,2,30,5,2,1,4,3,3,3,2,4.6717244,-74.020721,57.75603808571019,2025
2. Chapinero,6,2,61,5,2,1,3,3,3,3,2,4.6718255,-74.0200326,35.9912282317604,2025
2. Chapinero,6,1,70,5,2,2,3,1,3,2,2,4.6694837,-74.0190295,33.90438775929051,2025
2. Chapinero,6,2,27,5,2,1,5,1,2,1,2,4.6694483,-74.0189873,54.33600723862189,2025
2. Chapinero,6,2,40,5,2,1,4,2,3,4,2,4.6702448,-74.0189283,54.31581756722649,2025
2. Chapinero,6,2,31,5,2,1,3,1,2,1,2,4.669015,-74.0199736,53.88181489120619,2025
2. Chapinero,6,1,56,5,2,1,3,1,3,2,2,4.6707961,-74.0198127,36.86377967703571,2025
2. Chapinero,6,1,62,4,2,2,3,1,2,3,2,4.6704024,-74.0195645,36.10363163456266,2025
2. Chapinero,6,2,45,8,2,1,3,1,3,2,2,4.670428,-74.0205836,45.16947714866693,2025
2. Chapinero,6,2,66,3,2,1,4,1,1,4,2,4.669552,-74.0195325,33.80959749446728,2025
2. Chapinero,6,2,21,7,2,1,4,2,2,3,2,4.6693625,-74.0189711,44.33763213503146,2025
19. Ciudad Bolívar,4,2,35,8,1,2,3,1,3,1,2,4.54451412,-74.16205214,1928.468154583687,2025
19. Ciudad Bolívar,4,2,52,8,1,1,4,3,3,4,2,4.540232166,-74.15696889,1715.199703310464,2025
12. Barrios Unidos,33,1,29,5,3,1,5,3,2,1,1,4.665730625,-74.0626,267.4381677983941,2025
4. San Cristóbal,5,1,39,5,2,1,3,2,1,1,2,4.530721927,-74.08826766,253.6864755484306,2025
2. Chapinero,24,1,33,10,6,2,3,1,3,2,1,4.660852709,-74.04909753,1401.997132480514,2025
3. Santa Fe,23,1,81,3,2,1,4,3,2,1,2,4.585603671,-74.07468581,69.89586211885116,2025
16. Puente Aranda,31,1,38,10,3,1,3,3,3,3,2,4.6057879,-74.1289031,278.4845164482422,2025
16. Puente Aranda,31,1,20,5,3,1,3,3,3,2,2,4.6046555,-74.128339,227.6597782827048,2025
16. Puente Aranda,31,2,43,5,3,1,4,1,2,1,2,4.6048424,-74.1281509,277.4835500818302,2025
16. Puente Aranda,31,2,32,5,3,2,4,1,3,2,2,4.6047654,-74.1285874,294.5033531404701,2025
16. Puente Aranda,31,1,50,9,3,2,1,1,2,1,1,4.6056544,-74.1281102,242.4397012318835,2025
16. Puente Aranda,31,2,56,5,3,2,2,1,3,1,1,4.6058566,-74.1278029,186.8694852572814,2025
16. Puente Aranda,31,2,31,8,3,2,1,1,3,1,1,4.60815443,-74.11496627,604.0526800650518,2025
9. Fontibón,30,2,41,10,4,1,4,2,3,3,2,4.667599062,-74.12191841,905.1509764597779,2025
6. Tunjuelito,19,2,33,5,2,2,1,2,2,1,2,4.559915874,-74.12445189,741.218111316136,2025
17. La Candelaria,23,2,20,5,2,1,4,4,2,4,2,4.5916753,-74.0700836,24.80438282514965,2025
4. San Cristóbal,21,1,78,4,2,1,3,3,2,1,2,4.5540817,-74.08762,381.3435367201092,2025
4. San Cristóbal,21,1,23,7,2,2,3,2,1,1,2,4.5540133,-74.0877133,380.3649423500693,2025
4. San Cristóbal,21,2,63,3,2,1,4,4,1,3,2,4.5540033,-74.0872467,306.2926568527851,2025
19. Ciudad Bolívar,4,1,65,4,2,2,3,1,2,3,2,4.5546949,-74.1353912,343.6880061370549,2025
19. Ciudad Bolívar,3,1,48,3,2,2,1,1,3,1,2,4.5900908,-74.1637655,355.1904113884032,2025
3. Santa Fe,23,1,43,3,2,2,1,5,1,3,2,4.59217892,-74.0872535,86.69487327670707,2025
16. Puente Aranda,31,2,24,8,3,1,3,1,3,2,2,4.6122496,-74.1126439,214.403441660996,2025
16. Puente Aranda,31,1,60,4,3,1,3,2,3,1,2,4.6117984,-74.1132386,177.2512486941293,2025
16. Puente Aranda,31,1,29,4,3,2,2,2,3,4,2,4.612115,-74.1134417,279.3617212722983,2025
16. Puente Aranda,31,1,24,5,3,1,4,3,3,3,2,4.6120911,-74.1129402,215.215598264216,2025
19. Ciudad Bolívar,4,2,60,7,2,2,3,3,2,3,2,4.5550844,-74.1353764,349.9045716591257,2025
19. Ciudad Bolívar,4,2,32,9,2,1,2,1,3,2,2,4.5539872,-74.1358728,550.6514022617629,2025
19. Ciudad Bolívar,4,1,65,4,2,1,4,4,3,3,2,4.5515347,-74.1386516,181.2903020904801,2025
19. Ciudad Bolívar,4,2,52,7,2,2,3,2,3,2,2,4.5519267,-74.1382071,237.5799555875514,2025
16. Puente Aranda,31,1,55,7,3,1,3,3,3,3,2,4.6089311,-74.1168375,497.2654800756673,2025
16. Puente Aranda,31,2,64,7,3,2,1,1,3,3,2,4.6207943,-74.1132196,117.030101319699,2025
16. Puente Aranda,31,1,55,8,3,2,3,2,3,2,1,4.6080871,-74.1162374,497.2654800756673,2025
16. Puente Aranda,31,1,18,4,3,1,3,2,2,1,2,4.6214912,-74.1125097,145.722150106818,2025
16. Puente Aranda,31,1,55,5,3,2,3,3,3,2,2,4.6208101,-74.1134613,155.182592205171,2025
16. Puente Aranda,31,1,32,9,3,1,3,2,2,2,2,4.6206661,-74.1132526,189.1553911968918,2025
16. Puente Aranda,31,1,62,5,3,2,1,1,3,1,2,4.6203109,-74.1129699,117.4154113415668,2025
16. Puente Aranda,31,1,65,4,3,2,1,1,3,1,2,4.6198172,-74.1126434,117.4154113415668,2025
19. Ciudad Bolívar,3,2,51,5,1,2,3,1,3,1,2,4.5740472,-74.1638648,1070.189799764719,2025
9. Fontibón,12,1,39,3,2,2,1,3,2,5,2,4.6976729,-74.1680972,411.856890884531,2025
9. Fontibón,12,2,34,4,2,2,2,1,3,1,1,4.6964529,-74.1672803,435.6272529750038,2025
9. Fontibón,12,1,31,5,2,1,5,3,1,2,1,4.6976492,-74.1684197,437.1293031992453,2025
9. Fontibón,12,2,20,5,2,1,5,2,3,2,2,4.6975961,-74.1687545,335.3527590058649,2025
9. Fontibón,12,2,32,8,2,2,1,1,3,2,2,4.6983705,-74.167967,435.6272529750038,2025
9. Fontibón,12,2,21,5,2,1,5,5,2,2,2,4.6980944,-74.1675983,335.3527590058649,2025
9. Fontibón,12,1,49,4,2,2,2,1,2,3,2,4.6973324,-74.1682759,358.471695143865,2025
9. Fontibón,12,2,33,8,2,2,3,3,3,1,1,4.6969783,-74.1678454,435.6272529750038,2025
9. Fontibón,12,2,49,5,2,2,3,2,2,2,2,4.6926242,-74.1700643,494.3410339558752,2025
9. Fontibón,12,2,69,3,2,1,5,3,3,5,2,4.6923306,-74.169835,350.523777291836,2025
9. Fontibón,12,2,75,3,2,2,4,1,2,4,2,4.6970374,-74.1674938,253.2204347801633,2025
9. Fontibón,12,1,23,7,2,1,3,3,3,3,2,4.6969586,-74.1682015,336.6220923094517,2025
9. Fontibón,12,1,60,4,2,2,3,3,2,2,2,4.6971353,-74.1676762,277.3719835127069,2025
9. Fontibón,12,2,55,5,2,1,5,1,3,1,2,4.6973899,-74.1686883,357.1148654025922,2025
9. Fontibón,12,2,26,7,2,1,3,3,1,1,2,4.697955,-74.1679729,410.5215904148888,2025
9. Fontibón,12,1,22,7,2,2,3,4,2,3,2,4.6981445,-74.1676542,336.6220923094517,2025
9. Fontibón,12,2,50,3,2,2,3,1,1,1,2,4.6965645,-74.1675504,357.1148654025922,2025
9. Fontibón,12,2,30,5,2,1,2,2,3,2,2,4.6925701,-74.1698133,603.0228576798357,2025
9. Fontibón,12,2,24,7,2,1,1,3,3,3,2,4.692935,-74.1702417,464.2165467965741,2025
9. Fontibón,12,2,21,7,2,1,2,2,1,1,1,4.6932905,-74.169855,464.2165467965741,2025
19. Ciudad Bolívar,3,1,23,5,1,1,5,5,2,3,2,4.5750995,-74.1614106,1128.146796976787,2025
19. Ciudad Bolívar,3,2,31,4,1,2,4,4,3,4,2,4.5745419,-74.1615894,1462.939932423525,2025
2. Chapinero,6,2,72,3,2,1,5,5,3,1,2,4.6697491,-74.0235048,31.54168004113494,2025
19. Ciudad Bolívar,3,1,35,5,1,1,5,3,3,3,2,4.5752152,-74.1609002,1468.099377594814,2025
2. Chapinero,6,2,66,3,2,2,1,1,3,1,2,4.669135,-74.0238424,28.03739298396933,2025
2. Chapinero,6,1,21,7,2,1,5,3,3,5,1,4.6684436,-74.0251345,36.90558720765954,2025
2. Chapinero,6,2,68,1,2,1,5,1,2,1,2,4.6687522,-74.0244905,28.03739298396933,2025
2. Chapinero,6,2,43,5,2,1,1,1,3,5,1,4.6685794,-74.0240324,45.04265165023399,2025
2. Chapinero,6,2,18,5,2,1,5,1,1,1,2,4.668101,-74.0233912,36.76800992238879,2025
2. Chapinero,6,1,18,5,2,1,5,3,2,3,1,4.6680775,-74.0232994,41.51827611432225,2025
2. Chapinero,6,1,22,5,2,1,1,1,3,1,1,4.6677187,-74.0231276,41.51827611432225,2025
2. Chapinero,6,2,18,5,2,1,3,1,2,1,2,4.6680748,-74.0233721,36.76800992238879,2025
2. Chapinero,6,1,18,5,3,1,1,1,3,1,2,4.6681109,-74.0234041,36.90558720765954,2025
2. Chapinero,6,2,51,3,2,1,5,1,3,1,2,4.6702203,-74.020495,47.19570684361495,2025
2. Chapinero,6,1,57,8,2,1,5,2,3,3,2,4.6694489,-74.019853,34.39099042424947,2025
2. Chapinero,6,1,31,5,2,1,5,1,1,3,2,4.6692259,-74.0195543,54.07393092659743,2025
2. Chapinero,6,2,58,5,2,2,3,1,3,1,2,4.6714436,-74.0230588,34.28077180746044,2025
2. Chapinero,6,1,77,3,2,1,5,1,3,1,2,4.6716206,-74.0223919,44.61712609532164,2025
2. Chapinero,6,2,51,3,2,1,4,1,3,5,2,4.672356,-74.0223728,47.19570684361495,2025
19. Ciudad Bolívar,3,1,36,7,1,2,3,2,3,1,2,4.5729396,-74.1746034,1323.516860408831,2025
19. Ciudad Bolívar,3,2,49,3,1,2,3,3,3,3,2,4.5735528,-74.1745998,1146.284496889158,2025
19. Ciudad Bolívar,3,1,72,4,1,1,4,3,2,3,2,4.5736434,-74.1645117,765.9415159774568,2025
19. Ciudad Bolívar,3,2,45,3,1,1,1,1,3,1,2,4.5750338,-74.1610649,1145.100996803762,2025
19. Ciudad Bolívar,3,1,47,5,1,2,1,1,3,1,2,4.5749043,-74.1616771,1201.148676536008,2025
16. Puente Aranda,31,1,37,5,3,1,3,3,3,3,2,4.6123502,-74.1130856,263.262190040016,2025
16. Puente Aranda,31,1,52,4,3,2,3,2,3,3,2,4.6116733,-74.1131877,229.1876313734485,2025
2. Chapinero,6,1,20,5,2,1,3,2,2,2,2,4.6709987,-74.0231216,41.51827611432225,2025
2. Chapinero,6,2,21,7,2,1,3,2,3,1,2,4.6694384,-74.0199715,41.36350356769427,2025
2. Chapinero,6,2,30,5,2,1,3,2,3,1,2,4.6693141,-74.0201317,53.88181489120619,2025
19. Ciudad Bolívar,4,1,64,4,2,2,5,5,3,1,2,4.554702,-74.1354204,343.6880061370549,2025
2. Chapinero,24,1,66,5,2,1,4,3,3,4,2,4.6465323,-74.0542454,353.8171652627239,2025
19. Ciudad Bolívar,4,1,61,3,2,1,2,2,2,2,2,4.5541079,-74.1353254,343.6880061370549,2025
2. Chapinero,24,1,58,3,2,1,3,1,3,3,2,4.6467441,-74.0544514,384.700591522238,2025
2. Chapinero,24,2,70,3,2,1,4,1,1,2,2,4.6463727,-74.0540034,352.8279592923236,2025
2. Chapinero,24,1,58,8,4,2,3,1,3,2,2,4.6460167,-74.0558949,384.700591522238,2025
19. Ciudad Bolívar,4,2,37,5,2,2,1,1,3,1,1,4.5538086,-74.1358704,518.135815732167,2025
2. Chapinero,24,2,42,8,4,1,3,1,3,3,2,4.6397851,-74.0612739,958.9068276927213,2025
19. Ciudad Bolívar,4,2,56,5,2,2,1,1,3,4,2,4.551575,-74.1385017,184.5694477730096,2025
2. Chapinero,6,2,63,3,2,2,2,1,3,3,2,4.67009,-74.0203183,35.9912282317604,2025
2. Chapinero,24,2,31,8,4,1,4,3,2,2,2,4.639721,-74.0611369,1019.641455130845,2025
2. Chapinero,24,1,40,7,4,1,4,1,3,1,2,4.6402348,-74.0620494,962.4563249498581,2025
2. Chapinero,24,2,39,10,4,2,4,2,2,3,2,4.6399534,-74.0615256,958.9068276927213,2025
19. Ciudad Bolívar,4,1,48,7,2,2,4,3,2,1,2,4.5514333,-74.138775,238.4828856834648,2025
2. Chapinero,24,2,36,9,4,2,3,2,3,2,2,4.6403368,-74.061542,958.9068276927213,2025
2. Chapinero,6,2,69,3,2,1,3,2,3,2,2,4.6718397,-74.0224128,31.54168004113494,2025
2. Chapinero,6,1,70,5,2,1,4,3,2,2,2,4.6715982,-74.0225818,31.63011186007506,2025
2. Chapinero,6,1,65,5,2,1,4,1,2,3,2,4.6714286,-74.023256,33.68183243017683,2025
4. San Cristóbal,21,2,35,7,2,2,3,1,3,3,2,4.559955,-74.0828711,246.1251835534411,2025
4. San Cristóbal,21,2,47,5,1,1,3,1,3,1,2,4.5608149,-74.0833153,201.5094618246477,2025
4. San Cristóbal,21,2,57,5,1,2,2,3,3,3,2,4.5613268,-74.0833021,156.2762126495083,2025
4. San Cristóbal,21,2,32,8,1,1,3,2,1,2,2,4.5594374,-74.0827738,246.1251835534411,2025
4. San Cristóbal,21,2,34,7,1,2,3,3,2,2,2,4.5600222,-74.0835872,246.1251835534411,2025
4. San Cristóbal,21,2,55,1,1,2,1,1,2,1,2,4.5605317,-74.0833667,201.5094618246477,2025
4. San Cristóbal,21,2,54,3,2,2,1,1,3,1,2,4.56487,-74.0846583,201.5094618246477,2025
19. Ciudad Bolívar,3,2,28,7,1,1,3,4,1,1,2,4.5738483,-74.1651441,1231.586934584171,2025
19. Ciudad Bolívar,3,1,37,7,1,1,3,1,3,3,2,4.5737909,-74.1644005,1235.656809169179,2025
19. Ciudad Bolívar,3,2,26,5,1,2,4,4,3,4,2,4.57402664131206,-74.1643705329321,1231.586934584171,2025
19. Ciudad Bolívar,3,2,32,5,1,2,4,1,2,1,2,4.5749717,-74.1611467,1462.939932423525,2025
19. Ciudad Bolívar,3,2,18,7,1,2,2,1,3,1,1,4.574886,-74.1612362,1123.920969519559,2025
19. Ciudad Bolívar,3,2,34,7,1,2,1,1,3,1,2,4.5750075,-74.1615241,1462.939932423525,2025
4. San Cristóbal,21,2,55,5,1,2,1,1,3,1,2,4.5614133,-74.0833,201.5094618246477,2025
4. San Cristóbal,21,2,53,3,1,2,2,3,3,3,2,4.561015,-74.0833567,201.5094618246477,2025
4. San Cristóbal,21,1,20,5,1,1,4,2,3,1,1,4.5593808,-74.0829477,189.9609928285987,2025
4. San Cristóbal,21,2,33,5,2,2,3,1,3,1,2,4.564950262,-74.08468825,246.1251835534411,2025
4. San Cristóbal,21,2,33,5,2,2,4,1,3,1,2,4.564995,-74.0845394,246.1251835534411,2025
16. Puente Aranda,31,2,45,7,3,2,3,2,3,2,2,4.599623,-74.1068443,180.5155631601777,2025
16. Puente Aranda,31,1,18,5,3,1,3,3,3,3,2,4.6083161,-74.1167952,466.950538077883,2025
16. Puente Aranda,31,2,63,5,3,2,1,1,3,1,1,4.610771,-74.1134771,172.8405959696474,2025
16. Puente Aranda,31,1,67,4,3,2,4,2,3,1,2,4.6111018,-74.1134287,162.2284213769912,2025
4. San Cristóbal,21,1,28,7,2,2,3,2,3,1,2,4.5540189,-74.0874308,465.8223203986931,2025
4. San Cristóbal,21,2,34,5,2,2,3,2,2,2,2,4.5538257,-74.0872516,492.8242891301139,2025
4. San Cristóbal,21,1,73,3,2,1,5,4,2,1,2,4.5533968,-74.0875559,287.9078716294832,2025
4. San Cristóbal,21,1,54,4,2,1,3,3,3,1,1,4.5531127,-74.0869621,405.0226588305559,2025
4. San Cristóbal,21,1,46,3,2,2,1,1,3,1,1,4.5530462,-74.0865914,405.0226588305559,2025
4. San Cristóbal,21,1,22,7,2,1,5,3,2,2,2,4.5520974,-74.0858234,380.3649423500693,2025
4. San Cristóbal,21,1,42,5,2,1,4,5,3,5,2,4.5525404,-74.0857004,465.6520001770518,2025
1. Usaquén,25,2,60,8,5,1,4,3,3,3,2,4.6924936,-74.0385712,348.338713719692,2025
1. Usaquén,25,2,65,8,6,1,4,3,3,2,2,4.6933895,-74.0381849,340.7332895203655,2025
1. Usaquén,25,1,31,8,5,1,4,3,2,2,2,4.691801,-74.0400743,723.3415459772727,2025
4. San Cristóbal,21,1,41,7,2,2,2,1,3,1,2,4.560613,-74.0846686,232.5548609178742,2025
4. San Cristóbal,21,1,53,4,2,1,4,1,3,3,2,4.5614552,-74.0833943,202.2754934094867,2025
4. San Cristóbal,21,1,30,5,2,2,3,1,3,3,2,4.5615583,-74.0834433,246.9845283076591,2025
4. San Cristóbal,21,1,29,7,2,1,4,3,2,3,2,4.5620334,-74.0835936,246.9845283076591,2025
4. San Cristóbal,21,2,35,5,1,2,1,1,3,1,1,4.5605217,-74.0832767,246.1251835534411,2025
4. San Cristóbal,21,2,37,5,2,1,4,2,3,3,2,4.56517418,-74.08459207,304.5451665829554,2025
4. San Cristóbal,21,2,42,5,2,2,3,3,3,1,1,4.5650254,-74.0847211,304.5451665829554,2025
2. Chapinero,24,1,44,8,4,1,3,2,3,1,2,4.6465686,-74.0566151,568.9235787154256,2025
2. Chapinero,24,2,25,8,5,1,4,3,3,1,2,4.6462798,-74.055901,567.0361072246759,2025
2. Chapinero,24,2,45,7,4,2,3,3,3,3,1,4.6396823,-74.0623541,797.434743342643,2025
2. Chapinero,24,1,80,3,2,1,5,4,3,4,2,4.646374128,-74.05370526,661.5850779689964,2025
2. Chapinero,24,1,42,8,2,1,4,3,2,2,1,4.6467573,-74.0540792,568.9235787154256,2025
2. Chapinero,24,1,81,3,2,1,5,1,3,1,2,4.6468755,-74.0546098,661.5850779689964,2025
1. Usaquén,25,1,39,8,6,1,4,2,3,2,2,4.69175,-74.0401267,682.0191166053697,2025
1. Usaquén,25,1,64,8,5,1,5,5,2,3,2,4.6928372,-74.0388104,341.8683146361126,2025
1. Usaquén,25,1,48,10,6,1,4,3,3,2,2,4.6929478,-74.0387025,452.4785321015468,2025
1. Usaquén,25,2,36,8,6,2,3,4,2,1,2,4.6917223,-74.0399978,679.5861576391409,2025
1. Usaquén,25,1,26,8,6,1,4,3,3,2,2,4.6926779,-74.0384215,519.6163452007977,2025
1. Usaquén,25,2,68,10,5,2,4,1,3,1,2,4.6929968,-74.0382582,318.5743293044117,2025
1. Usaquén,25,1,35,8,6,2,3,2,3,2,1,4.6932479,-74.0386851,550.9014313535862,2025
1. Usaquén,25,2,19,5,6,1,3,1,3,3,1,4.6934459,-74.0386149,423.2841460151625,2025
16. Puente Aranda,31,1,18,5,3,1,3,3,1,1,2,4.6047372,-74.1149641,259.5159699713274,2025
16. Puente Aranda,31,1,47,9,3,2,2,2,2,1,2,4.6056385,-74.1151579,276.3640318871856,2025
16. Puente Aranda,31,1,66,5,3,2,3,2,3,3,2,4.6053478,-74.1147482,195.6218158447822,2025
16. Puente Aranda,31,2,32,7,3,2,3,1,3,1,1,4.6074777,-74.115323,604.0526800650518,2025
4. San Cristóbal,21,2,41,7,2,2,1,1,3,1,2,4.552458,-74.0858037,463.9587682542809,2025
4. San Cristóbal,21,2,35,3,2,2,1,4,2,1,2,4.552092,-74.0858243,492.8242891301139,2025
