NUMERO,corredor,FECHA,F5,F6,P1,P2,P3,P4A,P4B,P4C,P4D,P4E,P33A,P33B,P33C,P33D,P33E,P33F,P33G,P33H,P33J,P33K,P33L,P34,P37,P40,P43,P43_1A,P43_1B,P43_1C,P43_1D,P43_1E,P43_1F,P43_1G,P44_1,P44_2,P44_3,P44_4,P44_5,P44_6,P44_7,P44_8,P45_1,P45_2,P45_3,P45_4,P45_5,P45_6,P45_7,P30,P31,P32,D1,D2,D3,tramo,corredor_nombre,tamano_empresa,es_mipyme,seguridad_empeoro,fue_victima,indice_satisfaccion
1787,2,28/11/2024 11:54:35 a. m.,2,1,3.0,,,0,0,100,0,0,1,1,1,1,1,1,1,1,1,1,1,3,5,4,2,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,,,3,,5,6,,5,5,5,1,32,4,9,Primera Línea Metro,Micro,1,1,0,1.1666666666666667
1788,2,28/11/2024 12:51:51 p. m.,3,2,1.0,1.0,,0,0,100,0,0,1,1,1,3,1,3,4,3,1,2,1,3,5,1,3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,,,,,6,7,1,1,5,2,41,4,14,Primera Línea Metro,Pequeña,1,0,0,2.0
1789,2,28/11/2024 12:44:58 p. m.,2,3,6.0,1.0,,0,0,100,0,0,2,3,3,1,1,1,2,1,2,1,1,3,93,5,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,,,,,,6,7,5,1,1,1,56,4,14,Primera Línea Metro,Mediana,1,1,1,1.75
1790,2,28/11/2024 1:09:42 p. m.,2,1,1.0,,1.0,0,0,100,0,0,2,3,2,2,3,2,3,4,1,1,4,3,93,4,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,3,,,,,4,1,1,1,22,3,14,Primera Línea Metro,Micro,1,0,0,2.5
1791,2,28/11/2024 1:11:16 p. m.,2,1,3.0,1.0,1.0,0,0,100,0,0,3,1,5,5,3,5,3,5,5,5,1,3,5,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,,4,,,7,5,5,5,1,28,5,14,Primera Línea Metro,Micro,1,0,0,3.6666666666666665
1792,2,28/11/2024 12:29:05 p. m.,3,2,1.0,1.0,,0,0,100,0,0,2,3,4,2,3,2,3,3,3,1,1,5,2,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,,3,,,,,1,1,1,2,42,3,9,Primera Línea Metro,Pequeña,1,0,1,2.6666666666666665
1793,2,28/11/2024 2:03:38 p. m.,3,2,1.0,1.0,,0,0,100,0,0,1,1,1,1,2,2,1,3,1,1,2,1,2,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,,2,3,4,,,,5,5,5,2,60,3,9,Primera Línea Metro,Pequeña,1,1,1,1.4166666666666667
1794,2,28/11/2024 2:02:21 p. m.,2,2,1.0,1.0,1.0,0,0,100,0,0,2,2,2,2,2,2,2,2,2,2,2,4,5,4,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,,,3,,,6,7,5,3,3,2,25,4,9,Primera Línea Metro,Pequeña,1,0,1,2.1666666666666665
1795,2,28/11/2024 1:52:32 p. m.,2,2,1.0,,,0,0,0,0,100,2,2,4,2,2,2,2,3,2,3,5,3,3,3,2,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,,,,4,5,,,3,4,4,1,48,4,9,Primera Línea Metro,Pequeña,1,1,1,2.6666666666666665
1796,2,28/11/2024 2:01:07 p. m.,2,2,3.0,2.0,,0,50,0,50,0,1,1,3,4,1,3,4,3,3,5,1,5,93,5,2,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,,2,3,,5,,,5,5,5,2,39,4,9,Primera Línea Metro,Pequeña,1,1,0,2.8333333333333335
1797,2,28/11/2024 2:21:10 p. m.,3,2,1.0,1.0,,0,0,50,50,0,1,3,2,2,2,3,1,2,2,3,1,3,3,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,,2,3,,,6,,3,2,2,1,28,6,9,Primera Línea Metro,Pequeña,1,0,1,2.0833333333333335
1798,2,28/11/2024 2:37:11 p. m.,3,3,3.0,1.0,,0,0,100,0,0,1,1,3,3,1,1,1,1,1,3,1,4,1,1,3,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,,,3,4,5,,,5,1,5,2,40,4,14,Primera Línea Metro,Mediana,1,0,0,1.75
1799,2,28/11/2024 2:29:31 p. m.,2,2,5.0,3.0,2.0,0,0,100,0,0,4,3,3,3,3,3,1,3,1,5,2,5,93,4,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,1,0,1,,2,3,,,,,3,3,4,2,23,5,14,Primera Línea Metro,Pequeña,1,0,1,3.0
1800,2,28/11/2024 2:50:10 p. m.,2,2,14.0,9.0,3.0,0,5,40,20,35,2,2,2,4,2,2,2,3,3,3,3,4,5,2,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,,3,,,6,7,4,1,1,2,26,5,9,Primera Línea Metro,Pequeña,1,1,0,2.6666666666666665
1801,2,28/11/2024 2:57:26 p. m.,3,3,1.0,,,0,50,0,0,50,1,1,3,2,3,1,3,3,3,5,1,4,3,4,3,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,,,3,4,,,7,1,1,1,1,32,5,14,Primera Línea Metro,Mediana,1,0,1,2.5
1802,2,28/11/2024 2:59:04 p. m.,2,1,2.0,2.0,,0,0,100,0,0,1,1,2,4,2,3,2,2,3,4,3,3,93,3,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,,,3,4,,,,1,1,1,2,32,5,14,Primera Línea Metro,Micro,1,0,1,2.5
1803,2,28/11/2024 3:22:52 p. m.,2,3,6.0,6.0,2.0,0,0,100,0,0,1,2,2,2,2,1,1,1,1,1,1,2,3,3,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,,2,3,,,6,,1,1,1,2,37,5,14,Primera Línea Metro,Mediana,1,0,1,1.4166666666666667
1804,2,28/11/2024 3:19:30 p. m.,2,2,1.0,1.0,,0,0,100,0,0,1,1,1,2,3,3,2,2,2,2,1,3,2,3,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,2,,4,,,,3,3,4,2,40,3,9,Primera Línea Metro,Pequeña,1,1,1,1.9166666666666667
1805,2,28/11/2024 3:34:10 p. m.,3,2,,1.0,,100,0,0,0,0,3,3,2,3,2,2,1,3,3,3,2,4,3,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,,3,4,,,,3,4,3,2,62,3,9,Primera Línea Metro,Pequeña,1,1,0,2.5833333333333335
1806,2,28/11/2024 3:24:29 p. m.,2,3,5.0,4.0,2.0,0,10,90,0,0,1,1,2,2,1,1,3,1,2,3,2,3,93,5,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,3,,,,,4,1,5,2,45,5,14,Primera Línea Metro,Mediana,1,1,0,1.8333333333333333
1807,2,28/11/2024 3:56:24 p. m.,2,3,1.0,1.0,,0,0,100,0,0,4,1,1,2,5,1,1,1,3,1,1,1,1,5,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,1,,,4,,,7,5,1,5,2,32,5,14,Primera Línea Metro,Mediana,1,0,1,1.8333333333333333
1808,2,28/11/2024 3:39:37 p. m.,2,1,5.0,1.0,2.0,0,0,50,10,40,1,1,5,5,1,1,1,5,1,1,1,3,5,5,2,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,,2,3,,,,7,3,5,1,1,35,4,9,Primera Línea Metro,Micro,1,1,0,2.1666666666666665
1809,2,28/11/2024 4:00:59 p. m.,3,2,,,,100,0,0,0,0,3,3,3,3,3,3,4,3,3,2,3,3,2,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,1,,3,4,,,,1,3,3,1,55,3,9,Primera Línea Metro,Pequeña,1,1,1,3.0
1810,2,28/11/2024 4:07:15 p. m.,2,1,2.0,,,100,0,0,0,0,2,2,2,2,3,2,3,3,3,2,3,3,93,3,3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,3,,,6,,1,1,1,1,43,3,14,Primera Línea Metro,Micro,1,0,0,2.5
1811,2,28/11/2024 4:17:28 p. m.,3,2,1.0,,1.0,100,0,0,0,0,4,2,4,4,4,4,4,4,4,3,1,5,5,1,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,1,,3,4,,,,1,1,1,1,24,5,14,Primera Línea Metro,Pequeña,1,0,0,3.5833333333333335
1812,2,28/11/2024 4:37:59 p. m.,2,1,2.0,,,0,0,100,0,0,1,2,3,2,2,4,3,3,4,3,2,4,2,3,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,1,2,,,,6,,1,5,1,1,29,4,14,Primera Línea Metro,Micro,1,1,1,2.75
1813,2,28/11/2024 4:35:37 p. m.,2,1,2.0,2.0,,0,0,100,0,0,1,1,2,1,1,2,1,2,1,2,3,1,93,5,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,,2,3,,,6,,5,5,5,2,53,6,14,Primera Línea Metro,Micro,1,1,1,1.5
1814,2,28/11/2024 5:08:15 p. m.,2,1,1.0,,,0,0,100,0,0,2,3,3,2,2,2,2,1,2,2,2,3,93,5,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,,2,3,,,,,1,1,1,2,49,3,14,Primera Línea Metro,Micro,1,1,1,2.1666666666666665
1815,2,28/11/2024 5:15:56 p. m.,2,3,8.0,2.0,2.0,0,20,0,0,80,1,5,5,1,5,1,1,5,1,5,1,5,1,1,3,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,1,2,,4,,,,1,1,1,2,23,3,14,Primera Línea Metro,Mediana,1,0,0,3.0
1816,2,28/11/2024 5:39:45 p. m.,2,2,2.0,1.0,1.0,0,0,100,0,0,1,1,3,3,5,5,1,1,3,1,4,5,5,3,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,1,,,,5,,7,5,1,5,1,24,3,14,Primera Línea Metro,Pequeña,1,0,1,2.75
1817,2,28/11/2024 5:27:36 p. m.,2,1,2.0,2.0,1.0,0,0,100,0,0,3,3,1,3,3,3,4,1,3,2,2,1,93,4,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,2,,,,6,,5,4,3,2,50,5,14,Primera Línea Metro,Micro,1,0,0,2.4166666666666665
1818,2,28/11/2024 6:21:04 p. m.,2,1,1.0,1.0,,100,0,0,0,0,1,1,3,4,1,3,4,1,1,4,1,3,3,3,3,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,,2,3,4,,,,1,1,1,2,39,4,14,Primera Línea Metro,Micro,1,0,0,2.25
1819,2,28/11/2024 6:27:55 p. m.,2,1,2.0,,1.0,0,0,100,0,0,2,3,4,3,2,2,1,1,2,2,3,3,93,5,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,1,,,,,,7,1,1,1,1,32,3,14,Primera Línea Metro,Micro,1,0,0,2.3333333333333335
1820,2,28/11/2024 6:46:02 p. m.,3,2,6.0,2.0,4.0,20,20,60,0,0,5,2,5,3,4,3,1,1,1,3,4,5,93,3,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,3,4,,,,4,1,1,1,27,3,14,Primera Línea Metro,Pequeña,1,0,0,3.0833333333333335
1821,2,28/11/2024 9:22:43 a. m.,2,2,1.0,1.0,,20,20,20,20,20,1,1,5,1,1,1,1,1,1,5,5,1,1,1,2,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,1,,,,,,,3,3,5,2,46,3,9,Primera Línea Metro,Pequeña,1,1,0,2.0
1822,2,28/11/2024 10:09:16 a. m.,3,2,1.0,1.0,,100,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,5,2,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,,,3,,,,,4,2,2,2,65,3,9,Primera Línea Metro,Pequeña,1,1,1,1.0833333333333333
1823,2,28/11/2024 10:39:18 a. m.,2,1,5.0,2.0,1.0,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,,,,,,,7,5,5,5,1,29,4,9,Primera Línea Metro,Micro,1,1,1,1.0833333333333333
1824,2,28/11/2024 11:03:32 a. m.,2,1,15.0,3.0,1.0,30,10,60,0,0,1,2,1,1,2,1,1,2,2,2,3,1,5,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,3,,5,6,,2,1,1,2,29,3,9,Primera Línea Metro,Micro,1,0,0,1.5833333333333333
1825,2,28/11/2024 11:56:43 a. m.,2,1,1.0,1.0,,100,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,0,1,,,,5,,7,2,3,2,2,35,3,9,Primera Línea Metro,Micro,1,1,1,1.0
1826,2,28/11/2024 11:40:55 a. m.,2,2,5.0,1.0,1.0,20,20,20,20,20,1,1,4,1,1,1,1,1,1,1,1,5,1,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,,,4,5,,,1,1,1,2,58,4,9,Primera Línea Metro,Pequeña,1,0,0,1.5833333333333333
1827,2,28/11/2024 1:20:16 p. m.,2,1,1.0,1.0,34.0,20,20,20,20,20,1,1,4,1,1,1,1,1,1,1,1,5,1,1,2,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,,4,,6,,5,5,5,2,34,3,9,Primera Línea Metro,Micro,1,1,0,1.5833333333333333
1828,2,28/11/2024 1:48:33 p. m.,2,3,2.0,1.0,26.0,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,,,3,,5,6,,5,5,5,2,26,5,9,Primera Línea Metro,Mediana,1,1,0,1.0
1829,2,28/11/2024 1:49:51 p. m.,2,2,2.0,1.0,,60,0,40,0,0,1,1,1,3,1,1,1,4,1,1,2,4,5,4,2,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1,0,0,0,1,1,,,3,4,5,,,3,3,2,2,49,3,9,Primera Línea Metro,Pequeña,1,1,1,1.75
1830,2,28/11/2024 2:15:36 p. m.,2,1,3.0,1.0,33.0,20,20,20,20,20,5,5,5,1,5,5,1,5,1,1,1,5,5,4,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,1,,3,,,,7,4,1,4,1,33,3,9,Primera Línea Metro,Micro,1,1,1,3.3333333333333335
1831,2,28/11/2024 2:44:03 p. m.,2,2,2.0,2.0,,100,0,0,0,0,1,1,4,4,2,1,1,4,3,1,4,1,3,5,2,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,1,,,4,,6,,3,2,3,2,41,4,9,Primera Línea Metro,Pequeña,1,1,1,2.25
1832,2,28/11/2024 2:51:35 p. m.,2,1,1.0,1.0,59.0,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,2,1,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,,,,5,6,,5,5,5,2,59,3,9,Primera Línea Metro,Micro,1,1,0,1.0833333333333333
1833,2,28/11/2024 3:35:57 p. m.,1,1,6.0,2.0,39.0,20,20,30,20,10,1,5,5,2,1,3,4,2,4,1,3,5,4,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,,2,3,,,6,,5,5,5,1,39,3,9,Primera Línea Metro,Micro,1,0,1,3.0
1834,2,28/11/2024 3:38:20 p. m.,2,2,3.0,2.0,,100,0,0,0,0,1,1,2,2,1,1,1,3,3,1,1,4,3,3,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,1,0,,2,,4,,,7,3,2,3,1,49,5,9,Primera Línea Metro,Pequeña,1,1,1,1.75
1835,2,28/11/2024 3:59:11 p. m.,2,1,1.0,1.0,50.0,20,20,20,20,20,1,1,3,4,1,1,2,1,1,1,1,1,2,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,,,,,,7,5,5,5,2,50,3,9,Primera Línea Metro,Micro,1,0,0,1.5
1836,2,29/11/2024 9:15:32 a. m.,3,2,2.0,,,0,100,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,5,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,,2,3,,,6,,3,3,3,1,59,4,6,Primera Línea Metro,Pequeña,1,1,1,1.0833333333333333
1837,2,29/11/2024 9:38:12 a. m.,2,2,4.0,1.0,1.0,0,0,50,0,50,2,2,2,2,2,2,2,2,2,2,2,2,5,3,2,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,,2,3,,,,7,1,1,1,2,24,4,6,Primera Línea Metro,Pequeña,1,1,0,2.0
1838,2,29/11/2024 10:05:41 a. m.,2,2,1.0,1.0,1.0,0,0,100,0,0,2,3,2,2,2,1,2,3,2,1,3,2,4,4,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,1,2,,,,,7,2,3,3,2,23,3,6,Primera Línea Metro,Pequeña,1,0,1,2.0833333333333335
1839,2,29/11/2024 9:16:14 a. m.,1,3,25.0,11.0,3.0,20,20,20,20,20,1,1,2,3,1,1,3,4,1,3,2,3,5,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,3,4,,,7,1,1,1,2,19,3,6,Primera Línea Metro,Mediana,1,1,0,2.0833333333333335
1840,2,29/11/2024 10:11:44 a. m.,2,1,2.0,1.0,1.0,20,20,20,20,20,1,1,1,1,1,2,4,1,1,4,3,4,5,3,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,,,,4,,,7,1,1,1,1,27,5,6,Primera Línea Metro,Micro,1,1,1,2.0
1841,2,29/11/2024 10:34:12 a. m.,2,1,4.0,,,20,20,20,20,20,2,4,3,1,1,1,1,1,1,1,1,4,93,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,2,,,5,,,1,1,1,1,40,1,6,Primera Línea Metro,Micro,1,1,0,1.75
1842,2,29/11/2024 10:39:28 a. m.,1,2,10.0,4.0,1.0,0,0,50,0,50,3,3,3,3,3,3,3,3,3,3,3,4,4,5,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,3,,,6,7,1,5,5,2,27,5,6,Primera Línea Metro,Pequeña,1,1,0,3.0833333333333335
1843,2,29/11/2024 10:52:01 a. m.,2,3,2.0,1.0,37.0,20,20,20,20,20,1,1,3,3,1,2,3,1,1,4,3,4,3,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,3,,,,7,1,1,1,2,37,5,6,Primera Línea Metro,Mediana,1,1,0,2.25
1844,2,29/11/2024 11:08:33 a. m.,3,1,2.0,2.0,,0,0,100,0,0,3,3,3,3,3,3,3,3,3,3,3,2,5,1,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,3,,,6,7,5,5,5,2,40,4,6,Primera Línea Metro,Micro,1,1,0,2.9166666666666665
1845,2,29/11/2024 11:14:44 a. m.,2,1,1.0,,70.0,20,20,20,20,20,1,1,4,3,4,4,4,2,1,4,3,5,5,5,1,,,,,,,,0,0,0,0,0,0,0,1,,,3,4,,6,,1,1,1,1,70,3,6,Primera Línea Metro,Micro,1,0,0,3.0
1846,2,29/11/2024 12:31:45 p. m.,1,2,1.0,,,0,100,0,0,0,2,2,2,2,2,2,2,2,2,2,2,3,1,5,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,,,,4,,,,4,4,4,1,33,4,9,Primera Línea Metro,Pequeña,1,1,0,2.0833333333333335
1847,2,29/11/2024 12:28:11 p. m.,2,2,1.0,,,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,,4,5,6,,1,1,1,1,63,2,9,Primera Línea Metro,Pequeña,1,1,0,1.0
1848,2,29/11/2024 12:52:11 p. m.,1,2,4.0,,,0,0,100,0,0,3,3,3,3,3,3,3,3,3,3,3,1,5,5,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,1,,,,5,6,,5,1,5,1,54,2,9,Primera Línea Metro,Pequeña,1,0,1,2.8333333333333335
1849,2,29/11/2024 1:25:07 p. m.,2,1,2.0,1.0,21.0,20,20,20,20,20,1,1,2,1,2,3,1,1,1,1,2,5,5,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,3,4,,,,5,1,1,1,21,3,9,Primera Línea Metro,Micro,1,0,0,1.75
1850,2,29/11/2024 1:08:56 p. m.,1,2,2.0,1.0,,100,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,3,3,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,,,4,5,,,5,1,1,2,46,2,9,Primera Línea Metro,Pequeña,1,1,0,3.9166666666666665
1851,2,29/11/2024 1:51:56 p. m.,2,2,2.0,1.0,44.0,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,5,1,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,3,,,6,7,1,1,1,2,44,3,9,Primera Línea Metro,Pequeña,1,1,0,1.3333333333333333
1852,2,30/11/2024 11:02:19 a. m.,2,2,1.0,,,0,0,0,0,100,2,1,3,1,2,2,2,1,3,1,1,3,2,2,3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,3,,5,,,1,1,1,1,35,3,13,Primera Línea Metro,Pequeña,1,0,0,1.8333333333333333
1853,2,30/11/2024 11:33:04 a. m.,2,4,10.0,4.0,2.0,0,20,60,0,20,2,5,5,5,5,3,5,5,5,2,4,4,5,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,,3,,,,7,1,5,1,1,27,3,13,Primera Línea Metro,Grande,0,0,0,4.166666666666667
1854,2,2/12/2024 11:06:47 a. m.,2,1,1.0,1.0,,100,0,0,0,0,3,3,4,4,2,3,3,3,3,4,3,3,93,3,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,,,3,,,,,1,3,5,2,40,2,11,Primera Línea Metro,Micro,1,1,1,3.1666666666666665
1855,2,2/12/2024 11:26:30 a. m.,2,1,3.0,3.0,,100,0,0,0,0,1,3,3,1,3,3,3,2,1,3,3,4,93,5,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,,,3,,5,6,,1,1,1,2,36,5,11,Primera Línea Metro,Micro,1,1,1,2.5
1856,2,2/12/2024 11:49:34 a. m.,1,1,1.0,1.0,,100,0,0,0,0,2,1,3,3,2,3,3,2,2,3,3,3,93,5,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,3,,,6,,5,1,4,2,54,3,11,Primera Línea Metro,Micro,1,1,0,2.5
1857,2,2/12/2024 12:02:22 p. m.,2,3,4.0,2.0,,0,0,100,0,0,1,1,1,1,4,1,1,1,1,5,1,2,3,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,1,,3,4,,,,5,5,5,1,34,4,16,Primera Línea Metro,Mediana,1,1,1,1.6666666666666667
1858,2,2/12/2024 12:08:34 p. m.,1,1,5.0,4.0,4.0,100,0,0,0,0,1,3,3,3,3,3,4,3,3,3,3,3,93,5,3,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,,2,3,,,6,,3,1,1,2,54,3,11,Primera Línea Metro,Micro,1,0,1,2.9166666666666665
1859,2,2/12/2024 12:29:31 p. m.,2,1,2.0,2.0,2.0,50,0,50,0,0,3,1,3,3,3,3,4,3,3,5,2,3,93,5,3,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,,3,,,6,7,4,5,3,2,74,3,11,Primera Línea Metro,Micro,1,0,0,3.0
1860,2,2/12/2024 12:55:10 p. m.,2,2,8.0,4.0,,0,0,100,0,0,3,1,1,4,1,4,2,1,4,5,2,2,5,4,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,,4,,,7,1,1,5,1,46,4,16,Primera Línea Metro,Pequeña,1,1,0,2.5
1861,2,2/12/2024 1:20:40 p. m.,2,2,1.0,1.0,,0,0,100,0,0,1,1,1,1,1,3,1,1,4,3,3,3,5,5,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,3,4,5,,,5,5,5,2,60,3,16,Primera Línea Metro,Pequeña,1,1,0,1.9166666666666667
1862,2,2/12/2024 1:41:29 p. m.,2,4,25.0,4.0,1.0,10,20,30,20,20,1,1,5,1,1,1,1,1,1,5,1,3,5,4,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,,,3,4,,,7,1,1,5,2,36,5,16,Primera Línea Metro,Grande,0,0,0,1.8333333333333333
1863,2,2/12/2024 2:13:24 p. m.,2,1,1.0,,,0,0,100,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,5,2,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,,,3,4,,,7,5,5,5,1,55,3,16,Primera Línea Metro,Micro,1,1,0,1.0
1864,2,2/12/2024 3:21:40 p. m.,3,2,1.0,,,0,0,100,0,0,2,2,3,3,1,3,1,1,3,3,2,4,5,5,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,,2,3,4,,,,5,5,5,1,45,3,16,Primera Línea Metro,Pequeña,1,0,0,2.3333333333333335
1865,2,2/12/2024 2:23:39 p. m.,3,1,2.0,2.0,,0,0,100,0,0,1,2,3,3,3,4,3,1,3,1,3,3,93,5,3,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,,3,,,6,,5,1,1,2,27,4,16,Primera Línea Metro,Micro,1,0,0,2.5
